URL,Institution,Conference,Games,Goals,Assists,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att
http://stats.ncaa.org/team/513/14940,Notre Dame,ACC,21,31,25,241,201,,11,,,,1949:34:00,23,51,10,3,,,,114,2,2
http://stats.ncaa.org/team/514/14940,Oakland,Horizon,18,21,26,172,161,,11,,,,1700:38:00,26,65,6,1,,,,81,,2
http://stats.ncaa.org/team/519/14940,Ohio,MAC,21,39,41,322,143,,8,,,,1945:33:00,35,89,5,1,,,,89,,1
http://stats.ncaa.org/team/518/14940,Ohio St.,Big Ten,18,17,18,259,198,,12,,,,1719:16:00,23,87,5,5,,,,98,,2
http://stats.ncaa.org/team/522/14940,Oklahoma,Big 12,20,25,19,258,227,,19,,,,1930:18:00,30,69,4,,,,,95,3,6
http://stats.ncaa.org/team/521/14940,Oklahoma St.,Big 12,22,50,40,300,193,1,12,,,,2069:05:00,18,83,10,3,,,,121,,2
http://stats.ncaa.org/team/523/14940,Old Dominion,C-USA,18,37,33,273,182,,12,,,,1646:34:00,21,54,5,,,,,71,,
http://stats.ncaa.org/team/433/14940,Ole Miss,SEC,20,33,21,330,170,,14,,,,1900:34:00,26,93,6,,,,,126,4,4
http://stats.ncaa.org/team/464/14940,Omaha,Summit League,18,14,11,149,146,1,11,,,,1681:35:00,25,62,4,1,,,,45,1,1
http://stats.ncaa.org/team/527/14940,Oral Roberts,Summit League,19,34,33,256,161,,9,,,,1773:28:00,28,92,5,2,,,,74,1,2
http://stats.ncaa.org/team/529/14940,Oregon,Pac-12,19,26,24,235,198,,7,,,,1817:54:00,35,68,2,,,,,71,,
http://stats.ncaa.org/team/528/14940,Oregon St.,Pac-12,19,31,25,262,189,1,19,,,,1769:15:00,18,72,7,3,,,,89,,
http://stats.ncaa.org/team/534/14940,Pacific,WCC,19,13,9,199,185,,19,,,,1629:59:00,43,96,3,1,,,,69,,
http://stats.ncaa.org/team/540/14940,Penn,Ivy League,16,21,20,214,192,,5,,,,1394:30:00,16,78,6,1,,,,83,1,1
http://stats.ncaa.org/team/539/14940,Penn St.,Big Ten,25,51,36,343,141,,5,,,,2308:10:00,27,81,7,2,,,,117,2,3
http://stats.ncaa.org/team/541/14940,Pepperdine,WCC,20,36,32,285,176,,11,,,,1711:03:00,24,71,10,,,,,93,4,4
http://stats.ncaa.org/team/545/14940,Pittsburgh,ACC,18,24,24,199,187,,12,,,,1710:33:00,32,82,2,,,,,72,3,3
http://stats.ncaa.org/team/551/14940,Portland,WCC,17,20,14,185,189,,14,,,,1552:39:00,20,69,5,,,,,91,3,5
http://stats.ncaa.org/team/550/14940,Portland St.,Big Sky,19,15,14,190,192,,13,,,,1540:00:00,39,106,2,,,,,47,,
http://stats.ncaa.org/team/553/14940,Prairie View,SWAC,21,28,18,274,127,,13,,,,1729:22:00,34,115,11,1,,,,68,,2
http://stats.ncaa.org/team/1320/14940,Presbyterian,Big South,18,21,14,186,176,1,12,,,,1668:30:00,39,101,2,,,,,60,1,2
http://stats.ncaa.org/team/554/14940,Princeton,Ivy League,17,23,24,271,152,,7,,,,1594:39:00,16,73,9,2,,,,75,1,1
http://stats.ncaa.org/team/556/14940,Providence,Big East,20,18,11,223,175,,7,,,,1901:47:00,23,111,5,1,,,,54,3,4
http://stats.ncaa.org/team/559/14940,Purdue,Big Ten,20,19,15,199,223,,8,,,,1861:37:00,18,67,9,,,,,61,,
http://stats.ncaa.org/team/308/14940,Purdue Fort Wayne,Summit League,18,10,6,233,210,,12,,,,1519:10:00,27,106,6,,,,,71,,1
http://stats.ncaa.org/team/562/14940,Quinnipiac,MAAC,19,24,27,247,224,,15,,,,1641:24:00,18,72,7,1,,,,99,1,3
http://stats.ncaa.org/team/563/14940,Radford,Big South,22,37,38,329,172,,5,,,,1909:39:00,20,109,10,5,,,,122,1,3
http://stats.ncaa.org/team/572/14940,Rhode Island,Atlantic 10,18,11,8,159,182,,11,,,,1711:46:00,21,82,7,,,,,67,,
http://stats.ncaa.org/team/574/14940,Rice,C-USA,19,30,18,211,166,,11,,,,1778:48:00,24,99,8,7,,,,82,6,7
http://stats.ncaa.org/team/575/14940,Richmond,Atlantic 10,18,25,23,180,178,1,10,,,,1668:19:00,27,93,7,2,,,,74,2,2
http://stats.ncaa.org/team/576/14940,Rider,MAAC,18,28,28,250,175,,11,,,,1432:45:00,24,98,6,,,,,80,1,3
http://stats.ncaa.org/team/579/14940,Robert Morris,NEC,17,19,13,201,131,,11,,,,1591:24:00,21,119,7,,,,,50,2,2
http://stats.ncaa.org/team/587/14940,Rutgers,Big Ten,21,33,27,275,162,,8,,,,1978:40:00,14,66,12,1,,,,85,4,5
http://stats.ncaa.org/team/102/14940,Sacramento St.,Big Sky,19,28,23,197,236,,23,,,,1857:44:00,14,102,10,,,,,80,1,1
http://stats.ncaa.org/team/590/14940,Sacred Heart,NEC,19,23,18,257,151,,8,,,,1765:41:00,29,114,7,,,,,78,,1
http://stats.ncaa.org/team/600/14940,Saint Francis (PA),NEC,17,29,27,231,136,,9,,,,1526:22:00,35,93,2,,,,1,72,3,4
http://stats.ncaa.org/team/606/14940,Saint Joseph's,Atlantic 10,19,16,10,184,198,,8,,,,1770:17:00,24,89,6,,,,,100,3,3
http://stats.ncaa.org/team/609/14940,Saint Louis,Atlantic 10,23,45,35,371,212,1,8,,,,1986:07:00,11,65,14,3,,,,142,3,3
http://stats.ncaa.org/team/610/14940,Saint Mary's (CA),WCC,19,17,19,260,192,,9,,,,1667:08:00,37,75,5,,,,,85,1,2
http://stats.ncaa.org/team/617/14940,Saint Peter's,MAAC,17,9,3,111,161,2,13,,,,1550:00:00,36,126,3,,,,,36,,
http://stats.ncaa.org/team/624/14940,Sam Houston,Southland,19,25,18,236,170,,5,,,,1672:23:00,35,85,4,2,,,,73,2,2
http://stats.ncaa.org/team/625/14940,Samford,SoCon,22,46,27,347,309,1,15,,,,1990:00:00,22,98,12,4,,,,105,3,3
http://stats.ncaa.org/team/627/14940,San Diego,WCC,18,23,13,171,167,1,13,,,,1572:23:00,28,98,7,4,,,,76,,
http://stats.ncaa.org/team/626/14940,San Diego St.,Mountain West,20,30,30,235,144,,13,,,,1731:00:00,36,73,5,,,,,83,3,3
http://stats.ncaa.org/team/629/14940,San Francisco,WCC,20,40,26,247,221,,9,,,,1913:10:00,41,111,7,1,,,,114,2,4
http://stats.ncaa.org/team/630/14940,San Jose St.,Mountain West,20,15,9,200,251,,25,,,,1693:20:00,23,93,8,1,,,,95,1,1
http://stats.ncaa.org/team/631/14940,Santa Clara,WCC,23,59,58,378,245,,22,,,,2119:10:00,25,92,11,1,,,,148,3,4
http://stats.ncaa.org/team/1356/14940,Seattle U,WAC,22,38,32,353,216,,10,,,,2062:10:00,32,90,7,1,,,,83,1,2
http://stats.ncaa.org/team/635/14940,Seton Hall,Big East,16,9,5,140,148,,7,,,,1485:14:00,37,69,2,1,,,,50,,
http://stats.ncaa.org/team/676/14940,SFA,Southland,19,31,23,235,125,,10,,,,1760:09:00,30,113,7,3,,,,86,1,1
http://stats.ncaa.org/team/639/14940,Siena,MAAC,19,16,19,243,198,,5,,,,1693:10:00,30,108,1,,,,,81,1,1
http://stats.ncaa.org/team/660/14940,SIUE,OVC,20,45,28,355,234,1,16,,,,1920:43:00,26,109,7,2,,,,155,1,2
http://stats.ncaa.org/team/663/14940,SMU,AAC,20,40,35,346,197,,14,,,,1605:35:00,18,73,9,2,,,,111,3,4
http://stats.ncaa.org/team/646/14940,South Alabama,Sun Belt,22,50,37,400,217,,7,,,,2073:43:00,14,68,12,2,,,,133,5,8
http://stats.ncaa.org/team/648/14940,South Carolina,SEC,24,43,40,301,202,,13,,,,2225:33:00,8,56,17,3,,,,116,2,3
http://stats.ncaa.org/team/647/14940,South Carolina St.,DI Independent,13,16,8,113,94,,8,,,,1094:52:00,38,62,1,1,,,,32,,
http://stats.ncaa.org/team/650/14940,South Dakota,Summit League,19,30,27,244,223,,18,,,,1787:25:00,26,98,4,,,,,97,2,2
http://stats.ncaa.org/team/649/14940,South Dakota St.,Summit League,22,30,24,314,198,2,7,,,,2020:00:00,9,102,15,1,,,,117,1,2
http://stats.ncaa.org/team/651/14940,South Fla.,AAC,21,44,42,365,236,,24,,,,1910:00:00,20,58,7,1,,,,134,3,4
http://stats.ncaa.org/team/654/14940,Southeast Mo. St.,OVC,17,28,13,247,155,1,7,,,,1566:34:00,26,94,4,,,,,84,3,3
http://stats.ncaa.org/team/655/14940,Southeastern La.,Southland,18,17,17,169,182,1,13,,,,1640:00:00,32,85,4,,,,,62,2,2
http://stats.ncaa.org/team/657/14940,Southern California,Pac-12,23,47,46,356,236,,14,,,,2110:21:00,27,85,9,,,,,134,1,1
http://stats.ncaa.org/team/659/14940,Southern Ill.,DI Independent,17,12,9,160,139,,10,,,,1572:03:00,39,116,4,1,,,,66,,1
http://stats.ncaa.org/team/664/14940,Southern Miss.,C-USA,18,28,14,229,138,,8,,,,1651:49:00,25,87,6,4,,,,61,2,2
http://stats.ncaa.org/team/665/14940,Southern U.,SWAC,17,18,9,160,141,3,15,,,,1550:00:00,43,97,1,,,,,40,,1
http://stats.ncaa.org/team/667/14940,Southern Utah,Big Sky,18,9,6,93,155,,18,,,,1586:52:00,42,137,2,,,,,37,,1
http://stats.ncaa.org/team/596/14940,St. Bonaventure,Atlantic 10,18,15,14,142,157,1,11,,,,1640:29:00,22,85,5,,,,,67,1,1
http://stats.ncaa.org/team/599/14940,St. Francis Brooklyn,NEC,17,4,3,132,168,,11,,,,1537:31:00,39,105,1,,,,,34,,
http://stats.ncaa.org/team/603/14940,St. John's (NY),Big East,18,17,17,147,172,1,11,,,,1612:58:00,33,102,5,1,,,,57,2,2
http://stats.ncaa.org/team/674/14940,Stanford,Pac-12,25,102,102,660,204,,9,,,,2180:00:00,12,36,16,2,,,,179,6,7
http://stats.ncaa.org/team/678/14940,Stetson,ASUN,17,16,11,202,175,1,11,,,,1570:00:00,43,95,1,,,,,62,2,2
http://stats.ncaa.org/team/683/14940,Stony Brook,America East,21,36,31,270,223,,9,,,,1740:34:00,22,90,9,,,,,127,1,1
http://stats.ncaa.org/team/688/14940,Syracuse,ACC,16,12,6,148,178,,13,,,,1491:06:00,27,85,4,,,,,53,2,2
http://stats.ncaa.org/team/698/14940,TCU,Big 12,22,39,43,369,203,3,16,,,,1859:55:00,26,95,8,1,,,,137,2,3
http://stats.ncaa.org/team/690/14940,Temple,AAC,19,17,13,183,222,,13,,,,1814:35:00,24,128,6,1,,,,66,,
http://stats.ncaa.org/team/694/14940,Tennessee,SEC,18,26,21,233,161,1,8,,,,1713:48:00,17,66,7,2,,,,92,3,4
http://stats.ncaa.org/team/692/14940,Tennessee Tech,OVC,19,23,18,223,176,1,12,,,,1816:54:00,32,90,3,,,,,62,2,2
http://stats.ncaa.org/team/703/14940,Texas,Big 12,20,35,38,332,139,,10,,,,1863:49:00,29,99,7,,,,,90,,1
http://stats.ncaa.org/team/697/14940,Texas A&M,SEC,22,51,56,434,208,,11,,,,2059:07:00,20,73,11,3,,,,131,3,3
http://stats.ncaa.org/team/699/14940,Texas Southern,SWAC,17,17,7,199,110,1,6,,,,1459:36:00,44,88,3,,,,,39,,1
http://stats.ncaa.org/team/670/14940,Texas St.,Sun Belt,19,20,17,239,167,,5,,,,1805:29:00,10,80,10,3,,,,108,4,4
http://stats.ncaa.org/team/700/14940,Texas Tech,Big 12,22,46,31,341,233,,19,,,,1980:38:00,18,75,10,,,,,126,3,4
http://stats.ncaa.org/team/141/14940,The Citadel,SoCon,19,31,27,304,219,2,17,,,,1750:00:00,43,88,5,,,,,83,2,3
http://stats.ncaa.org/team/709/14940,Toledo,MAC,19,23,20,189,235,,14,,,,1629:36:00,34,91,5,,,,,68,3,3
http://stats.ncaa.org/team/711/14940,Towson,CAA,18,15,13,173,172,,4,,,,1561:18:00,41,109,3,1,,,,51,,
http://stats.ncaa.org/team/716/14940,Troy,Sun Belt,19,41,36,232,159,,9,,,,1805:38:00,19,98,6,1,,,,85,2,2
http://stats.ncaa.org/team/719/14940,Tulsa,AAC,19,35,26,266,161,,9,,,,1647:57:00,35,103,5,3,,,,69,,1
http://stats.ncaa.org/team/9/14940,UAB,C-USA,18,19,9,198,165,,9,,,,1739:47:00,20,85,7,,,,,83,3,3
http://stats.ncaa.org/team/14/14940,UAlbany,America East,18,27,20,286,154,,8,,,,1691:28:00,23,77,5,1,,,,93,4,5
http://stats.ncaa.org/team/108/14940,UC Davis,Big West,18,22,13,238,205,,9,,,,1620:00:00,27,86,3,,,,,69,4,4
http://stats.ncaa.org/team/109/14940,UC Irvine,Big West,18,16,21,159,209,,21,,,,1697:55:00,37,71,4,,,,,66,,2
http://stats.ncaa.org/team/111/14940,UC Riverside,Big West,18,10,16,141,185,,14,,,,1672:03:00,32,74,3,1,,,,53,1,1
http://stats.ncaa.org/team/104/14940,UC Santa Barbara,Big West,19,31,29,227,227,,13,,,,1655:21:00,21,62,6,1,,,,97,,
http://stats.ncaa.org/team/128/14940,UCF,AAC,19,33,22,258,174,,8,,,,1798:09:00,11,60,11,,,,,114,4,6
http://stats.ncaa.org/team/110/14940,UCLA,Pac-12,24,53,59,400,167,,8,,,,2090:00:00,20,62,14,1,,,,171,2,3
http://stats.ncaa.org/team/164/14940,UConn,AAC,17,18,14,236,175,,6,,,,1597:50:00,24,90,3,,,,,73,1,1
http://stats.ncaa.org/team/302/14940,UIC,Horizon,19,25,20,267,222,,20,,,,1754:43:00,12,69,12,1,,,,89,2,2
http://stats.ncaa.org/team/2743/14940,UIW,Southland,19,27,13,283,241,1,26,,,,1769:35:00,27,95,6,,,,,108,6,6
http://stats.ncaa.org/team/498/14940,ULM,Sun Belt,18,14,7,153,164,,26,,,,1660:00:00,46,109,4,,,,,37,,
http://stats.ncaa.org/team/368/14940,UMass Lowell,America East,17,19,14,213,201,,13,,,,1524:29:00,34,71,2,,,,,70,4,5
http://stats.ncaa.org/team/391/14940,UMBC,America East,17,12,9,187,161,,9,,,,1592:49:00,32,106,2,1,,,,57,1,1
http://stats.ncaa.org/team/456/14940,UNC Asheville,Big South,18,12,8,184,127,,4,,,,1565:32:00,38,108,4,3,,,,50,,1
http://stats.ncaa.org/team/459/14940,UNC Greensboro,SoCon,20,33,30,313,201,,10,,,,1849:09:00,29,74,6,1,,,,117,1,1
http://stats.ncaa.org/team/460/14940,UNCW,CAA,17,33,27,212,209,,14,,,,1554:54:00,17,50,9,2,,,,84,1,1
http://stats.ncaa.org/team/504/14940,UNI,MVC,16,23,20,196,136,,8,,,,1464:10:00,35,76,3,,,,,54,1,3
http://stats.ncaa.org/team/465/14940,UNLV,Mountain West,20,20,11,290,141,1,7,,,,1752:47:00,41,111,4,,,,,92,4,4
http://stats.ncaa.org/team/10411/14940,USC Upstate,Big South,16,14,7,158,103,,3,,,,1508:59:00,36,118,3,,,,,67,,
http://stats.ncaa.org/team/695/14940,UT Martin,OVC,19,33,23,291,189,,11,,,,1718:53:00,31,103,5,1,,,,96,3,3
http://stats.ncaa.org/team/732/14940,Utah,Pac-12,21,18,15,252,154,,7,,,,1992:19:00,28,107,10,,,,,100,1,2
http://stats.ncaa.org/team/731/14940,Utah St.,Mountain West,19,21,14,242,165,,13,,,,1774:11:00,18,92,6,,,,,87,,
http://stats.ncaa.org/team/30024/14940,Utah Valley,WAC,21,40,34,291,197,,16,,,,1836:14:00,28,80,7,1,,,,91,3,3
http://stats.ncaa.org/team/704/14940,UTEP,C-USA,20,28,29,258,218,,24,,,,1876:43:00,25,65,8,,,,,70,3,3
http://stats.ncaa.org/team/536/14940,UTRGV,WAC,20,27,14,306,127,2,9,,,,1590:00:00,25,79,9,2,,,,89,1,1
http://stats.ncaa.org/team/706/14940,UTSA,C-USA,17,24,22,216,166,,14,,,,1559:23:00,23,59,5,1,,,,73,,
http://stats.ncaa.org/team/735/14940,Valparaiso,MVC,18,10,7,154,193,,9,,,,1569:24:00,31,69,2,,,,,61,,
http://stats.ncaa.org/team/736/14940,Vanderbilt,SEC,21,36,37,299,188,,9,,,,1954:07:00,13,63,11,11,,,,137,1,2
http://stats.ncaa.org/team/740/14940,VCU,Atlantic 10,18,35,24,326,170,,8,,,,1681:04:00,22,56,6,1,,,,122,2,3
http://stats.ncaa.org/team/738/14940,Vermont,America East,16,13,9,198,168,,7,,,,1508:24:00,24,91,4,1,,,,54,,1
http://stats.ncaa.org/team/739/14940,Villanova,Big East,20,27,23,239,177,1,14,,,,1870:32:00,28,86,8,,,,,98,,1
http://stats.ncaa.org/team/746/14940,Virginia,ACC,22,63,52,349,151,,5,,,,2072:03:00,11,41,14,1,,,,128,2,3
http://stats.ncaa.org/team/742/14940,Virginia Tech,ACC,19,26,21,218,232,1,9,,,,1748:25:00,15,77,10,,,,,92,1,1
http://stats.ncaa.org/team/741/14940,VMI,SoCon,19,6,2,211,185,1,13,,,,1660:00:00,32,100,3,,,,,63,,
http://stats.ncaa.org/team/748/14940,Wagner,NEC,18,20,8,202,213,,14,,,,1701:53:00,30,107,5,,,,,77,2,2
http://stats.ncaa.org/team/749/14940,Wake Forest,ACC,18,29,28,211,176,,7,,,,1696:09:00,27,68,5,2,,,,54,2,3
http://stats.ncaa.org/team/756/14940,Washington,Pac-12,21,26,25,280,238,,12,,,,1942:13:00,20,75,9,1,,,,121,2,5
http://stats.ncaa.org/team/754/14940,Washington St.,Pac-12,24,45,46,416,256,1,16,,,,2096:53:00,26,76,10,2,,,,154,4,4
http://stats.ncaa.org/team/758/14940,Weber St.,Big Sky,17,6,2,166,163,1,10,,,,1665:14:00,25,81,6,,,,,49,1,1
http://stats.ncaa.org/team/768/14940,West Virginia,Big 12,22,35,28,304,167,1,5,,,,2048:56:00,26,91,9,1,,,,148,1,2
http://stats.ncaa.org/team/769/14940,Western Caro.,SoCon,19,25,20,246,155,,14,,,,1651:14:00,29,71,6,1,,,,86,2,3
http://stats.ncaa.org/team/771/14940,Western Ill.,Summit League,18,13,8,210,131,2,7,,,,1479:37:00,23,90,6,,,,,39,1,1
http://stats.ncaa.org/team/772/14940,Western Ky.,C-USA,18,32,26,295,180,,7,,,,1709:57:00,19,73,7,1,,,,100,2,2
http://stats.ncaa.org/team/774/14940,Western Mich.,MAC,19,23,20,190,123,1,5,,,,1745:23:00,29,102,5,,,,,87,2,2
http://stats.ncaa.org/team/786/14940,William & Mary,CAA,18,19,14,217,177,,13,,,,1695:01:00,37,80,4,,,,,64,,
http://stats.ncaa.org/team/792/14940,Winthrop,Big South,16,28,23,217,131,,3,,,,1460:00:00,22,69,6,1,,,,67,1,3
http://stats.ncaa.org/team/796/14940,Wisconsin,Big Ten,22,29,25,279,213,,10,,,,2042:53:00,12,70,13,1,,,,138,3,3
http://stats.ncaa.org/team/2915/14940,Wofford,SoCon,19,17,7,156,175,1,9,,,,1704:45:00,32,109,4,,,,,50,3,4
http://stats.ncaa.org/team/810/14940,Wright St.,Horizon,18,32,19,218,204,,16,,,,1570:00:00,29,76,4,,,,,50,2,2
http://stats.ncaa.org/team/811/14940,Wyoming,Mountain West,19,29,16,215,174,1,13,,,,1849:11:00,30,108,4,3,,,,82,2,3
http://stats.ncaa.org/team/812/14940,Xavier,Big East,23,43,42,344,249,,22,,,,2054:20:00,17,71,13,2,,,,129,1,2
http://stats.ncaa.org/team/813/14940,Yale,Ivy League,16,31,28,248,176,,12,,,,1489:16:00,14,47,6,1,,,,115,1,2
http://stats.ncaa.org/team/817/14940,Youngstown St.,Horizon,18,12,12,143,168,1,7,,,,1655:51:00,39,117,3,,,,,41,1,1
