date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,fouls,gs,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_games,defensive_fouls,defensive_gs,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2024-04-13,Northwestern,Ohio St.,Home,,19,10,,,20.0,,19.0,12.0,31.0,37,31,22,15,14.0,10.0,3.0,17.0,,30.0,,10.0,7.0,17.0,25,17,16,22,7.0,4.0,2.0,15.0,509
2024-04-21,Northwestern,Michigan,Away,,13,12,,,20.0,,13.0,6.0,19.0,28,22,17,13,6.0,4.0,3.0,18.0,,14.0,,12.0,5.0,17.0,29,20,16,9,7.0,7.0,4.0,11.0,509
2024-05-02,Northwestern,Johns Hopkins,Home,,13,12,,1.0,18.0,,13.0,7.0,20.0,34,23,17,14,14.0,5.0,2.0,11.0,1.0,20.0,,12.0,8.0,20.0,30,19,16,20,11.0,2.0,2.0,16.0,509
2024-05-04,Northwestern,Penn St.,Home,,14,12,,,25.0,,14.0,7.0,21.0,29,22,16,17,12.0,6.0,2.0,17.0,,24.0,,12.0,9.0,21.0,27,22,12,16,8.0,5.0,2.0,12.0,509
2024-05-12,Northwestern,Denver,Home,,17,4,,,16.0,,17.0,12.0,29.0,28,20,10,14,5.0,5.0,2.0,16.0,,38.0,,4.0,2.0,6.0,17,11,11,11,5.0,2.0,1.0,7.0,509
2024-05-16,Northwestern,Penn,Home,,20,7,,,14.0,,20.0,14.0,34.0,29,23,14,17,6.0,2.0,2.0,19.0,,12.0,,7.0,5.0,12.0,21,13,11,16,10.0,3.0,,12.0,509
2024-05-24,Northwestern,Florida,Home,,15,11,,,19.0,,15.0,3.0,18.0,31,25,15,15,10.0,5.0,3.0,17.0,,28.0,,11.0,4.0,15.0,24,21,15,15,11.0,7.0,5.0,11.0,509
2024-05-26,Northwestern,Boston College,Home,,13,14,,,19.0,,13.0,3.0,16.0,33,22,14,11,4.0,7.0,3.0,14.0,,31.0,,14.0,10.0,24.0,24,19,12,12,3.0,3.0,2.0,14.0,509
2024-02-09,Notre Dame,Eastern Mich.,Home,,21,6,,,9.0,,21.0,9.0,30.0,40,32,15,7,11.0,5.0,5.0,20.0,,9.0,,6.0,3.0,9.0,20,15,13,13,3.0,4.0,1.0,8.0,513
2024-02-11,Notre Dame,Central Mich.,Home,,22,3,,,4.0,,22.0,13.0,35.0,48,37,19,6,14.0,3.0,1.0,17.0,,5.0,,3.0,2.0,5.0,8,5,9,21,2.0,1.0,,9.0,513
2024-02-16,Notre Dame,Northwestern,Home,,14,10,,,17.0,,14.0,5.0,19.0,36,24,17,15,13.0,9.0,3.0,20.0,,32.0,,10.0,4.0,14.0,20,14,15,21,11.0,4.0,2.0,8.0,513
2024-02-18,Notre Dame,Butler,Home,,25,3,,,5.0,,25.0,8.0,33.0,42,33,17,9,11.0,4.0,3.0,20.0,,9.0,,3.0,,3.0,11,8,7,17,7.0,2.0,1.0,10.0,513
2024-02-24,Notre Dame,Syracuse,Home,,14,16,,,6.0,,14.0,8.0,22.0,27,18,13,15,8.0,5.0,4.0,15.0,,3.0,,16.0,7.0,23.0,25,20,14,13,12.0,6.0,5.0,18.0,513
2024-03-02,Notre Dame,North Carolina,Away,,7,5,,,9.0,,7.0,1.0,8.0,34,18,19,13,9.0,8.0,3.0,10.0,,14.0,,5.0,3.0,8.0,17,14,12,19,8.0,3.0,1.0,5.0,513
2024-03-09,Notre Dame,Virginia,Home,,10,12,,,6.0,,10.0,6.0,16.0,32,20,13,12,10.0,9.0,2.0,16.0,,8.0,,12.0,9.0,21.0,25,19,13,14,8.0,3.0,1.0,10.0,513
2024-03-13,Notre Dame,Brown,Away,,16,15,,,14.0,,16.0,5.0,21.0,39,23,7,7,6.0,,,20.0,,16.0,,15.0,8.0,23.0,26,22,11,11,4.0,,,12.0,513
2024-03-16,Notre Dame,Boston College,Away,,15,14,,,15.0,,15.0,6.0,21.0,26,21,13,12,10.0,4.0,2.0,15.0,,12.0,,14.0,9.0,23.0,33,24,11,14,8.0,5.0,1.0,19.0,513
2024-03-22,Notre Dame,Clemson,Away,,14,13,2,,22.0,,14.0,6.0,20.0,32,25,12,12,9.0,5.0,3.0,13.0,,18.0,,13.0,6.0,19.0,27,23,9,18,7.0,5.0,3.0,17.0,513
2024-03-24,Notre Dame,Mercer,Away,,20,6,,,6.0,,20.0,6.0,26.0,42,35,17,17,12.0,7.0,3.0,22.0,,9.0,,6.0,3.0,9.0,21,16,14,15,13.0,5.0,3.0,5.0,513
2024-03-30,Notre Dame,Pittsburgh,Home,,26,5,,,6.0,,26.0,13.0,39.0,48,36,19,12,8.0,9.0,6.0,26.0,,17.0,,5.0,2.0,7.0,16,11,10,14,10.0,5.0,1.0,7.0,513
2024-04-06,Notre Dame,Duke,Home,,19,7,,,8.0,,19.0,12.0,31.0,39,25,12,9,11.0,9.0,3.0,20.0,,19.0,,7.0,4.0,11.0,17,11,6,14,5.0,2.0,2.0,9.0,513
2024-04-11,Notre Dame,Liberty,Away,,12,5,,,15.0,,12.0,9.0,21.0,40,28,27,21,15.0,7.0,3.0,15.0,,22.0,,5.0,3.0,8.0,14,11,22,22,18.0,2.0,1.0,4.0,513
2024-04-13,Notre Dame,Virginia Tech,Away,,20,9,,,8.0,,20.0,7.0,27.0,42,34,20,15,11.0,8.0,8.0,18.0,,23.0,,9.0,6.0,15.0,22,18,16,21,7.0,3.0,2.0,13.0,513
2024-04-18,Notre Dame,Louisville,Away,,23,10,,,12.0,,23.0,13.0,36.0,37,34,10,10,3.0,6.0,4.0,23.0,,11.0,,10.0,5.0,15.0,28,20,9,7,3.0,6.0,3.0,10.0,513
2024-04-24,Notre Dame,Clemson,Home,,14,12,,,23.0,,14.0,5.0,19.0,33,25,25,17,10.0,8.0,3.0,17.0,,14.0,,12.0,4.0,16.0,31,21,20,18,9.0,7.0,4.0,13.0,513
2024-04-26,Notre Dame,Boston College,Home,,7,9,,,14.0,,7.0,1.0,8.0,19,15,15,19,7.0,3.0,2.0,9.0,,16.0,,9.0,2.0,11.0,25,14,17,17,12.0,7.0,5.0,11.0,513
2024-05-10,Notre Dame,Coastal Carolina,Home,,24,6,,,10.0,,24.0,14.0,38.0,35,27,14,4,5.0,6.0,5.0,21.0,,6.0,,6.0,3.0,9.0,20,13,6,7,1.0,3.0,2.0,11.0,513
2024-05-12,Notre Dame,Michigan,Home,,14,15,,,13.0,,14.0,8.0,22.0,33,24,17,12,11.0,6.0,3.0,13.0,,14.0,,15.0,10.0,25.0,26,21,12,14,9.0,3.0,3.0,18.0,513
2024-02-09,Ohio St.,Robert Morris,Home,,19,3,,,14.0,,19.0,4.0,23.0,34,28,19,11,11.0,5.0,2.0,17.0,,16.0,,3.0,,3.0,11,7,12,19,4.0,1.0,,6.0,518
2024-02-11,Ohio St.,Kent St.,Home,,17,6,,,8.0,,17.0,4.0,21.0,37,30,14,11,8.0,4.0,2.0,19.0,,16.0,,6.0,,6.0,20,12,13,11,3.0,2.0,1.0,5.0,518
2024-02-16,Ohio St.,Youngstown St.,Away,,17,9,,,20.0,,17.0,8.0,25.0,32,28,10,12,11.0,5.0,1.0,17.0,,10.0,,9.0,,9.0,24,19,7,14,6.0,5.0,,11.0,518
2024-02-18,Ohio St.,Akron,Away,,18,3,,,11.0,,18.0,10.0,28.0,34,29,15,11,11.0,8.0,5.0,16.0,,17.0,,3.0,,3.0,15,7,16,18,7.0,2.0,2.0,8.0,518
2024-02-23,Ohio St.,Denver,Away,,5,15,,,12.0,,5.0,3.0,8.0,19,10,6,16,5.0,7.0,1.0,7.0,,11.0,,15.0,8.0,23.0,44,31,20,11,10.0,7.0,3.0,16.0,518
2024-03-02,Ohio St.,Butler,Home,,17,10,,,13.0,,17.0,5.0,22.0,33,28,13,8,7.0,9.0,5.0,13.0,,21.0,,10.0,3.0,13.0,29,22,10,13,3.0,6.0,1.0,16.0,518
2024-03-07,Ohio St.,Michigan,Away,,5,11,,,8.0,,5.0,4.0,9.0,20,12,12,14,6.0,3.0,,3.0,,9.0,,11.0,1.0,12.0,31,23,10,13,5.0,5.0,1.0,17.0,518
2024-03-12,Ohio St.,Marquette,Home,,22,17,,,17.0,,22.0,11.0,33.0,35,29,17,21,11.0,3.0,3.0,24.0,,20.0,,17.0,3.0,20.0,43,31,21,16,10.0,8.0,5.0,18.0,518
2024-03-16,Ohio St.,Maryland,Home,,6,12,,,15.0,,6.0,2.0,8.0,26,12,15,16,6.0,4.0,3.0,11.0,,11.0,,12.0,7.0,19.0,32,24,16,10,4.0,4.0,1.0,11.0,518
2024-03-23,Ohio St.,Johns Hopkins,Away,,5,15,,,15.0,,5.0,3.0,8.0,13,10,11,27,6.0,3.0,,11.0,,13.0,,15.0,13.0,28.0,35,22,29,16,17.0,4.0,1.0,12.0,518
2024-03-28,Ohio St.,Penn St.,Home,,9,8,,,14.0,,9.0,1.0,10.0,24,16,9,14,4.0,7.0,3.0,16.0,,15.0,,8.0,2.0,10.0,27,19,18,8,10.0,5.0,,5.0,518
2024-04-05,Ohio St.,Cincinnati,Away,,11,13,,,7.0,,11.0,4.0,15.0,21,15,9,15,5.0,4.0,3.0,13.0,,10.0,,13.0,2.0,15.0,27,20,12,16,7.0,5.0,3.0,12.0,518
2024-04-09,Ohio St.,Louisville,Away,,10,22,,,11.0,,10.0,1.0,11.0,21,16,4,13,3.0,5.0,5.0,19.0,,8.0,,22.0,9.0,31.0,39,31,12,7,9.0,4.0,3.0,16.0,518
2024-04-13,Ohio St.,Northwestern,Away,,10,19,,,30.0,,10.0,7.0,17.0,25,17,16,22,7.0,4.0,2.0,15.0,,20.0,,19.0,12.0,31.0,37,31,22,15,14.0,10.0,3.0,17.0,518
2024-04-18,Ohio St.,Rutgers,Home,,11,13,,,17.0,,11.0,2.0,13.0,34,23,10,13,3.0,5.0,3.0,18.0,,16.0,,13.0,2.0,15.0,33,25,17,7,7.0,6.0,4.0,10.0,518
2024-04-21,Ohio St.,Temple,Away,,10,9,,,4.0,,10.0,5.0,15.0,26,19,18,19,12.0,5.0,1.0,15.0,,6.0,,9.0,5.0,14.0,24,18,20,15,17.0,1.0,1.0,8.0,518
2024-04-27,Ohio St.,Penn St.,Away,,13,15,,,18.0,,13.0,2.0,15.0,29,21,7,10,7.0,4.0,2.0,13.0,,15.0,,15.0,4.0,19.0,36,26,17,9,6.0,8.0,4.0,18.0,518
2024-02-10,Old Dominion,Elon,Home,,6,16,,,,,6.0,2.0,8.0,12,11,10,21,10.0,3.0,2.0,6.0,,,,16.0,4.0,20.0,34,31,16,13,12.0,8.0,4.0,19.0,523
2024-02-14,Old Dominion,Richmond,Away,,3,19,,,8.0,,3.0,,3.0,10,6,8,12,6.0,2.0,1.0,4.0,,5.0,,19.0,8.0,27.0,31,27,12,12,7.0,2.0,1.0,18.0,523
2024-02-17,Old Dominion,William & Mary,Away,,8,12,,,14.0,,8.0,1.0,9.0,21,17,18,18,7.0,7.0,2.0,14.0,,20.0,,12.0,6.0,18.0,31,23,23,13,8.0,2.0,1.0,10.0,523
2024-02-21,Old Dominion,VCU,Home,,8,7,,,,,8.0,6.0,14.0,16,10,20,21,12.0,2.0,,5.0,,,,7.0,2.0,9.0,22,15,17,21,10.0,8.0,1.0,14.0,523
2024-02-28,Old Dominion,Longwood,Away,,11,7,,,10.0,,11.0,2.0,13.0,33,23,20,17,10.0,7.0,1.0,10.0,,10.0,,7.0,6.0,13.0,17,9,15,23,5.0,,,10.0,523
2024-03-02,Old Dominion,Lehigh,Away,,8,10,,,25.0,,8.0,3.0,11.0,21,16,11,15,8.0,3.0,2.0,6.0,,18.0,,10.0,6.0,16.0,30,27,17,11,8.0,6.0,3.0,15.0,523
2024-03-05,Old Dominion,George Washington,Home,,18,13,,,,,18.0,7.0,25.0,32,26,13,14,11.0,4.0,2.0,13.0,,,,13.0,6.0,19.0,26,22,11,20,2.0,1.0,,21.0,523
2024-03-10,Old Dominion,Rider,Away,,9,10,,,12.0,,9.0,2.0,11.0,33,20,18,13,12.0,6.0,3.0,10.0,,6.0,,10.0,5.0,15.0,26,21,19,17,11.0,2.0,1.0,13.0,523
2024-03-13,Old Dominion,Quinnipiac,Home,,10,14,,,,,10.0,5.0,15.0,20,16,9,21,7.0,6.0,3.0,13.0,,,,14.0,5.0,19.0,34,27,18,10,11.0,5.0,3.0,14.0,523
2024-03-17,Old Dominion,Cincinnati,Home,,9,13,,,,,9.0,4.0,13.0,28,24,18,13,9.0,7.0,2.0,9.0,,,,13.0,3.0,16.0,25,21,15,22,5.0,3.0,2.0,17.0,523
2024-03-23,Old Dominion,Florida,Away,,4,19,,,17.0,,4.0,1.0,5.0,13,10,12,15,5.0,1.0,,8.0,,11.0,,19.0,11.0,30.0,26,25,8,14,5.0,4.0,3.0,18.0,523
2024-03-30,Old Dominion,Temple,Away,,5,12,,,8.0,,5.0,2.0,7.0,12,9,13,25,4.0,1.0,1.0,11.0,,6.0,,12.0,6.0,18.0,30,21,25,13,17.0,4.0,2.0,9.0,523
2024-04-06,Old Dominion,Vanderbilt,Home,,5,9,,,,,5.0,1.0,6.0,25,18,20,20,12.0,10.0,2.0,11.0,,,,9.0,2.0,11.0,22,17,15,19,9.0,5.0,3.0,7.0,523
2024-04-10,Old Dominion,Virginia Tech,Away,,5,18,,,6.0,,5.0,,5.0,12,6,12,20,6.0,2.0,1.0,9.0,,5.0,,18.0,11.0,29.0,32,25,16,9,11.0,2.0,1.0,17.0,523
2024-04-20,Old Dominion,East Carolina,Away,,10,11,,,6.0,,10.0,3.0,13.0,28,21,16,12,7.0,6.0,2.0,12.0,,4.0,,11.0,3.0,14.0,32,24,25,10,7.0,3.0,,13.0,523
2024-04-27,Old Dominion,James Madison,Home,,9,18,,,,,9.0,6.0,15.0,24,16,14,15,6.0,3.0,,5.0,,,,18.0,5.0,23.0,43,33,17,12,8.0,4.0,4.0,25.0,523
2024-02-09,Oregon,Youngstown St.,Home,,19,8,,,16.0,,19.0,8.0,27.0,39,30,17,9,8.0,6.0,2.0,17.0,,10.0,,8.0,1.0,9.0,15,12,10,17,6.0,5.0,2.0,14.0,529
2024-02-16,Oregon,Saint Francis,Home,,17,7,,,23.0,,17.0,7.0,24.0,38,27,19,18,9.0,,,21.0,,4.0,,7.0,3.0,10.0,17,13,13,20,7.0,3.0,2.0,7.0,529
2024-02-25,Oregon,Marist,Home,,16,9,,,19.0,,16.0,6.0,22.0,33,29,17,15,10.0,5.0,3.0,22.0,,24.0,,9.0,3.0,12.0,21,14,22,17,11.0,3.0,2.0,6.0,529
2024-03-01,Oregon,Rider,Away,,17,9,,,17.0,,17.0,5.0,22.0,35,27,21,18,13.0,3.0,1.0,15.0,,14.0,,9.0,4.0,13.0,24,15,16,18,10.0,5.0,1.0,13.0,529
2024-03-03,Oregon,Rutgers,Away,,7,15,,,25.0,,7.0,6.0,13.0,33,19,14,14,10.0,7.0,1.0,11.0,,21.0,,15.0,9.0,24.0,36,25,21,15,8.0,5.0,1.0,12.0,529
2024-03-06,Oregon,Merrimack,Home,,18,3,,,17.0,,18.0,10.0,28.0,38,26,23,13,16.0,12.0,6.0,11.0,,17.0,,3.0,1.0,4.0,13,9,17,27,8.0,3.0,,14.0,529
2024-03-10,Oregon,Furman,Home,,17,8,,,41.0,,17.0,3.0,20.0,36,27,22,17,9.0,6.0,4.0,16.0,,10.0,,8.0,2.0,10.0,20,13,14,20,6.0,7.0,3.0,12.0,529
2024-03-16,Oregon,California,Home,,7,8,,,31.0,,7.0,2.0,9.0,23,16,20,18,14.0,4.0,2.0,7.0,,15.0,,8.0,5.0,13.0,17,13,12,24,9.0,4.0,2.0,12.0,529
2024-03-23,Oregon,Stanford,Away,,8,18,,,26.0,,8.0,3.0,11.0,21,14,25,22,5.0,5.0,4.0,12.0,,15.0,,18.0,9.0,27.0,52,40,37,11,14.0,4.0,3.0,17.0,529
2024-03-30,Oregon,UC Davis,Home,,17,7,,,26.0,,17.0,3.0,20.0,34,22,12,9,8.0,9.0,5.0,17.0,,27.0,,7.0,2.0,9.0,16,13,10,14,5.0,6.0,4.0,11.0,529
2024-04-06,Oregon,Southern California,Home,,8,19,,,15.0,,8.0,2.0,10.0,19,12,10,17,1.0,5.0,1.0,18.0,,17.0,,19.0,6.0,25.0,28,25,22,9,13.0,4.0,3.0,13.0,529
2024-04-13,Oregon,San Diego St.,Away,,12,13,,,11.0,,12.0,1.0,13.0,30,23,11,14,8.0,5.0,3.0,10.0,,15.0,,13.0,5.0,18.0,27,21,18,17,8.0,8.0,2.0,17.0,529
2024-04-20,Oregon,Arizona St.,Home,,20,12,,,18.0,,20.0,8.0,28.0,33,30,16,12,14.0,8.0,7.0,15.0,,33.0,,12.0,7.0,19.0,25,20,12,19,5.0,5.0,3.0,21.0,529
2024-04-26,Oregon,Colorado,Away,,8,20,,,28.0,,8.0,3.0,11.0,14,9,10,20,6.0,3.0,1.0,10.0,,11.0,,20.0,2.0,22.0,36,31,18,11,12.0,10.0,7.0,22.0,529
2024-05-01,Oregon,Arizona St.,Home,,12,19,,,28.0,,12.0,2.0,14.0,27,19,12,10,3.0,6.0,4.0,13.0,,10.0,,19.0,10.0,29.0,31,26,16,8,8.0,3.0,1.0,22.0,529
2024-02-17,Penn,Drexel,Home,,11,8,,,3.0,,11.0,8.0,19.0,32,26,18,14,14.0,3.0,1.0,12.0,,5.0,,8.0,3.0,11.0,15,14,17,20,5.0,3.0,2.0,11.0,540
2024-02-24,Penn,Johns Hopkins,Home,,11,10,,,10.0,,11.0,7.0,18.0,33,25,14,14,8.0,2.0,,12.0,,12.0,,10.0,6.0,16.0,23,18,13,18,9.0,4.0,,12.0,540
2024-02-28,Penn,Temple,Away,,11,6,,,11.0,,11.0,4.0,15.0,26,15,26,21,9.0,5.0,3.0,12.0,,11.0,,6.0,2.0,8.0,25,17,29,15,18.0,4.0,2.0,9.0,540
2024-03-02,Penn,Columbia,Home,,16,5,,,4.0,,16.0,8.0,24.0,35,23,22,18,15.0,7.0,2.0,17.0,,10.0,,5.0,4.0,9.0,10,7,17,24,8.0,1.0,,8.0,540
2024-03-08,Penn,William & Mary,Away,,18,7,,,10.0,,18.0,12.0,30.0,43,31,20,10,9.0,6.0,1.0,19.0,,8.0,,7.0,1.0,8.0,18,13,14,14,4.0,7.0,5.0,9.0,540
2024-03-12,Penn,Georgetown,Home,,14,4,,,11.0,,14.0,3.0,17.0,34,23,18,15,13.0,3.0,2.0,14.0,,17.0,,4.0,2.0,6.0,10,8,14,21,9.0,,,7.0,540
2024-03-16,Penn,Michigan,Home,,5,6,,,6.0,,5.0,,5.0,28,17,10,12,11.0,2.0,1.0,11.0,,12.0,,6.0,4.0,10.0,14,10,7,19,8.0,2.0,1.0,4.0,540
2024-03-24,Penn,Harvard,Home,,18,8,,,14.0,,18.0,8.0,26.0,37,30,18,17,16.0,9.0,6.0,20.0,,14.0,,8.0,3.0,11.0,18,15,14,22,9.0,4.0,2.0,9.0,540
2024-03-27,Penn,Maryland,Away,,13,9,,,8.0,,13.0,6.0,19.0,33,26,14,15,9.0,4.0,2.0,15.0,,5.0,,9.0,3.0,12.0,20,14,16,18,4.0,4.0,2.0,11.0,540
2024-04-03,Penn,Princeton,Away,,9,14,,,10.0,,9.0,3.0,12.0,41,20,14,18,7.0,3.0,1.0,16.0,,9.0,,14.0,7.0,21.0,27,20,18,14,12.0,5.0,2.0,10.0,540
2024-04-07,Penn,Yale,Away,,8,16,,,16.0,,8.0,7.0,15.0,19,14,7,12,5.0,3.0,1.0,12.0,,8.0,,16.0,10.0,26.0,27,21,16,13,9.0,4.0,2.0,15.0,540
2024-04-13,Penn,Cornell,Away,,11,7,,,9.0,,11.0,5.0,16.0,33,21,19,17,11.0,6.0,4.0,11.0,,15.0,,7.0,5.0,12.0,27,15,18,20,10.0,3.0,1.0,10.0,540
2024-04-17,Penn,Loyola Maryland,Home,,13,6,,,5.0,,13.0,4.0,17.0,32,20,15,13,10.0,4.0,4.0,11.0,,6.0,,6.0,3.0,9.0,28,15,7,13,3.0,5.0,2.0,11.0,540
2024-04-20,Penn,Brown,Home,,19,13,,,13.0,,19.0,12.0,31.0,33,22,14,14,12.0,4.0,4.0,19.0,,6.0,,13.0,9.0,22.0,27,22,18,14,5.0,7.0,1.0,17.0,540
2024-04-27,Penn,Dartmouth,Away,,13,6,,,10.0,,13.0,5.0,18.0,38,23,15,13,10.0,11.0,5.0,12.0,,23.0,,6.0,5.0,11.0,22,16,14,14,7.0,1.0,,11.0,540
2024-05-03,Penn,Princeton,Home,,18,14,,,12.0,,18.0,7.0,25.0,43,29,15,12,12.0,7.0,4.0,21.0,,16.0,,14.0,8.0,22.0,27,19,15,17,9.0,7.0,3.0,14.0,540
2024-05-05,Penn,Yale,Away,,9,10,1,,5.0,,9.0,7.0,16.0,20,14,15,18,7.0,3.0,1.0,13.0,,17.0,,10.0,7.0,17.0,31,20,15,14,8.0,4.0,,11.0,540
2024-05-10,Penn,Richmond,Home,,16,5,,,3.0,,16.0,5.0,21.0,39,28,19,16,9.0,5.0,4.0,17.0,,12.0,,5.0,3.0,8.0,24,16,15,18,8.0,2.0,1.0,8.0,540
2024-05-12,Penn,Loyola Maryland,Home,,12,9,,,9.0,,12.0,4.0,16.0,27,21,12,7,7.0,3.0,3.0,8.0,,4.0,,9.0,5.0,14.0,32,21,8,13,4.0,6.0,3.0,17.0,540
2024-05-16,Penn,Northwestern,Away,,7,20,,,12.0,,7.0,5.0,12.0,21,13,11,16,10.0,3.0,,12.0,,14.0,,20.0,14.0,34.0,29,23,14,17,6.0,2.0,2.0,19.0,540
2024-02-13,Penn St.,Bucknell,Home,,22,8,,,4.0,,22.0,2.0,24.0,44,30,20,13,10.0,14.0,9.0,24.0,,18.0,,8.0,2.0,10.0,17,14,13,13,3.0,3.0,2.0,9.0,539
2024-02-16,Penn St.,Colorado,Home,,9,10,,,7.0,,9.0,3.0,12.0,24,17,13,15,10.0,7.0,4.0,13.0,,16.0,,10.0,6.0,16.0,26,19,11,15,9.0,2.0,1.0,10.0,539
2024-02-20,Penn St.,Pittsburgh,Home,,13,5,,,14.0,,13.0,4.0,17.0,37,27,20,8,12.0,10.0,5.0,11.0,,18.0,,5.0,,5.0,29,13,8,15,3.0,7.0,,11.0,539
2024-02-24,Penn St.,Princeton,Home,,13,18,,,20.0,,13.0,3.0,16.0,30,23,13,6,7.0,14.0,7.0,15.0,,20.0,,18.0,9.0,27.0,32,29,10,8,4.0,9.0,5.0,19.0,539
2024-02-28,Penn St.,Drexel,Away,,8,10,,,17.0,,8.0,2.0,10.0,25,19,13,11,4.0,4.0,2.0,9.0,,11.0,,10.0,3.0,13.0,18,15,17,14,7.0,5.0,1.0,12.0,539
2024-03-02,Penn St.,Loyola Maryland,Away,,10,14,,,6.0,,10.0,2.0,12.0,29,18,6,5,7.0,7.0,5.0,5.0,,16.0,,14.0,10.0,24.0,36,23,7,14,4.0,2.0,1.0,23.0,539
2024-03-09,Penn St.,Rutgers,Away,,10,9,1,,14.0,,10.0,3.0,13.0,28,12,19,17,8.0,6.0,4.0,12.0,,18.0,,9.0,6.0,15.0,21,14,21,16,10.0,6.0,2.0,11.0,539
2024-03-12,Penn St.,Lehigh,Away,,9,7,,,7.0,,9.0,3.0,12.0,27,20,13,14,9.0,7.0,2.0,7.0,,18.0,,7.0,5.0,12.0,14,10,14,23,7.0,2.0,,12.0,539
2024-03-16,Penn St.,Cornell,Away,,12,11,,,22.0,,12.0,2.0,14.0,26,19,11,11,7.0,11.0,7.0,12.0,,14.0,,11.0,2.0,13.0,34,21,10,12,6.0,5.0,2.0,14.0,539
2024-03-22,Penn St.,Northwestern,Home,,14,13,1,,22.0,,14.0,3.0,17.0,28,19,16,14,7.0,6.0,4.0,10.0,,19.0,,13.0,6.0,19.0,36,22,11,9,10.0,5.0,2.0,20.0,539
2024-03-28,Penn St.,Ohio St.,Away,,8,9,,,15.0,,8.0,2.0,10.0,27,19,18,8,10.0,5.0,,5.0,,14.0,,9.0,1.0,10.0,24,16,9,14,4.0,7.0,3.0,16.0,539
2024-04-03,Penn St.,Vanderbilt,Home,,12,11,,,10.0,,12.0,6.0,18.0,34,26,17,9,16.0,3.0,,11.0,,6.0,,11.0,6.0,17.0,14,13,18,21,5.0,1.0,1.0,12.0,539
2024-04-06,Penn St.,Michigan,Home,,10,15,,,14.0,,10.0,2.0,12.0,25,20,8,11,9.0,8.0,4.0,9.0,,16.0,,15.0,8.0,23.0,29,23,15,15,7.0,6.0,5.0,18.0,539
2024-04-13,Penn St.,Maryland,Away,,12,11,,,15.0,,12.0,2.0,14.0,23,16,12,15,6.0,11.0,8.0,11.0,,15.0,,11.0,3.0,14.0,36,22,13,11,9.0,6.0,3.0,14.0,539
2024-04-18,Penn St.,Johns Hopkins,Home,,16,13,,,19.0,,16.0,8.0,24.0,29,23,13,16,2.0,3.0,2.0,20.0,,18.0,,13.0,7.0,20.0,31,24,17,8,11.0,4.0,2.0,12.0,539
2024-04-27,Penn St.,Ohio St.,Home,,15,13,,,15.0,,15.0,4.0,19.0,36,26,17,9,6.0,8.0,4.0,18.0,,18.0,,13.0,2.0,15.0,29,21,7,10,7.0,4.0,2.0,13.0,539
2024-05-02,Penn St.,Rutgers,Home,,17,8,,,13.0,,17.0,7.0,24.0,33,28,15,10,9.0,8.0,7.0,17.0,,27.0,,8.0,6.0,14.0,23,12,9,16,6.0,2.0,1.0,10.0,539
2024-05-04,Penn St.,Northwestern,Away,,12,14,,,24.0,,12.0,9.0,21.0,27,22,12,16,8.0,5.0,2.0,12.0,,25.0,,14.0,7.0,21.0,29,22,16,17,12.0,6.0,2.0,17.0,539
2024-05-10,Penn St.,James Madison,Home,,13,14,,,14.0,,13.0,5.0,18.0,31,24,11,11,5.0,10.0,4.0,18.0,,15.0,,14.0,5.0,19.0,35,28,13,9,8.0,3.0,1.0,13.0,539
2024-02-09,Pittsburgh,Duquesne,Home,,20,2,,,5.0,,20.0,10.0,30.0,42,30,10,12,7.0,7.0,4.0,21.0,,11.0,,2.0,1.0,3.0,14,10,21,17,7.0,1.0,,5.0,545
2024-02-15,Pittsburgh,Arizona St.,Away,,11,18,,,27.0,,11.0,3.0,14.0,30,17,7,11,1.0,4.0,3.0,10.0,,18.0,,18.0,6.0,24.0,35,28,13,6,7.0,8.0,5.0,19.0,545
2024-02-20,Pittsburgh,Penn St.,Away,,5,13,,,18.0,,5.0,,5.0,29,13,8,15,3.0,7.0,,11.0,,14.0,,13.0,4.0,17.0,37,27,20,8,12.0,10.0,5.0,11.0,545
2024-02-24,Pittsburgh,Boston College,Home,,3,19,,,13.0,,3.0,2.0,5.0,20,10,13,17,6.0,3.0,,10.0,,9.0,,19.0,7.0,26.0,34,28,20,13,12.0,3.0,2.0,15.0,545
2024-02-26,Pittsburgh,Detroit Mercy,Home,,17,6,,,9.0,,17.0,10.0,27.0,31,22,16,18,11.0,3.0,1.0,15.0,,9.0,,6.0,3.0,9.0,19,16,16,20,10.0,1.0,,11.0,545
2024-03-02,Pittsburgh,Louisville,Home,,11,19,,,28.0,,11.0,7.0,18.0,29,17,6,18,8.0,5.0,3.0,18.0,,15.0,,19.0,8.0,27.0,35,27,20,13,15.0,9.0,7.0,14.0,545
2024-03-06,Pittsburgh,Liberty,Away,,17,20,,,26.0,,17.0,9.0,26.0,29,25,18,25,8.0,7.0,5.0,23.0,,15.0,,20.0,12.0,32.0,33,26,24,19,17.0,10.0,7.0,17.0,545
