date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2023-04-01,American,Army West Point,Home,,10,18,,12.0,10.0,2.0,12.0,27.0,19.0,11.0,19.0,7.0,12.0,4.0,12.0,15.0,18.0,7.0,25.0,34,26,13.0,13,10.0,7.0,3.0,18.0,23
2023-04-08,American,Lehigh,Home,,11,16,,10.0,11.0,2.0,13.0,19.0,17.0,12.0,17.0,6.0,3.0,2.0,11.0,7.0,16.0,6.0,22.0,30,27,13.0,11,10.0,5.0,4.0,17.0,23
2023-04-12,American,Navy,Home,,8,17,,7.0,8.0,4.0,12.0,15.0,11.0,16.0,24.0,12.0,2.0,1.0,7.0,8.0,17.0,8.0,25.0,26,25,18.0,22,15.0,4.0,1.0,21.0,23
2023-04-15,American,Bucknell,Away,,11,20,,26.0,11.0,2.0,13.0,25.0,20.0,12.0,12.0,4.0,5.0,2.0,16.0,34.0,20.0,8.0,28.0,37,27,11.0,9,7.0,14.0,7.0,16.0,23
2023-04-22,American,Colgate,Away,,15,16,1,8.0,15.0,4.0,19.0,25.0,22.0,11.0,6.0,5.0,5.0,4.0,7.0,9.0,16.0,8.0,24.0,44,26,16.0,12,5.0,5.0,1.0,28.0,23
2023-04-27,American,Boston U.,Home,,15,19,,3.0,15.0,7.0,22.0,28.0,20.0,6.0,16.0,9.0,6.0,3.0,16.0,13.0,19.0,9.0,28.0,30,26,11.0,14,7.0,2.0,1.0,22.0,23
2023-02-18,Arizona St.,St. Bonaventure,Home,,16,13,,24.0,16.0,6.0,22.0,28.0,25.0,25.0,18.0,13.0,7.0,3.0,17.0,23.0,13.0,2.0,15.0,16,16,14.0,23,10.0,5.0,5.0,15.0,28
2023-02-24,Arizona St.,Penn St.,Away,,4,8,,9.0,4.0,,4.0,15.0,9.0,11.0,19.0,3.0,6.0,1.0,8.0,10.0,8.0,2.0,10.0,32,24,20.0,10,8.0,4.0,,7.0,28
2023-02-26,Arizona St.,Towson,Away,,10,17,,34.0,10.0,2.0,12.0,21.0,14.0,11.0,18.0,5.0,4.0,2.0,16.0,15.0,17.0,7.0,24.0,35,27,15.0,9,10.0,8.0,2.0,14.0,28
2023-03-03,Arizona St.,Jacksonville,Away,,9,10,1,8.0,9.0,4.0,13.0,20.0,17.0,9.0,16.0,6.0,7.0,4.0,11.0,14.0,10.0,3.0,13.0,31,20,10.0,11,5.0,4.0,1.0,12.0,28
2023-03-05,Arizona St.,Florida,Away,,12,17,,36.0,12.0,2.0,14.0,27.0,23.0,13.0,14.0,6.0,4.0,3.0,14.0,19.0,17.0,9.0,26.0,37,28,20.0,14,8.0,9.0,3.0,19.0,28
2023-03-17,Arizona St.,Southern California,Away,,6,17,,28.0,6.0,3.0,9.0,21.0,15.0,15.0,15.0,3.0,6.0,2.0,12.0,33.0,17.0,8.0,25.0,36,29,19.0,11,12.0,4.0,,14.0,28
2023-03-24,Arizona St.,Oregon,Home,,12,9,,6.0,12.0,3.0,15.0,23.0,19.0,9.0,11.0,8.0,1.0,,13.0,3.0,9.0,2.0,11.0,29,22,6.0,12,8.0,6.0,1.0,9.0,28
2023-03-26,Arizona St.,Colorado,Home,,13,17,,8.0,13.0,3.0,16.0,36.0,27.0,9.0,11.0,6.0,6.0,4.0,21.0,22.0,17.0,5.0,22.0,27,24,12.0,7,11.0,1.0,1.0,7.0,28
2023-03-31,Arizona St.,Stanford,Away,,9,15,,15.0,9.0,3.0,12.0,30.0,21.0,24.0,14.0,9.0,7.0,3.0,13.0,24.0,15.0,9.0,24.0,30,24,18.0,15,7.0,1.0,1.0,14.0,28
2023-04-02,Arizona St.,California,Away,,13,9,,34.0,13.0,5.0,18.0,23.0,21.0,11.0,11.0,4.0,5.0,3.0,15.0,27.0,9.0,2.0,11.0,30,21,16.0,10,6.0,9.0,3.0,10.0,28
2023-04-07,Arizona St.,Stanford,Home,,11,22,,30.0,11.0,1.0,12.0,21.0,17.0,4.0,10.0,4.0,6.0,3.0,18.0,12.0,22.0,7.0,29.0,39,29,10.0,8,4.0,13.0,6.0,18.0,28
2023-04-09,Arizona St.,California,Home,,15,6,,7.0,15.0,5.0,20.0,33.0,25.0,13.0,6.0,5.0,8.0,4.0,16.0,19.0,6.0,5.0,11.0,15,14,7.0,11,4.0,1.0,,7.0,28
2023-04-14,Arizona St.,Oregon,Away,,11,12,,27.0,11.0,3.0,14.0,22.0,19.0,18.0,18.0,8.0,8.0,3.0,14.0,24.0,12.0,6.0,18.0,26,25,12.0,13,11.0,4.0,1.0,13.0,28
2023-04-16,Arizona St.,Colorado,Away,,12,15,,36.0,12.0,7.0,19.0,28.0,19.0,2.0,10.0,2.0,3.0,2.0,11.0,16.0,15.0,8.0,23.0,36,31,6.0,7,2.0,9.0,6.0,19.0,28
2023-04-21,Arizona St.,San Diego St.,Away,,12,15,,32.0,12.0,5.0,17.0,27.0,20.0,11.0,10.0,2.0,6.0,2.0,16.0,25.0,15.0,4.0,19.0,29,23,16.0,10,2.0,5.0,4.0,15.0,28
2023-04-23,Arizona St.,UC Davis,Home,,16,11,,27.0,16.0,6.0,22.0,39.0,29.0,21.0,9.0,7.0,1.0,,17.0,15.0,11.0,6.0,17.0,23,19,19.0,8,8.0,4.0,2.0,14.0,28
2023-04-28,Arizona St.,Southern California,Home,,6,11,,13.0,6.0,3.0,9.0,26.0,14.0,9.0,11.0,3.0,5.0,2.0,15.0,15.0,11.0,4.0,15.0,28,16,13.0,5,5.0,7.0,3.0,6.0,28
2023-05-03,Arizona St.,California,Home,,7,5,,48.0,7.0,,7.0,28.0,17.0,17.0,14.0,7.0,6.0,3.0,7.0,22.0,5.0,1.0,6.0,30,16,22.0,14,6.0,12.0,2.0,9.0,28
2023-05-04,Arizona St.,Southern California,Home,,5,9,,32.0,5.0,1.0,6.0,14.0,9.0,14.0,26.0,8.0,7.0,3.0,9.0,38.0,9.0,2.0,11.0,28,20,17.0,13,15.0,5.0,1.0,9.0,28
2023-02-11,Army West Point,New Hampshire,Home,,19,8,,11.0,19.0,8.0,27.0,38.0,28.0,6.0,10.0,1.0,3.0,3.0,20.0,2.0,8.0,2.0,10.0,18,15,13.0,10,3.0,5.0,3.0,10.0,725
2023-02-16,Army West Point,Jacksonville,Away,,12,10,,,12.0,6.0,18.0,28.0,20.0,21.0,19.0,5.0,2.0,2.0,16.0,,10.0,1.0,11.0,36,26,23.0,12,12.0,4.0,2.0,9.0,725
2023-02-22,Army West Point,Marist,Home,,21,5,,6.0,21.0,9.0,30.0,38.0,28.0,19.0,12.0,6.0,6.0,4.0,14.0,17.0,5.0,1.0,6.0,17,13,16.0,22,5.0,4.0,,13.0,725
2023-02-25,Army West Point,Rutgers,Home,,10,5,,19.0,10.0,6.0,16.0,33.0,23.0,17.0,13.0,6.0,6.0,1.0,10.0,19.0,5.0,1.0,6.0,25,17,13.0,20,6.0,8.0,2.0,9.0,725
2023-03-04,Army West Point,Hofstra,Away,,14,11,,20.0,14.0,7.0,21.0,32.0,21.0,9.0,9.0,1.0,4.0,2.0,15.0,14.0,11.0,4.0,15.0,31,25,13.0,8,3.0,6.0,2.0,14.0,725
2023-03-11,Army West Point,Boston U.,Home,,17,15,,15.0,17.0,7.0,24.0,28.0,25.0,16.0,12.0,9.0,6.0,4.0,16.0,10.0,15.0,7.0,22.0,28,24,13.0,16,5.0,8.0,4.0,20.0,725
2023-03-15,Army West Point,Siena,Home,,18,14,,6.0,18.0,6.0,24.0,41.0,29.0,13.0,11.0,9.0,8.0,5.0,24.0,13.0,14.0,6.0,20.0,28,19,12.0,14,5.0,4.0,2.0,10.0,725
2023-03-18,Army West Point,Holy Cross,Away,,23,6,,10.0,23.0,16.0,39.0,48.0,31.0,18.0,9.0,5.0,7.0,3.0,18.0,9.0,6.0,2.0,8.0,23,17,14.0,14,2.0,2.0,1.0,15.0,725
2023-03-25,Army West Point,Colgate,Home,,12,8,,6.0,12.0,4.0,16.0,48.0,25.0,18.0,13.0,10.0,8.0,2.0,15.0,10.0,8.0,2.0,10.0,24,19,14.0,21,7.0,5.0,1.0,9.0,725
2023-03-29,Army West Point,Lehigh,Away,,15,14,,12.0,15.0,3.0,18.0,40.0,31.0,12.0,10.0,5.0,10.0,6.0,23.0,24.0,14.0,7.0,21.0,26,18,9.0,10,4.0,5.0,3.0,10.0,725
2023-04-01,Army West Point,American,Away,,18,10,,15.0,18.0,7.0,25.0,34.0,26.0,13.0,13.0,10.0,7.0,3.0,18.0,12.0,10.0,2.0,12.0,27,19,11.0,19,7.0,12.0,4.0,12.0,725
2023-04-04,Army West Point,Yale,Home,,13,14,,8.0,13.0,10.0,23.0,24.0,16.0,22.0,20.0,10.0,5.0,2.0,12.0,11.0,14.0,5.0,19.0,32,25,20.0,16,10.0,6.0,3.0,19.0,725
2023-04-08,Army West Point,Bucknell,Home,,15,7,,9.0,15.0,7.0,22.0,24.0,19.0,17.0,18.0,6.0,5.0,2.0,17.0,12.0,7.0,5.0,12.0,24,17,20.0,13,11.0,6.0,2.0,9.0,725
2023-04-15,Army West Point,Loyola Maryland,Away,,5,19,,19.0,5.0,1.0,6.0,18.0,11.0,9.0,8.0,2.0,5.0,1.0,7.0,17.0,19.0,12.0,31.0,31,24,10.0,7,5.0,5.0,4.0,19.0,725
2023-04-22,Army West Point,Navy,Home,,15,11,,7.0,15.0,6.0,21.0,31.0,23.0,11.0,12.0,4.0,6.0,3.0,17.0,17.0,11.0,3.0,14.0,29,20,19.0,11,8.0,1.0,,12.0,725
2023-04-27,Army West Point,Lafayette,Away,,17,7,,2.0,17.0,9.0,26.0,40.0,25.0,25.0,17.0,5.0,8.0,2.0,17.0,13.0,7.0,1.0,8.0,18,13,21.0,17,9.0,2.0,1.0,10.0,725
2023-05-04,Army West Point,Navy,Home,,12,11,2,21.0,12.0,4.0,16.0,32.0,26.0,18.0,18.0,7.0,6.0,5.0,21.0,28.0,11.0,6.0,17.0,29,21,22.0,16,11.0,3.0,2.0,9.0,725
2023-05-06,Army West Point,Loyola Maryland,Away,,8,13,,17.0,8.0,3.0,11.0,37.0,17.0,12.0,7.0,2.0,10.0,3.0,13.0,29.0,13.0,5.0,18.0,37,21,11.0,10,5.0,4.0,1.0,11.0,725
2023-05-12,Army West Point,James Madison,Away,,8,12,,20.0,8.0,5.0,13.0,21.0,15.0,10.0,16.0,4.0,8.0,2.0,11.0,28.0,12.0,4.0,16.0,40,26,24.0,12,14.0,5.0,3.0,13.0,725
2023-02-11,Binghamton,Drexel,Away,,5,17,,22.0,5.0,,5.0,19.0,15.0,12.0,14.0,7.0,3.0,1.0,5.0,13.0,17.0,9.0,26.0,39,31,19.0,12,10.0,11.0,4.0,18.0,62
2023-02-16,Binghamton,Pittsburgh,Home,,11,5,,30.0,11.0,9.0,20.0,32.0,19.0,24.0,15.0,10.0,10.0,1.0,10.0,39.0,5.0,1.0,6.0,19,15,14.0,19,8.0,10.0,2.0,10.0,62
2023-02-20,Binghamton,Syracuse,Away,,10,17,,24.0,10.0,8.0,18.0,26.0,18.0,17.0,12.0,6.0,7.0,1.0,13.0,26.0,17.0,12.0,29.0,30,25,15.0,15,7.0,6.0,1.0,16.0,62
2023-02-25,Binghamton,Siena,Away,,5,11,,23.0,5.0,1.0,6.0,20.0,12.0,16.0,14.0,10.0,5.0,2.0,13.0,24.0,11.0,5.0,16.0,22,18,16.0,17,6.0,5.0,3.0,7.0,62
2023-03-01,Binghamton,Lafayette,Away,,19,10,,15.0,19.0,4.0,23.0,38.0,30.0,19.0,8.0,4.0,9.0,4.0,14.0,13.0,10.0,6.0,16.0,27,22,14.0,13,5.0,10.0,1.0,19.0,62
2023-03-05,Binghamton,Niagara,Away,,12,13,,10.0,12.0,2.0,14.0,37.0,25.0,15.0,10.0,3.0,12.0,4.0,17.0,17.0,13.0,8.0,21.0,29,21,18.0,9,6.0,8.0,4.0,11.0,62
2023-03-08,Binghamton,Colgate,Home,,17,9,,20.0,17.0,11.0,28.0,34.0,28.0,26.0,8.0,10.0,6.0,2.0,17.0,22.0,9.0,3.0,12.0,19,16,15.0,14,3.0,7.0,4.0,13.0,62
2023-03-11,Binghamton,Marist,Away,,18,7,,9.0,18.0,6.0,24.0,35.0,30.0,24.0,10.0,8.0,8.0,2.0,14.0,16.0,7.0,4.0,11.0,20,17,13.0,18,6.0,3.0,1.0,16.0,62
2023-03-15,Binghamton,Cornell,Away,,13,12,,,13.0,4.0,17.0,30.0,19.0,13.0,7.0,4.0,7.0,2.0,15.0,,12.0,6.0,18.0,28,16,11.0,10,3.0,9.0,4.0,14.0,62
2023-03-18,Binghamton,UMBC,Home,,18,13,,18.0,18.0,9.0,27.0,37.0,28.0,14.0,6.0,4.0,8.0,2.0,22.0,22.0,13.0,8.0,21.0,22,17,10.0,11,4.0,2.0,1.0,13.0,62
2023-03-25,Binghamton,New Hampshire,Away,,12,7,,9.0,12.0,4.0,16.0,34.0,24.0,15.0,9.0,9.0,5.0,3.0,11.0,8.0,7.0,5.0,12.0,15,11,15.0,17,5.0,3.0,1.0,12.0,62
2023-04-01,Binghamton,Vermont,Home,,11,10,,19.0,11.0,6.0,17.0,24.0,15.0,21.0,22.0,14.0,3.0,3.0,16.0,12.0,10.0,4.0,14.0,19,16,21.0,20,15.0,4.0,3.0,9.0,62
2023-04-08,Binghamton,Bryant,Away,,19,7,,,19.0,10.0,29.0,36.0,28.0,21.0,12.0,6.0,8.0,4.0,14.0,,7.0,7.0,14.0,26,17,13.0,19,5.0,4.0,,16.0,62
2023-04-15,Binghamton,UAlbany,Home,,11,16,,20.0,11.0,5.0,16.0,27.0,22.0,21.0,13.0,14.0,11.0,6.0,14.0,40.0,16.0,8.0,24.0,26,23,17.0,16,10.0,5.0,2.0,17.0,62
2023-04-22,Binghamton,UMass Lowell,Away,,16,8,,11.0,16.0,6.0,22.0,31.0,25.0,15.0,11.0,7.0,9.0,5.0,15.0,24.0,8.0,4.0,12.0,23,17,17.0,15,7.0,5.0,4.0,13.0,62
2023-05-05,Binghamton,Vermont,Home,,12,10,,23.0,12.0,1.0,13.0,29.0,19.0,20.0,16.0,11.0,3.0,3.0,15.0,32.0,10.0,3.0,13.0,21,16,15.0,19,9.0,5.0,2.0,11.0,62
2023-05-07,Binghamton,UAlbany,Away,,13,14,,33.0,13.0,5.0,18.0,29.0,22.0,14.0,20.0,4.0,9.0,4.0,18.0,46.0,14.0,4.0,18.0,27,22,17.0,13,14.0,7.0,5.0,12.0,62
2023-02-11,Boston College,Southern California,Home,,14,3,,10.0,14.0,8.0,22.0,34.0,23.0,11.0,17.0,13.0,10.0,3.0,13.0,22.0,3.0,1.0,4.0,19,13,17.0,22,8.0,1.0,,8.0,67
2023-02-15,Boston College,Massachusetts,Home,,16,6,,10.0,16.0,7.0,23.0,32.0,23.0,16.0,16.0,11.0,6.0,4.0,17.0,26.0,6.0,4.0,10.0,19,15,14.0,14,6.0,,,8.0,67
2023-02-19,Boston College,Northwestern,Away,,14,15,,17.0,14.0,7.0,21.0,30.0,23.0,11.0,10.0,2.0,3.0,1.0,17.0,9.0,15.0,5.0,20.0,31,23,6.0,9,5.0,10.0,7.0,16.0,67
2023-02-25,Boston College,Duke,Home,,17,8,,21.0,17.0,12.0,29.0,29.0,24.0,11.0,15.0,3.0,4.0,,20.0,29.0,8.0,4.0,12.0,21,17,14.0,14,10.0,3.0,2.0,9.0,67
2023-03-03,Boston College,North Carolina,Away,,5,16,,20.0,5.0,2.0,7.0,23.0,14.0,10.0,13.0,4.0,2.0,1.0,13.0,13.0,16.0,3.0,19.0,31,20,12.0,13,6.0,4.0,4.0,11.0,67
2023-03-08,Boston College,Brown,Home,,17,5,,6.0,17.0,9.0,26.0,32.0,25.0,14.0,17.0,12.0,7.0,3.0,17.0,26.0,5.0,2.0,7.0,15,13,10.0,19,5.0,1.0,,8.0,67
2023-03-11,Boston College,Louisville,Home,,19,8,,12.0,19.0,8.0,27.0,44.0,30.0,19.0,13.0,16.0,4.0,1.0,18.0,13.0,8.0,3.0,11.0,19,14,7.0,19,3.0,3.0,1.0,13.0,67
2023-03-16,Boston College,Clemson,Away,,17,10,,12.0,17.0,9.0,26.0,38.0,27.0,15.0,14.0,3.0,4.0,3.0,21.0,17.0,10.0,3.0,13.0,24,19,17.0,16,4.0,3.0,2.0,10.0,67
2023-03-19,Boston College,Denver,Home,,8,13,,6.0,8.0,4.0,12.0,21.0,14.0,17.0,22.0,12.0,7.0,3.0,10.0,13.0,13.0,7.0,20.0,21,17,19.0,21,14.0,1.0,,15.0,67
2023-03-25,Boston College,Virginia Tech,Away,,14,12,,18.0,14.0,9.0,23.0,40.0,21.0,16.0,13.0,5.0,,,16.0,13.0,12.0,4.0,16.0,23,20,12.0,15,6.0,,,14.0,67
2023-03-29,Boston College,Dartmouth,Home,,18,5,,10.0,18.0,11.0,29.0,34.0,25.0,19.0,17.0,10.0,2.0,2.0,15.0,11.0,5.0,3.0,8.0,16,11,12.0,22,6.0,3.0,,11.0,67
2023-04-01,Boston College,Pittsburgh,Home,,17,2,,13.0,17.0,13.0,30.0,33.0,25.0,12.0,11.0,9.0,8.0,4.0,15.0,15.0,2.0,,2.0,16,6,8.0,16,6.0,,,8.0,67
2023-04-08,Boston College,Notre Dame,Away,,12,11,,19.0,12.0,8.0,20.0,31.0,23.0,12.0,11.0,7.0,4.0,2.0,10.0,29.0,11.0,1.0,12.0,34,24,20.0,14,6.0,3.0,1.0,15.0,67
2023-04-11,Boston College,Boston U.,Away,,19,8,,4.0,19.0,11.0,30.0,35.0,28.0,5.0,6.0,3.0,4.0,3.0,17.0,12.0,8.0,3.0,11.0,21,13,8.0,8,4.0,2.0,1.0,11.0,67
2023-04-15,Boston College,Virginia,Home,,25,13,,18.0,25.0,11.0,36.0,43.0,31.0,13.0,8.0,4.0,11.0,5.0,21.0,30.0,13.0,4.0,17.0,30,22,9.0,7,4.0,3.0,2.0,17.0,67
2023-04-20,Boston College,Syracuse,Away,,17,16,,24.0,17.0,11.0,28.0,36.0,27.0,14.0,9.0,2.0,10.0,4.0,15.0,31.0,16.0,8.0,24.0,32,28,6.0,7,5.0,4.0,2.0,21.0,67
2023-04-26,Boston College,Duke,Home,,15,9,,13.0,15.0,4.0,19.0,29.0,21.0,13.0,16.0,11.0,6.0,2.0,16.0,26.0,9.0,7.0,16.0,25,15,11.0,15,10.0,2.0,1.0,13.0,67
2023-04-28,Boston College,Notre Dame,Home,,9,4,,24.0,9.0,3.0,12.0,27.0,19.0,18.0,15.0,7.0,5.0,2.0,8.0,34.0,4.0,1.0,5.0,27,15,19.0,15,3.0,4.0,2.0,8.0,67
2023-04-30,Boston College,North Carolina,Home,,11,9,,22.0,11.0,5.0,16.0,25.0,18.0,11.0,10.0,9.0,2.0,,10.0,21.0,9.0,1.0,10.0,15,11,13.0,15,6.0,2.0,1.0,14.0,67
2023-05-14,Boston College,Penn,Home,,9,7,,13.0,9.0,6.0,15.0,26.0,20.0,15.0,15.0,7.0,4.0,,10.0,11.0,7.0,,7.0,20,15,10.0,18,6.0,2.0,,10.0,67
2023-05-18,Boston College,Notre Dame,Home,,20,6,,13.0,20.0,10.0,30.0,33.0,23.0,7.0,6.0,8.0,7.0,7.0,12.0,12.0,6.0,2.0,8.0,17,11,7.0,13,1.0,2.0,1.0,17.0,67
2023-05-26,Boston College,Syracuse,Home,,8,7,,9.0,8.0,4.0,12.0,17.0,11.0,12.0,20.0,6.0,7.0,3.0,8.0,19.0,7.0,4.0,11.0,28,14,17.0,13,11.0,1.0,1.0,11.0,67
2023-05-28,Boston College,Northwestern,Home,,6,18,,26.0,6.0,4.0,10.0,19.0,9.0,16.0,21.0,9.0,3.0,,8.0,15.0,18.0,7.0,25.0,42,25,24.0,19,11.0,6.0,3.0,17.0,67
2023-02-11,Boston U.,Merrimack,Home,,17,7,,13.0,17.0,10.0,27.0,33.0,25.0,21.0,13.0,11.0,5.0,2.0,20.0,16.0,7.0,4.0,11.0,14,14,17.0,17,5.0,1.0,1.0,8.0,68
2023-02-15,Boston U.,Stonehill,Home,,20,9,,20.0,20.0,10.0,30.0,32.0,28.0,19.0,15.0,14.0,3.0,3.0,20.0,17.0,9.0,3.0,12.0,19,15,12.0,18,3.0,5.0,1.0,13.0,68
2023-02-18,Boston U.,Iona,Away,,14,9,,22.0,14.0,7.0,21.0,39.0,30.0,16.0,15.0,10.0,8.0,2.0,21.0,25.0,9.0,5.0,14.0,23,16,12.0,17,4.0,4.0,2.0,6.0,68
2023-02-24,Boston U.,Wofford,Away,,15,8,,26.0,15.0,10.0,25.0,24.0,21.0,16.0,16.0,2.0,2.0,2.0,11.0,24.0,8.0,1.0,9.0,24,15,15.0,17,3.0,5.0,1.0,13.0,68
2023-02-26,Boston U.,Presbyterian,Away,,15,6,,5.0,15.0,10.0,25.0,27.0,21.0,11.0,16.0,8.0,9.0,5.0,20.0,8.0,6.0,3.0,9.0,26,15,11.0,13,4.0,8.0,2.0,4.0,68
