date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,defensive_goals,defensive_assists,defensive_points,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,na.x,na.y
2021-03-14,Maine Black Bears,NJIT,Home,Draw,1,1,2OT,1,1,0,2,23,11,6,0,1,0,0,0,110:00,1,8,0,0,0,0,0,11,0,0,1,0,2,15,9,5,0,0,0,0,0,110:00,1,10,0,0,0,0,0,7,0,0,NA,NA
2021-03-21,Maine Black Bears,UMass Lowell,Away,Loss,2,0,NA,1,0,0,0,19,8,13,0,1,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,2,2,6,14,8,7,0,1,0,0,0,90:00,0,8,1,0,0,0,0,3,0,0,NA,NA
2021-03-28,Maine Black Bears,Stony Brook,Away,Loss,3,1,NA,1,1,1,3,9,4,7,1,1,0,0,0,90:00,3,3,0,0,0,0,0,3,0,0,3,3,9,17,6,13,0,2,0,0,0,90:00,1,3,0,0,0,0,0,8,1,1,NA,NA
2021-04-04,Maine Black Bears,Vermont,Home,Draw,1,1,2OT,1,1,1,3,40,21,5,0,0,0,0,0,110:00,1,4,0,0,0,0,0,11,0,0,1,1,3,7,5,7,0,0,0,0,0,110:00,1,20,0,0,0,0,0,3,0,0,NA,NA
2021-03-16,Manhattan Jaspers,Canisius,Home,Win,0,1,NA,1,1,0,2,11,3,3,0,0,0,0,0,90:00,0,4,1,0,0,0,0,7,0,0,0,0,0,8,4,3,0,0,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,NA,NA
2021-03-23,Manhattan Jaspers,Quinnipiac,Away,Win,1,2,2OT,1,2,1,5,8,3,12,0,0,0,0,0,106:43,1,7,0,0,0,0,0,3,0,0,1,0,2,20,8,5,0,1,0,0,0,106:43,2,1,0,0,0,0,0,9,0,0,NA,NA
2021-03-26,Manhattan Jaspers,Saint Peter's,Home,Win,1,5,NA,1,5,3,13,24,13,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,11,0,0,1,1,3,13,5,5,0,0,0,0,0,90:00,5,8,0,0,0,0,0,2,0,0,NA,NA
2021-03-27,Manhattan Jaspers,Fairfield,Away,Loss,1,0,NA,1,0,0,0,4,3,2,0,0,0,0,0,90:00,1,4,0,0,0,0,0,1,0,0,1,2,4,27,5,3,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,NA,NA
2021-04-03,Manhattan Jaspers,Rider,Away,Loss,3,1,NA,1,1,1,3,13,7,6,0,0,0,0,0,90:00,3,6,0,0,0,0,0,6,0,0,3,2,8,15,9,7,0,0,0,0,0,90:00,1,6,0,0,0,0,0,8,0,0,NA,NA
2021-04-09,Manhattan Jaspers,Rider,Away,Loss,2,1,NA,1,1,0,2,15,9,12,0,1,0,0,0,90:00,2,7,0,0,0,0,0,13,0,0,2,3,7,15,9,7,0,0,0,0,0,90:00,1,8,0,0,0,0,0,6,0,0,NA,NA
2021-03-09,Marist Red Foxes,Quinnipiac,Away,Loss,3,1,NA,1,1,2,4,9,6,7,0,3,0,0,0,90:00,3,13,0,0,0,0,0,4,0,0,3,5,11,33,16,11,0,1,0,0,0,90:00,1,5,0,0,0,0,0,13,0,0,NA,NA
2021-02-05,Marquette Golden Eagles,Chicago St.,Home,Win,0,5,NA,1,5,4,14,31,13,11,0,1,0,0,0,90:00,0,2,1,1,0,0,0,11,0,0,0,0,0,5,2,9,0,1,0,0,0,90:00,5,8,0,0,0,0,0,1,0,0,NA,NA
2021-02-07,Marquette Golden Eagles,Illinois St.,Home,Win,2,3,NA,1,3,3,9,18,11,5,0,0,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,2,2,6,8,6,5,0,0,0,0,0,90:00,3,8,0,0,0,0,0,0,0,0,NA,NA
2021-03-07,Marquette Golden Eagles,DePaul,Away,Win,0,2,NA,1,2,2,6,6,3,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,0,0,0,16,6,7,0,0,0,0,0,90:00,2,1,0,0,0,0,0,2,0,0,NA,NA
2021-03-11,Marquette Golden Eagles,Butler,Away,Loss,1,0,NA,1,0,0,0,5,1,8,0,0,0,0,0,90:00,1,4,0,0,0,0,0,1,0,0,1,1,3,21,5,10,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,NA,NA
2021-03-18,Marquette Golden Eagles,Xavier,Home,Win,1,3,NA,1,3,2,8,8,5,11,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,1,1,3,10,5,13,0,0,0,0,0,90:00,3,2,0,0,0,0,0,3,0,0,NA,NA
2021-03-21,Marquette Golden Eagles,Creighton,Away,Loss,3,0,NA,1,0,0,0,5,1,10,0,0,0,0,0,90:00,3,6,0,0,0,0,0,4,0,0,3,2,8,14,9,10,0,1,0,0,0,90:00,0,1,1,0,0,0,0,5,1,1,NA,NA
2021-03-25,Marquette Golden Eagles,DePaul,Home,Win,0,1,NA,1,1,2,4,5,1,11,0,0,0,0,0,90:00,0,2,1,0,0,0,0,5,0,0,0,0,0,7,2,7,0,1,0,0,0,90:00,1,0,0,0,0,0,0,2,0,0,NA,NA
2021-03-28,Marquette Golden Eagles,Butler,Home,Loss,1,0,2OT,1,0,0,0,10,5,13,0,0,0,0,0,104:52,1,6,0,0,0,0,0,5,0,0,1,1,3,18,7,9,0,0,0,0,0,104:52,0,5,1,0,0,0,0,6,0,0,NA,NA
2021-04-01,Marquette Golden Eagles,Creighton,Home,Loss,2,1,1OT,1,1,0,2,7,2,13,0,0,0,0,0,91:02,2,5,0,0,0,0,0,5,0,0,2,1,5,16,7,11,0,0,0,0,0,91:02,1,1,0,0,0,0,0,5,1,1,NA,NA
2021-04-08,Marquette Golden Eagles,Xavier,Away,Win,0,1,NA,1,1,1,3,4,4,17,0,1,0,0,0,90:00,0,4,1,1,0,0,0,4,0,0,0,0,0,8,4,7,0,1,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,NA,NA
2021-02-13,Marshall Thundering Herd,ETSU,Away,Win,1,2,1OT,1,2,1,5,13,6,15,0,1,0,0,0,99:20,1,6,0,0,0,0,0,4,0,0,1,1,3,12,7,13,0,2,0,0,0,99:20,2,4,0,0,0,0,0,4,0,0,NA,NA
2021-02-28,Marshall Thundering Herd,Dayton,Away,Loss,1,0,NA,1,0,0,0,3,2,10,0,0,0,0,0,90:00,1,8,0,0,0,0,0,0,0,0,1,2,4,25,9,11,0,1,0,0,0,90:00,0,2,1,1,0,0,0,6,0,0,NA,NA
2021-03-05,Marshall Thundering Herd,Fla. Atlantic,Home,Loss,2,1,NA,1,1,1,3,5,4,11,0,0,0,0,0,90:00,2,7,0,0,0,0,0,3,0,0,2,1,5,14,9,6,0,1,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,NA,NA
2021-03-13,Marshall Thundering Herd,App State,Away,Win,1,2,NA,1,2,2,6,9,7,10,0,2,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,1,1,3,10,4,8,0,0,0,0,0,90:00,2,5,0,0,0,0,0,10,0,0,NA,NA
2021-03-18,Marshall Thundering Herd,Western Ky.,Away,Loss,2,1,NA,1,1,0,2,6,3,5,0,0,0,0,0,90:00,2,6,0,0,0,0,0,4,1,1,2,2,6,16,8,5,0,1,0,0,0,90:00,1,2,0,0,0,0,0,15,0,0,NA,NA
2021-03-22,Marshall Thundering Herd,FIU,Away,Loss,3,1,NA,1,1,1,3,8,4,5,0,1,0,0,0,90:00,3,8,0,0,0,0,0,2,0,0,3,2,8,19,11,8,0,1,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,NA,NA
2021-03-25,Marshall Thundering Herd,Old Dominion,Home,Loss,3,0,NA,1,0,0,0,6,1,9,0,0,0,0,0,90:00,3,0,0,0,0,0,0,3,0,0,3,2,8,11,3,7,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,1,1,NA,NA
2021-03-28,Marshall Thundering Herd,West Va. Tech,Home,Win,1,7,NA,1,7,1,15,19,11,7,0,0,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,1,0,2,11,6,3,0,0,0,0,0,90:00,7,4,0,0,0,0,0,3,0,0,NA,NA
2021-04-06,Marshall Thundering Herd,Charlotte,Away,Loss,1,0,NA,1,0,0,0,7,5,6,0,1,0,0,0,90:00,1,11,0,0,0,0,0,2,0,0,1,1,3,19,12,6,0,0,0,0,0,90:00,0,5,1,1,0,0,0,7,0,0,NA,NA
2021-04-09,Marshall Thundering Herd,Middle Tenn.,Home,Loss,7,2,NA,1,2,2,6,10,3,14,0,3,0,0,0,90:00,7,8,0,0,0,0,0,4,0,1,7,4,18,24,15,5,0,3,0,0,0,90:00,2,1,0,0,0,0,0,12,1,1,NA,NA
2021-02-20,"Maryland Terrapins, Terps",Michigan St.,Home,Draw,1,1,2OT,1,1,0,2,13,5,5,0,0,0,0,0,110:00,1,2,0,0,0,0,0,4,0,0,1,0,2,10,3,18,0,0,0,0,0,110:00,1,4,0,0,0,0,0,1,0,0,NA,NA
2021-02-25,"Maryland Terrapins, Terps",Purdue,Away,Loss,3,2,2OT,1,2,2,6,8,3,7,0,0,0,0,0,101:54,3,7,0,0,0,0,0,2,0,0,3,3,9,24,10,9,0,0,0,0,0,101:54,2,1,0,0,0,0,0,5,0,0,NA,NA
2021-02-28,"Maryland Terrapins, Terps",Northwestern,Away,Loss,1,0,NA,1,0,0,0,8,2,11,0,0,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,1,1,3,15,6,6,0,0,0,0,0,90:00,0,2,1,0,0,0,0,7,0,0,NA,NA
2021-03-04,"Maryland Terrapins, Terps",Ohio St.,Home,Loss,3,1,NA,1,1,1,3,11,2,7,0,0,0,0,0,90:00,3,2,0,0,0,0,0,3,0,0,3,1,7,13,5,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,7,0,0,NA,NA
2021-03-07,"Maryland Terrapins, Terps",Indiana,Home,Loss,3,2,NA,1,2,2,6,10,5,13,0,1,0,0,0,90:00,3,8,0,0,0,0,0,4,0,0,3,2,8,20,11,14,0,1,0,0,0,90:00,2,3,0,0,0,0,0,7,0,0,NA,NA
2021-03-13,"Maryland Terrapins, Terps",Rutgers,Home,Draw,0,0,2OT,1,0,0,0,4,1,5,0,0,0,0,0,110:00,0,2,1,0,0,0,0,4,0,0,0,0,0,8,2,4,0,0,0,0,0,110:00,0,1,1,0,0,0,0,7,0,0,NA,NA
2021-03-18,"Maryland Terrapins, Terps",Michigan,Home,Loss,4,0,NA,1,0,0,0,7,4,6,0,2,0,0,0,90:00,4,7,0,0,0,0,0,2,0,0,4,3,11,20,11,8,0,0,0,0,0,90:00,0,4,1,0,0,0,0,3,0,1,NA,NA
2021-03-21,"Maryland Terrapins, Terps",Iowa,Home,Loss,1,0,1OT,1,0,0,0,9,3,10,0,0,0,0,0,97:02,1,8,0,0,0,0,0,2,0,0,1,0,2,17,9,17,0,2,0,0,0,97:02,0,3,1,0,0,0,0,3,0,0,NA,NA
2021-03-25,"Maryland Terrapins, Terps",Wisconsin,Away,Loss,2,0,NA,1,0,0,0,7,5,3,0,0,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,2,2,6,17,6,7,0,1,0,0,0,90:00,0,5,1,0,0,0,0,6,0,0,NA,NA
2021-03-28,"Maryland Terrapins, Terps",Minnesota,Away,Loss,1,0,NA,1,0,0,0,7,4,5,0,0,0,0,0,90:00,1,8,0,0,0,0,0,3,0,0,1,1,3,16,9,7,0,1,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,NA,NA
2021-04-03,"Maryland Terrapins, Terps",Penn St.,Away,Loss,6,0,NA,1,0,0,0,8,2,2,0,1,0,0,0,90:00,6,9,0,0,0,0,0,3,0,0,6,10,22,25,15,7,0,0,0,0,0,90:00,0,2,1,1,0,0,0,5,0,0,NA,NA
2021-04-08,"Maryland Terrapins, Terps",Ohio St.,Away,Loss,4,2,NA,1,2,1,5,11,3,7,0,1,0,0,0,90:00,4,5,0,0,0,0,0,1,0,0,4,6,14,13,9,9,0,0,0,0,0,90:00,2,1,0,0,0,0,0,4,0,0,NA,NA
2021-02-28,Massachusetts Minutewomen,St. John's (NY),Away,Loss,1,0,NA,1,0,0,0,4,1,10,0,1,0,0,0,90:00,1,4,0,0,0,0,0,1,0,0,1,0,2,10,5,12,0,2,0,0,0,90:00,0,1,1,1,0,0,0,0,1,1,NA,NA
2021-03-03,Massachusetts Minutewomen,Stony Brook,Home,Win,0,2,NA,1,2,3,7,8,4,6,0,0,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,0,0,0,15,3,2,0,1,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,NA,NA
2021-03-07,Massachusetts Minutewomen,UMass Lowell,Away,Loss,3,0,NA,1,0,0,0,4,2,10,0,0,0,0,0,90:00,3,7,0,0,0,0,0,4,0,0,3,3,9,18,10,5,0,0,0,0,0,90:00,0,2,1,0,0,0,0,5,0,0,NA,NA
2021-03-11,Massachusetts Minutewomen,Rhode Island,Home,Draw,0,0,2OT,1,0,0,0,9,3,12,0,1,0,0,0,110:00,0,3,1,1,0,0,0,2,0,0,0,0,0,9,3,13,0,0,0,0,0,110:00,0,3,1,0,0,0,0,3,0,0,NA,NA
2021-03-14,Massachusetts Minutewomen,La Salle,Away,Win,0,1,NA,1,1,1,3,3,3,9,0,0,0,0,0,90:00,0,5,1,0,0,0,0,1,0,0,0,0,0,19,5,14,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,1,NA,NA
2021-03-21,Massachusetts Minutewomen,Fordham,Away,Win,1,2,2OT,1,2,1,5,8,4,9,0,0,0,0,0,106:15,1,2,0,0,0,0,0,4,0,0,1,0,2,10,3,11,0,1,0,0,0,106:15,2,2,0,0,0,0,0,6,1,1,NA,NA
2021-03-25,Massachusetts Minutewomen,Saint Joseph's,Home,Win,0,1,NA,1,1,1,3,11,6,6,0,1,0,0,0,90:00,0,3,1,1,0,0,0,5,0,0,0,0,0,8,3,7,0,1,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,NA,NA
2021-03-28,Massachusetts Minutewomen,Rhode Island,Away,Win,0,1,1OT,1,1,1,3,9,5,6,0,0,0,0,0,100:11,0,2,1,0,0,0,0,7,0,0,0,0,0,8,2,9,0,0,0,0,0,100:11,1,4,0,0,0,0,0,5,0,0,NA,NA
2021-03-31,Massachusetts Minutewomen,Saint Joseph's,Away,Loss,1,0,NA,1,0,0,0,13,2,7,0,0,0,0,0,90:00,1,0,0,0,0,0,0,4,0,0,1,0,2,2,1,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,NA,NA
2021-04-03,Massachusetts Minutewomen,La Salle,Home,Loss,2,1,NA,1,1,1,3,6,2,13,0,1,0,0,0,90:00,2,2,0,0,0,0,0,1,0,0,2,1,5,7,4,5,0,0,0,0,0,90:00,1,1,0,0,0,0,0,1,0,0,NA,NA
2021-04-11,Massachusetts Minutewomen,Fordham,Home,Win,0,1,NA,1,1,1,3,15,7,10,0,1,0,0,0,90:00,0,1,1,1,0,0,0,3,0,0,0,0,0,8,1,7,0,1,0,0,0,90:00,1,6,0,0,0,0,0,1,0,0,NA,NA
2021-04-15,Massachusetts Minutewomen,"Davidson St. Louis, MO",Away,Loss,1,0,NA,1,0,0,0,11,6,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,1,1,3,5,2,10,0,0,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,NA,NA
2021-02-07,McNeese Cowgirls,Rice,Away,Loss,2,1,NA,1,1,1,3,6,3,6,0,0,0,0,0,90:00,2,2,0,0,0,0,0,2,0,0,2,1,5,17,4,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,NA,NA
2021-02-12,McNeese Cowgirls,Nicholls,Home,Win,0,2,NA,1,2,2,6,24,13,3,0,0,0,0,0,90:00,0,6,1,0,0,0,0,13,0,0,0,0,0,7,6,4,0,0,0,0,0,90:00,2,11,0,0,0,0,0,3,0,0,NA,NA
2021-02-26,McNeese Cowgirls,Houston Baptist,Home,Win,1,3,NA,1,3,3,9,8,5,2,0,0,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,1,0,2,12,6,8,0,0,0,0,0,90:00,3,2,0,0,0,0,0,3,0,0,NA,NA
2021-02-28,McNeese Cowgirls,A&M-Corpus Christi,Home,Loss,3,0,NA,1,0,0,0,11,7,6,0,0,0,0,0,90:00,3,8,0,0,0,0,0,8,0,0,3,2,8,12,10,9,0,0,0,0,0,90:00,0,7,1,0,0,0,0,4,0,0,NA,NA
2021-03-05,McNeese Cowgirls,UIW,Away,Draw,1,1,2OT,1,1,0,2,7,5,5,0,1,0,0,0,110:00,1,10,0,0,0,0,0,4,0,0,1,0,2,22,11,4,0,2,0,0,0,110:00,1,4,0,0,0,0,0,7,0,0,NA,NA
2021-03-07,McNeese Cowgirls,Abilene Christian,Away,Loss,1,0,NA,1,0,0,0,12,3,6,0,0,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,1,1,3,15,6,6,0,1,0,0,0,90:00,0,3,1,0,0,0,0,7,0,1,NA,NA
2021-03-12,McNeese Cowgirls,Southeastern La.,Away,Loss,2,1,NA,1,1,1,3,4,3,8,0,1,0,0,0,90:00,2,5,0,0,0,0,0,5,0,0,2,2,6,16,7,7,0,1,0,0,0,90:00,1,2,0,0,0,0,0,6,0,0,NA,NA
2021-03-19,McNeese Cowgirls,Central Ark.,Home,Win,1,3,NA,1,3,4,10,15,11,4,0,0,0,0,0,90:00,1,6,0,0,0,0,0,1,0,0,1,1,3,14,7,4,0,0,0,0,0,90:00,3,8,0,0,0,0,0,7,0,0,NA,NA
2021-03-21,McNeese Cowgirls,Northwestern St.,Home,Loss,1,0,NA,1,0,0,0,6,5,7,0,0,0,0,0,90:00,1,5,0,0,0,0,0,4,0,0,1,0,2,6,5,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,4,0,0,NA,NA
2021-04-01,McNeese Cowgirls,Sam Houston,Away,Loss,2,1,NA,1,1,1,3,17,7,7,0,0,0,0,0,90:00,2,2,0,0,0,0,0,7,0,0,2,0,4,9,4,4,0,0,0,0,0,90:00,1,6,0,0,0,0,0,5,0,0,NA,NA
2021-04-03,McNeese Cowgirls,SFA,Away,Loss,2,1,NA,1,1,1,3,4,3,7,0,1,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,2,1,5,18,8,4,0,0,0,0,0,90:00,1,2,0,0,0,0,0,7,0,0,NA,NA
2021-02-04,Memphis Tigers,UAB,Home,Win,0,3,NA,1,3,1,7,11,8,15,0,0,0,0,0,90:00,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1,11,0,0,0,0,0,90:00,3,5,0,0,0,0,0,3,0,0,NA,NA
2021-02-23,Memphis Tigers,Tulsa,Home,Win,0,2,NA,1,2,1,5,25,9,16,0,0,0,0,0,90:00,0,2,1,0,0,0,0,13,0,0,0,0,0,3,2,8,0,0,0,0,0,90:00,2,7,0,0,0,0,0,4,0,0,NA,NA
2021-03-01,Memphis Tigers,Ole Miss,Away,Loss,3,1,NA,1,1,1,3,10,6,11,0,2,0,0,0,90:00,3,1,0,0,0,0,0,3,0,0,3,1,7,9,4,9,0,0,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,NA,NA
2021-03-07,Memphis Tigers,UCF,Home,Win,0,1,NA,1,1,1,3,21,10,14,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,0,0,0,7,2,9,0,0,0,0,0,90:00,1,9,0,0,0,0,0,1,0,0,NA,NA
2021-03-14,Memphis Tigers,Houston,Home,Win,0,1,NA,1,1,1,3,13,3,11,0,2,0,0,0,90:00,0,3,1,0,0,0,0,6,0,1,0,0,0,5,3,13,0,1,0,0,0,90:00,1,2,0,0,0,0,0,1,0,0,NA,NA
2021-03-18,Memphis Tigers,Cincinnati,Away,Win,0,2,NA,1,2,2,6,15,8,11,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,0,0,0,8,2,5,0,1,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,NA,NA
2021-03-21,Memphis Tigers,Temple,Away,Win,1,2,NA,1,2,2,6,17,8,13,0,3,0,0,0,90:00,1,0,0,0,0,0,0,9,0,0,1,1,3,5,1,16,0,2,0,0,0,90:00,2,6,0,0,0,0,0,1,0,0,NA,NA
2021-03-28,Memphis Tigers,Vanderbilt,Away,Win,2,3,1OT,1,3,3,9,22,12,17,0,3,0,0,0,95:49,2,5,0,0,0,0,0,5,0,0,2,2,6,8,7,16,0,1,0,0,0,95:49,3,9,0,0,0,0,0,3,0,0,NA,NA
2021-04-03,Memphis Tigers,South Fla.,Away,Loss,2,1,NA,1,1,1,3,11,6,7,0,2,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,2,2,6,12,6,6,0,2,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,NA,NA
2021-04-11,Memphis Tigers,East Carolina,Home,Win,0,1,NA,1,1,1,3,16,4,14,0,0,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,0,0,0,1,1,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,NA,NA
2021-04-15,Memphis Tigers,"Cincinnati Tampa, FL",Away,Loss,1,0,NA,1,0,0,0,16,5,9,0,1,0,0,0,90:00,1,3,0,0,0,0,0,8,0,0,1,1,3,9,4,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,1,0,0,NA,NA
2021-04-28,Memphis Tigers,"Utah Valley Greenville, NC",Away,Loss,1,0,NA,1,0,0,0,15,5,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,1,2,4,7,4,15,0,2,0,0,0,90:00,0,5,1,0,0,0,0,3,0,1,NA,NA
2020-09-11,Mercer Bears,Georgia St.,Home,Loss,2,1,1OT,1,1,0,2,15,6,4,0,1,0,0,0,92:36,2,4,0,0,0,0,0,6,0,0,2,2,6,13,6,12,0,1,0,0,0,92:36,1,5,0,0,0,0,0,3,0,0,NA,NA
2020-09-17,Mercer Bears,The Citadel,Away,Draw,1,1,2OT,1,1,0,2,17,11,20,0,0,0,0,0,110:00,1,5,0,0,0,0,0,6,0,0,1,1,3,13,6,17,0,1,0,0,0,110:00,1,10,0,0,0,0,0,3,0,0,NA,NA
2020-09-24,Mercer Bears,Ga. Southern,Away,Win,0,1,NA,1,1,1,3,7,3,6,0,0,0,0,0,90:00,0,6,1,0,0,0,0,5,0,0,0,0,0,7,6,7,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,NA,NA
2020-10-09,Mercer Bears,The Citadel,Home,Loss,3,2,NA,1,2,1,5,13,7,9,0,0,0,0,0,90:00,3,7,0,0,0,0,0,7,1,1,3,3,9,13,10,10,0,1,0,0,0,90:00,2,5,0,0,0,0,0,6,1,1,NA,NA
2020-10-15,Mercer Bears,Georgia St.,Away,Loss,2,1,NA,1,1,0,2,8,2,15,0,0,0,0,0,90:00,2,4,0,0,0,0,0,6,0,0,2,1,5,10,6,10,0,1,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,NA,NA
2020-10-17,Mercer Bears,UAB,Home,Loss,2,1,NA,1,1,2,4,17,7,5,0,1,0,0,0,90:00,2,5,0,0,0,0,0,6,0,0,2,3,7,12,7,13,0,2,0,0,0,90:00,1,6,0,0,0,0,0,4,0,0,NA,NA
2021-02-07,Mercer Bears,UAB,Away,Loss,2,1,NA,1,1,1,3,6,3,10,0,0,0,0,0,90:00,2,7,0,0,0,0,0,3,0,0,2,0,4,16,9,13,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,NA,NA
2021-02-11,Mercer Bears,Wesleyan (GA),Home,Win,0,13,NA,1,13,11,37,44,28,3,0,0,0,0,0,90:00,0,1,1,1,0,0,0,7,1,1,0,0,0,2,1,3,0,0,0,0,0,90:00,13,15,0,0,0,0,0,0,0,0,NA,NA
2021-02-21,Mercer Bears,Kennesaw St.,Home,Win,0,1,NA,1,1,2,4,17,10,6,0,0,0,0,0,90:00,0,3,1,0,0,0,0,8,0,0,0,0,0,9,3,11,0,1,0,0,0,90:00,1,9,0,0,0,0,0,2,0,0,NA,NA
2021-02-28,Mercer Bears,Troy,Home,Loss,1,0,1OT,1,0,0,0,21,6,8,0,1,0,0,0,95:41,1,3,0,0,0,0,0,8,0,1,1,1,3,8,4,13,0,0,0,0,0,95:41,0,6,1,0,0,0,0,1,0,0,NA,NA
2021-03-05,Mercer Bears,Furman,Away,Loss,2,1,2OT,1,1,2,4,13,6,14,0,3,0,0,0,105:41,2,8,0,0,0,0,0,1,0,0,2,2,6,19,10,19,0,3,0,0,0,105:41,1,5,0,0,0,0,0,9,1,1,NA,NA
2021-03-07,Mercer Bears,Wofford,Away,Win,1,2,1OT,1,2,1,5,13,7,7,0,0,0,0,0,96:07,1,5,0,0,0,0,0,8,0,1,1,1,3,11,6,10,0,1,0,0,0,96:07,2,5,0,0,0,0,0,3,0,0,NA,NA
2021-03-12,Mercer Bears,The Citadel,Away,Win,1,2,1OT,1,2,2,6,14,9,12,0,1,0,0,0,91:43,1,4,0,0,0,0,0,8,1,1,1,0,2,15,5,13,0,2,0,0,0,91:43,2,7,0,0,0,0,0,6,0,0,NA,NA
2021-03-19,Mercer Bears,UNC Greensboro,Home,Win,0,1,NA,1,1,0,2,19,9,10,0,4,0,0,0,90:00,0,9,1,0,0,0,0,5,1,1,0,0,0,14,9,12,0,4,0,0,0,90:00,1,8,0,0,0,0,0,5,0,0,NA,NA
2021-03-21,Mercer Bears,VMI,Home,Win,1,3,NA,1,3,4,10,18,4,11,0,0,0,0,0,90:00,1,6,0,0,0,0,0,12,0,0,1,0,2,9,7,10,0,2,0,0,0,90:00,3,1,0,0,0,0,0,3,1,2,NA,NA
2021-03-26,Mercer Bears,Samford,Away,Loss,2,1,NA,1,1,1,3,10,5,10,0,2,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,2,1,5,11,5,15,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,1,1,NA,NA
2021-03-28,Mercer Bears,Chattanooga,Away,Loss,1,0,NA,1,0,0,0,8,1,4,0,0,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,1,1,3,8,6,15,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,NA,NA
2021-04-01,Mercer Bears,Western Caro.,Home,Win,1,3,NA,1,3,2,8,17,8,5,0,1,0,0,0,90:00,1,10,0,0,0,0,0,10,1,1,1,1,3,16,11,8,0,1,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,NA,NA
2021-04-09,Mercer Bears,Samford,Away,Loss,6,1,NA,1,1,1,3,3,2,12,0,4,0,0,0,90:00,6,8,0,0,0,0,0,4,0,0,6,5,17,14,13,17,0,2,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,NA,NA
2021-02-21,Merrimack Warriors,Maine,Home,Win,0,2,NA,1,2,2,6,11,5,9,0,0,0,0,0,90:00,0,8,1,0,0,0,0,7,0,0,0,0,0,15,8,10,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,NA,NA
