date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,defensive_goals,defensive_assists,defensive_points,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,na.x,na.y
2021-02-25,Merrimack Warriors,New Hampshire,Away,Loss,5,1,NA,1,1,0,2,5,2,5,0,1,0,0,0,90:00,5,7,0,0,0,0,0,1,0,0,5,4,14,17,12,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,6,0,0,NA,NA
2021-03-02,Merrimack Warriors,St. Francis Brooklyn,Home,Loss,3,1,NA,1,1,1,3,21,13,11,0,1,0,0,0,90:00,3,7,0,0,0,0,0,7,0,0,3,1,7,12,10,9,0,1,0,0,0,90:00,1,12,0,0,0,0,0,3,1,1,NA,NA
2021-03-09,Merrimack Warriors,Mount St. Mary's,Away,Win,0,2,NA,1,2,2,6,25,8,9,0,0,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,0,0,0,8,4,7,0,0,0,0,0,90:00,2,6,0,0,0,0,0,2,0,0,NA,NA
2021-03-16,Merrimack Warriors,Wagner,Home,Win,0,1,NA,1,1,1,3,19,12,6,0,0,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,0,0,0,4,3,7,0,0,0,0,0,90:00,1,11,0,0,0,0,0,0,0,0,NA,NA
2021-03-19,Merrimack Warriors,Fairleigh Dickinson,Away,Win,1,2,2OT,1,2,1,5,22,9,16,0,0,0,0,0,106:56,1,5,0,0,0,0,0,7,0,0,1,0,2,16,6,22,0,1,0,0,0,106:56,2,7,0,0,0,0,0,4,1,1,NA,NA
2021-03-23,Merrimack Warriors,Sacred Heart,Away,Loss,4,0,NA,1,0,0,0,9,4,9,0,1,0,0,0,90:00,4,3,0,0,0,0,0,1,0,0,4,2,10,12,7,9,0,0,0,0,0,90:00,0,4,1,1,0,0,0,7,0,0,NA,NA
2020-09-12,Miami (FL) Hurricanes,"Clemson Jacksonville, FL",Away,Loss,4,0,NA,1,0,0,0,2,2,4,0,0,0,0,0,90:00,4,5,0,0,0,0,0,1,0,0,4,6,14,20,9,5,0,0,0,0,0,90:00,0,2,1,1,0,0,0,4,0,0,NA,NA
2020-09-17,Miami (FL) Hurricanes,Louisville,Home,Loss,3,0,NA,1,0,0,0,5,1,3,0,0,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,3,2,8,12,5,6,0,0,0,0,0,90:00,0,1,1,0,0,0,0,2,0,0,NA,NA
2020-09-20,Miami (FL) Hurricanes,Notre Dame,Home,Loss,6,0,NA,1,0,0,0,3,1,4,0,1,0,0,0,90:00,6,4,0,0,0,0,0,5,0,0,6,3,15,14,10,11,0,2,0,0,0,90:00,0,1,1,1,0,0,0,10,1,1,NA,NA
2020-10-01,Miami (FL) Hurricanes,Wake Forest,Away,Loss,1,0,NA,1,0,0,0,1,1,6,0,1,0,0,0,90:00,1,7,0,0,0,0,0,3,0,0,1,1,3,22,8,10,0,0,0,0,0,90:00,0,1,1,1,0,0,0,6,0,0,NA,NA
2020-10-04,Miami (FL) Hurricanes,Virginia,Away,Loss,3,0,NA,1,0,0,0,1,1,6,0,1,0,0,0,90:00,3,7,0,0,0,0,0,1,0,0,3,3,9,17,10,4,0,0,0,0,0,90:00,0,1,1,1,0,0,0,3,0,0,NA,NA
2020-10-15,Miami (FL) Hurricanes,Virginia Tech,Away,Loss,8,2,NA,1,2,2,6,11,5,7,0,0,0,0,0,90:00,8,5,0,0,0,0,0,3,0,0,8,9,25,17,13,10,0,0,0,0,0,90:00,2,3,0,0,0,0,0,3,0,0,NA,NA
2020-10-18,Miami (FL) Hurricanes,Pittsburgh,Away,Loss,2,0,NA,1,0,0,0,8,2,8,0,0,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,2,1,5,24,8,6,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,NA,NA
2020-10-29,Miami (FL) Hurricanes,Syracuse,Home,Loss,1,0,NA,1,0,0,0,10,3,7,0,1,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,1,3,12,4,8,0,0,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,NA,NA
2020-11-01,Miami (FL) Hurricanes,Duke,Home,Loss,3,1,NA,1,1,1,3,6,2,8,0,2,0,0,0,90:00,3,4,0,0,0,0,0,3,0,0,3,2,8,12,7,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,3,0,0,NA,NA
2021-02-17,Miami (FL) Hurricanes,FGCU,Away,Draw,1,1,2OT,1,1,1,3,8,5,9,0,0,0,0,0,110:00,1,10,0,0,0,0,0,0,0,0,1,2,4,26,11,10,0,1,0,0,0,110:00,1,4,0,0,0,0,0,6,0,0,NA,NA
2021-02-28,Miami (FL) Hurricanes,Fla. Atlantic,Away,Loss,1,0,NA,1,0,0,0,7,3,7,0,1,0,0,0,90:00,1,1,0,0,0,0,0,1,0,0,1,0,2,15,2,9,0,0,0,0,0,90:00,0,3,1,0,0,0,0,8,0,0,NA,NA
2021-03-14,Miami (FL) Hurricanes,FIU,Home,Win,0,4,NA,1,4,7,15,9,5,1,0,0,0,0,0,90:00,0,6,1,1,0,0,0,6,0,0,0,0,0,13,6,6,0,0,0,0,0,90:00,4,1,0,0,0,0,0,2,0,0,NA,NA
2021-04-03,Miami (FL) Hurricanes,Florida,Home,Loss,2,0,NA,1,0,0,0,5,3,1,1,1,0,0,0,90:00,2,2,0,0,0,0,0,1,0,0,2,1,5,10,4,2,0,3,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,NA,NA
2021-03-04,Miami (OH) RedHawks,Ohio,Away,Win,0,1,NA,1,1,0,2,9,6,12,0,1,0,0,0,90:00,0,8,1,0,0,0,0,5,0,0,0,0,0,14,8,4,0,1,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,NA,NA
2021-03-07,Miami (OH) RedHawks,Buffalo,Home,Loss,5,0,NA,1,0,0,0,5,3,15,0,1,0,0,0,90:00,5,5,0,0,0,0,0,2,0,1,5,4,14,15,10,9,0,0,0,0,0,90:00,0,3,1,0,0,0,0,5,2,2,NA,NA
2021-03-14,Miami (OH) RedHawks,Kent St.,Home,Win,2,4,NA,1,4,6,14,18,12,10,0,0,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,2,3,7,11,6,13,0,0,0,0,0,90:00,4,8,0,0,0,0,0,3,0,0,NA,NA
2021-03-18,Miami (OH) RedHawks,Bowling Green,Away,Loss,2,0,NA,1,0,0,0,2,1,14,0,0,0,0,0,90:00,2,10,0,0,0,0,0,1,0,0,2,1,5,24,12,13,0,0,0,0,0,90:00,0,1,1,0,0,0,0,10,1,1,NA,NA
2021-03-21,Miami (OH) RedHawks,Akron,Away,Win,0,1,NA,1,1,1,3,7,3,9,0,0,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,0,0,0,14,6,5,0,0,0,0,0,90:00,1,2,0,0,0,0,0,1,0,1,NA,NA
2021-03-28,Miami (OH) RedHawks,Buffalo,Away,Loss,4,0,NA,1,0,0,0,3,1,6,0,1,0,0,0,90:00,4,7,0,0,0,0,0,1,0,0,4,4,12,27,11,6,0,0,0,0,0,90:00,0,1,1,1,0,0,0,3,0,0,NA,NA
2021-04-01,Miami (OH) RedHawks,Ohio,Home,Win,1,2,NA,1,2,2,6,9,7,5,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,1,1,3,16,5,8,0,0,0,0,0,90:00,2,5,0,0,0,0,0,8,0,0,NA,NA
2021-04-11,Miami (OH) RedHawks,Akron,Home,Loss,3,2,NA,1,2,3,7,18,11,9,0,1,0,0,0,90:00,3,4,0,0,0,0,0,3,0,0,3,2,8,10,7,10,0,0,0,0,0,90:00,2,9,0,0,0,0,0,4,0,0,NA,NA
2021-02-20,Michigan Wolverines,Ohio St.,Away,Draw,1,1,2OT,1,1,0,2,13,8,11,1,1,0,0,0,110:00,1,15,0,0,0,0,0,0,0,0,1,1,3,22,16,16,1,3,0,0,0,110:00,1,7,0,0,0,0,0,7,0,0,NA,NA
2021-02-25,Michigan Wolverines,Minnesota,Home,Win,0,2,NA,1,2,2,6,6,2,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,5,0,0,0,0,0,10,6,12,0,0,0,0,0,90:00,2,0,0,0,0,0,0,5,0,0,NA,NA
2021-03-01,Michigan Wolverines,Wisconsin,Home,Loss,1,0,NA,1,0,0,0,11,5,4,0,0,0,0,0,90:00,1,0,0,0,0,0,0,2,0,0,1,1,3,5,1,7,0,0,0,0,0,90:00,0,5,1,0,0,0,0,4,0,0,NA,NA
2021-03-04,Michigan Wolverines,Iowa,Away,Draw,0,0,2OT,1,0,0,0,21,9,9,0,0,0,0,0,110:00,0,3,1,0,0,0,0,7,0,0,0,0,0,9,3,14,0,0,0,0,0,110:00,0,9,1,0,0,0,0,2,0,0,NA,NA
2021-03-07,Michigan Wolverines,Nebraska,Away,Win,2,3,2OT,1,3,3,9,22,6,7,0,1,0,0,0,105:13,2,3,0,0,0,0,0,8,0,0,2,1,5,8,5,11,0,0,0,0,0,105:13,3,3,0,0,0,0,0,5,0,0,NA,NA
2021-03-13,Michigan Wolverines,Michigan St.,Home,Win,3,7,NA,1,7,5,19,22,14,6,0,0,0,0,0,90:00,3,0,0,0,0,0,0,8,0,0,3,2,8,7,3,9,0,1,0,0,0,90:00,7,7,0,0,0,0,0,2,1,1,NA,NA
2021-03-18,Michigan Wolverines,Maryland,Away,Win,0,4,NA,1,4,3,11,20,11,8,0,0,0,0,0,90:00,0,4,1,0,0,0,0,3,0,1,0,0,0,7,4,6,0,2,0,0,0,90:00,4,7,0,0,0,0,0,2,0,0,NA,NA
2021-03-21,Michigan Wolverines,Penn St.,Away,Loss,4,1,NA,1,1,1,3,17,9,7,0,2,0,0,0,90:00,4,3,0,0,0,0,0,8,0,0,4,3,11,11,7,3,0,1,0,0,0,90:00,1,8,0,0,0,0,0,8,1,1,NA,NA
2021-03-25,Michigan Wolverines,Illinois,Home,Win,0,2,NA,1,2,3,7,18,7,5,0,2,0,0,0,90:00,0,7,1,0,0,0,0,3,0,0,0,0,0,14,7,8,0,1,0,0,0,90:00,2,5,0,0,0,0,0,3,0,0,NA,NA
2021-03-28,Michigan Wolverines,Indiana,Home,Loss,2,0,NA,1,0,0,0,9,5,8,0,1,0,0,0,90:00,2,4,0,0,0,0,0,7,0,1,2,2,6,11,6,8,0,0,0,0,0,90:00,0,5,1,0,0,0,0,3,0,0,NA,NA
2021-04-03,Michigan Wolverines,Rutgers,Home,Draw,1,1,2OT,1,1,0,2,12,4,11,0,0,0,0,0,110:00,1,8,0,0,0,0,0,3,0,0,1,1,3,11,9,8,0,0,0,0,0,110:00,1,3,0,0,0,0,0,4,0,0,NA,NA
2021-02-20,Michigan St. Spartans,Maryland,Away,Draw,1,1,2OT,1,1,0,2,10,3,18,0,0,0,0,0,110:00,1,4,0,0,0,0,0,1,0,0,1,0,2,13,5,5,0,0,0,0,0,110:00,1,2,0,0,0,0,0,4,0,0,NA,NA
2021-02-25,Michigan St. Spartans,Nebraska,Home,Win,0,2,NA,1,2,2,6,6,2,9,0,1,0,0,0,90:00,0,6,1,0,0,0,0,2,0,0,0,0,0,15,6,8,0,0,0,0,0,90:00,2,0,0,0,0,0,0,6,0,0,NA,NA
2021-03-01,Michigan St. Spartans,Minnesota,Home,Loss,1,0,NA,1,0,0,0,5,2,6,0,1,0,0,0,90:00,1,7,0,0,0,0,0,2,0,0,1,1,3,16,8,10,0,1,0,0,0,90:00,0,2,1,0,0,0,0,11,0,0,NA,NA
2021-03-04,Michigan St. Spartans,Rutgers,Away,Loss,3,1,NA,1,1,1,3,4,1,5,0,0,0,0,0,90:00,3,2,0,0,0,0,0,2,0,0,3,1,7,7,4,4,0,0,0,0,0,90:00,1,0,0,0,0,0,0,6,0,0,NA,NA
2021-03-07,Michigan St. Spartans,Penn St.,Away,Loss,3,1,NA,1,1,0,2,3,2,8,0,1,0,0,0,90:00,3,6,0,0,0,0,0,1,0,0,3,3,9,16,9,6,0,0,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,NA,NA
2021-03-13,Michigan St. Spartans,Michigan,Away,Loss,7,3,NA,1,3,2,8,7,3,9,0,1,0,0,0,90:00,7,7,0,0,0,0,0,2,1,1,7,5,19,22,14,6,0,0,0,0,0,90:00,3,0,0,0,0,0,0,8,0,0,NA,NA
2021-03-21,Michigan St. Spartans,Purdue,Away,Loss,1,0,NA,1,0,0,0,6,3,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,1,1,3,18,6,13,0,0,0,0,0,90:00,0,3,1,0,0,0,0,5,0,0,NA,NA
2021-03-25,Michigan St. Spartans,Northwestern,Home,Loss,1,0,1OT,1,0,0,0,5,3,12,0,2,0,0,0,90:52,1,3,0,0,0,0,0,2,0,0,1,1,3,8,4,9,0,0,0,0,0,90:52,0,3,1,0,0,0,0,10,0,0,NA,NA
2021-03-28,Michigan St. Spartans,Illinois,Home,Loss,2,1,NA,1,1,1,3,8,2,16,0,0,0,0,0,90:00,2,0,0,0,0,0,0,2,0,0,2,2,6,3,2,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,NA,NA
2021-03-31,Michigan St. Spartans,Indiana,Away,Loss,2,1,NA,1,1,1,3,5,3,13,0,1,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,2,1,5,8,5,10,0,1,0,0,0,90:00,1,2,0,0,0,0,0,6,1,1,NA,NA
2021-04-03,Michigan St. Spartans,Ohio St.,Home,Loss,1,0,NA,1,0,0,0,10,3,13,0,0,0,0,0,90:00,1,5,0,0,0,0,0,4,0,0,1,0,2,12,6,9,0,0,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,NA,NA
2021-04-08,Michigan St. Spartans,"Rutgers Columbus, OH",Away,Loss,1,0,2OT,1,0,0,0,5,2,17,0,1,0,0,0,105:42,1,7,0,0,0,0,0,1,0,0,1,1,3,17,8,9,0,1,0,0,0,105:42,0,2,1,0,0,0,0,4,0,0,NA,NA
2021-02-26,Middle Tenn. Blue Raiders,Western Ky.,Home,Loss,3,1,NA,1,1,1,3,17,5,10,0,2,0,0,0,90:00,3,2,0,0,0,0,0,2,0,0,3,2,8,9,5,10,0,3,0,0,0,90:00,1,4,0,0,0,0,0,8,0,0,NA,NA
2021-03-05,Middle Tenn. Blue Raiders,Old Dominion,Away,Win,0,1,NA,1,1,0,2,10,4,12,0,1,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,0,0,0,12,3,7,0,2,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,NA,NA
2021-03-12,Middle Tenn. Blue Raiders,Charlotte,Home,Loss,1,0,NA,1,0,0,0,22,6,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,8,0,0,1,1,3,15,6,9,0,0,0,0,0,90:00,0,6,1,0,0,0,0,5,0,0,NA,NA
2021-03-26,Middle Tenn. Blue Raiders,FIU,Away,Win,0,3,NA,1,3,2,8,9,5,8,0,1,0,0,0,90:00,0,3,1,0,0,0,0,3,0,0,0,0,0,8,3,8,0,2,0,0,0,90:00,3,2,0,0,0,0,0,4,0,0,NA,NA
2021-04-02,Middle Tenn. Blue Raiders,Fla. Atlantic,Home,Loss,2,0,NA,1,0,0,0,14,8,8,0,1,0,0,0,90:00,2,0,0,0,0,0,0,4,0,0,2,3,7,8,2,11,0,1,0,0,0,90:00,0,8,1,0,0,0,0,6,0,0,NA,NA
2021-04-09,Middle Tenn. Blue Raiders,Marshall,Away,Win,2,7,NA,1,7,4,18,24,15,5,0,3,0,0,0,90:00,2,1,0,0,0,0,0,12,1,1,2,2,6,10,3,14,0,3,0,0,0,90:00,7,8,0,0,0,0,0,4,0,1,NA,NA
2021-02-03,Milwaukee Panthers,Robert Morris,Away,Win,1,5,NA,1,5,5,15,23,17,1,0,0,0,0,0,90:00,1,2,0,0,0,0,0,7,0,0,1,1,3,7,3,2,0,0,0,0,0,90:00,5,12,0,0,0,0,0,2,0,0,NA,NA
2021-02-10,Milwaukee Panthers,Purdue Fort Wayne,Home,Win,0,1,NA,1,1,2,4,20,8,14,0,0,0,0,0,90:00,0,1,1,0,0,0,0,12,0,0,0,0,0,6,1,8,0,2,0,0,0,90:00,1,7,0,0,0,0,0,2,0,0,NA,NA
2021-02-24,Milwaukee Panthers,Wright St.,Home,Win,0,3,NA,1,3,5,11,11,6,10,0,1,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,0,0,0,10,4,10,0,2,0,0,0,90:00,3,3,0,0,0,0,0,1,0,0,NA,NA
2021-03-03,Milwaukee Panthers,IUPUI,Home,Loss,1,0,NA,1,0,0,0,14,4,9,0,2,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,1,1,3,10,5,9,0,1,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,NA,NA
2021-03-10,Milwaukee Panthers,Cleveland St.,Away,Win,1,2,NA,1,2,1,5,12,6,16,0,2,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,1,0,2,7,5,10,0,0,0,0,0,90:00,2,4,0,0,0,0,0,4,1,1,NA,NA
2021-03-17,Milwaukee Panthers,Detroit Mercy,Home,Win,0,3,NA,1,3,3,9,13,7,8,0,0,0,0,0,90:00,0,7,1,1,0,0,0,6,0,0,0,0,0,11,7,9,0,1,0,0,0,90:00,3,4,0,0,0,0,0,1,0,0,NA,NA
2021-03-30,Milwaukee Panthers,Green Bay,Away,Win,0,6,NA,1,6,3,15,18,11,3,0,0,0,0,0,90:00,0,0,1,1,0,0,0,9,1,1,0,0,0,5,0,10,0,0,0,0,0,90:00,6,5,0,0,0,0,0,3,0,0,NA,NA
2021-04-05,Milwaukee Panthers,Oakland,Home,Win,0,1,1OT,1,1,0,2,18,3,7,0,0,0,0,0,93:28,0,4,1,0,0,0,0,8,1,1,0,0,0,11,4,11,0,1,0,0,0,93:28,1,2,0,0,0,0,0,6,0,0,NA,NA
2021-04-11,Milwaukee Panthers,IUPUI,Home,Win,0,3,NA,1,3,4,10,19,12,7,0,3,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,0,0,0,5,2,13,0,1,0,0,0,90:00,3,9,0,0,0,0,0,5,0,0,NA,NA
2021-04-17,Milwaukee Panthers,Northern Ky.,Away,Draw,0,0,3OT,1,0,0,0,15,7,9,0,0,0,0,0,110:00,0,1,1,0,0,0,0,6,0,0,0,0,0,5,1,13,0,0,0,0,0,110:00,0,7,1,0,0,0,0,2,0,0,NA,NA
2021-04-28,Milwaukee Panthers,"Elon Cary, NC",Away,Win,0,1,NA,1,1,1,3,10,6,13,0,0,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,0,0,0,6,1,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,NA,NA
2021-05-01,Milwaukee Panthers,"Florida St. Cary, NC",Away,Loss,3,0,NA,1,0,0,0,0,0,8,0,2,0,0,0,90:00,3,6,0,0,0,0,0,0,0,0,3,1,7,20,9,6,0,0,0,0,0,90:00,0,0,1,0,0,0,0,6,0,0,NA,NA
2021-02-21,Minnesota Golden Gophers,Nebraska,Home,Draw,0,0,2OT,1,0,0,0,12,2,13,0,0,0,0,0,110:00,0,4,1,1,0,0,0,9,0,0,0,0,0,6,4,12,0,1,0,0,0,110:00,0,2,1,0,0,0,0,1,0,0,NA,NA
2021-02-25,Minnesota Golden Gophers,Michigan,Away,Loss,2,0,NA,1,0,0,0,10,6,12,0,0,0,0,0,90:00,2,0,0,0,0,0,0,5,0,0,2,2,6,6,2,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,5,0,0,NA,NA
2021-03-01,Minnesota Golden Gophers,Michigan St.,Away,Win,0,1,NA,1,1,1,3,16,8,10,0,1,0,0,0,90:00,0,2,1,0,0,0,0,11,0,0,0,0,0,5,2,6,0,1,0,0,0,90:00,1,7,0,0,0,0,0,2,0,0,NA,NA
2021-03-04,Minnesota Golden Gophers,Northwestern,Home,Win,1,2,1OT,1,2,3,7,20,5,8,0,0,0,0,0,96:53,1,3,0,0,0,0,0,10,0,0,1,1,3,5,4,5,0,0,0,0,0,96:53,2,3,0,0,0,0,0,4,0,0,NA,NA
2021-03-06,Minnesota Golden Gophers,Illinois,Home,Draw,0,0,2OT,1,0,0,0,23,9,11,0,2,0,0,0,110:00,0,1,1,0,0,0,0,10,0,0,0,0,0,2,1,15,0,0,0,0,0,110:00,0,9,1,0,0,0,0,4,0,0,NA,NA
2021-03-13,Minnesota Golden Gophers,Iowa,Away,Win,0,1,NA,1,1,0,2,12,7,13,0,0,0,0,0,90:00,0,5,1,0,0,0,0,4,0,0,0,0,0,8,5,9,0,0,0,0,0,90:00,1,6,0,0,0,0,0,1,0,0,NA,NA
2021-03-18,Minnesota Golden Gophers,Penn St.,Away,Loss,3,0,NA,1,0,0,0,18,4,5,0,0,0,0,0,90:00,3,1,0,0,0,0,0,3,0,0,3,4,10,4,4,4,0,0,0,0,0,90:00,0,4,1,0,0,0,0,0,0,0,NA,NA
2021-03-21,Minnesota Golden Gophers,Rutgers,Away,Loss,1,0,NA,1,0,0,0,7,2,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,6,0,0,1,1,3,2,2,4,0,0,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,NA,NA
2021-03-25,Minnesota Golden Gophers,Purdue,Home,Win,0,1,NA,1,1,1,3,15,5,3,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,0,0,0,8,4,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,NA,NA
2021-03-28,Minnesota Golden Gophers,Maryland,Home,Win,0,1,NA,1,1,1,3,16,9,7,0,1,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,0,0,0,7,4,5,0,0,0,0,0,90:00,1,8,0,0,0,0,0,3,0,0,NA,NA
2021-04-03,Minnesota Golden Gophers,Wisconsin,Home,Draw,1,1,2OT,1,1,1,3,8,5,9,0,0,0,0,0,110:00,1,5,0,0,0,0,0,7,0,0,1,1,3,12,6,12,0,2,0,0,0,110:00,1,4,0,0,0,0,0,7,0,0,NA,NA
2021-04-11,Minnesota Golden Gophers,"Iowa Champaign, IL",Away,Loss,2,0,NA,1,0,0,0,9,4,5,0,0,0,0,0,90:00,2,0,0,0,0,0,0,6,0,0,2,0,4,5,2,8,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,NA,NA
2020-09-18,Mississippi St. Bulldogs,Auburn,Away,Draw,1,1,2OT,1,1,0,2,19,9,11,0,1,0,0,0,110:00,1,2,0,0,0,0,0,5,1,1,1,2,4,9,3,7,0,0,0,0,0,110:00,1,8,0,0,0,0,0,4,0,0,NA,NA
2020-09-25,Mississippi St. Bulldogs,Alabama,Home,Draw,1,1,2OT,1,1,0,2,11,4,11,0,1,0,0,0,110:00,1,6,0,0,0,0,0,7,0,0,1,0,2,12,7,15,1,2,0,0,0,110:00,1,3,0,0,0,0,0,4,0,0,NA,NA
2020-10-02,Mississippi St. Bulldogs,Ole Miss,Away,Win,0,1,NA,1,1,2,4,9,6,10,0,2,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,0,0,0,12,5,12,0,2,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,NA,NA
2020-10-11,Mississippi St. Bulldogs,LSU,Home,Win,1,2,NA,1,2,2,6,17,5,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,5,0,0,1,2,4,13,6,10,0,2,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,NA,NA
2020-10-16,Mississippi St. Bulldogs,Texas A&M,Away,Loss,3,0,NA,1,0,0,0,6,1,6,0,0,0,0,0,90:00,3,8,0,0,0,0,0,1,0,0,3,4,10,19,11,11,0,3,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,NA,NA
2020-10-24,Mississippi St. Bulldogs,Missouri,Home,Draw,1,1,2OT,1,1,1,3,11,4,13,0,1,0,0,0,110:00,1,4,0,0,0,0,0,4,0,0,1,2,4,13,5,16,0,3,0,0,0,110:00,1,3,0,0,0,0,0,6,0,0,NA,NA
2020-10-30,Mississippi St. Bulldogs,South Carolina,Away,Loss,2,0,NA,1,0,0,0,9,4,4,0,0,0,0,0,90:00,2,0,0,0,0,0,0,1,0,1,2,3,7,13,2,6,0,0,0,0,0,90:00,0,4,1,0,0,0,0,8,0,1,NA,NA
2020-11-06,Mississippi St. Bulldogs,Arkansas,Home,Loss,2,1,NA,1,1,2,4,11,5,9,0,2,0,0,0,90:00,2,4,0,0,0,0,0,7,0,0,2,3,7,10,6,9,0,0,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,NA,NA
2020-11-15,Mississippi St. Bulldogs,"Vanderbilt Orange Beach, AL",Away,Loss,4,0,NA,1,0,0,0,7,3,13,0,1,0,0,0,90:00,4,5,0,0,0,0,0,4,0,0,4,2,10,10,8,15,0,1,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,NA,NA
2021-02-28,Mississippi St. Bulldogs,Louisiana,Home,Win,1,3,NA,1,3,4,10,9,6,9,0,0,0,0,0,90:00,1,0,0,0,0,0,0,9,0,0,1,2,4,2,1,11,0,0,0,0,0,90:00,3,3,0,0,0,0,0,4,0,0,NA,NA
2021-03-13,Mississippi St. Bulldogs,Arkansas St.,Home,Win,0,2,NA,1,2,2,6,13,5,12,0,2,0,0,0,90:00,0,5,1,1,0,0,0,4,0,0,0,0,0,9,5,8,0,1,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,NA,NA
2021-03-20,Mississippi St. Bulldogs,Troy,Home,Win,0,2,NA,1,2,3,7,21,10,9,0,1,0,0,0,90:00,0,1,1,0,0,0,0,10,0,0,0,0,0,5,1,2,0,0,0,0,0,90:00,2,8,0,0,0,0,0,1,0,0,NA,NA
2021-04-01,Mississippi St. Bulldogs,Columbus St.,Home,Win,0,4,NA,1,4,6,14,13,6,7,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,0,0,0,11,2,11,0,0,0,0,0,90:00,4,2,0,0,0,0,0,5,0,0,NA,NA
2020-09-27,Missouri Tigers,South Carolina,Away,Loss,4,1,NA,1,1,0,2,9,5,16,1,0,0,0,0,90:00,4,3,0,0,0,0,0,4,0,0,4,2,10,19,7,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,NA,NA
2020-10-03,Missouri Tigers,Vanderbilt,Home,Win,1,2,NA,1,2,2,6,10,4,6,0,4,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,1,1,3,12,4,6,0,2,0,0,0,90:00,2,2,0,0,0,0,0,7,0,0,NA,NA
2020-10-09,Missouri Tigers,Tennessee,Away,Loss,2,1,NA,1,1,0,2,19,9,6,0,2,0,0,0,90:00,2,4,0,0,0,0,0,6,0,1,2,3,7,7,6,9,0,2,0,0,0,90:00,1,8,0,0,0,0,0,7,0,0,NA,NA
2020-10-16,Missouri Tigers,LSU,Home,Draw,1,1,2OT,1,1,1,3,19,5,14,0,1,0,0,0,110:00,1,5,0,0,0,0,0,8,0,0,1,1,3,9,6,13,0,3,0,0,0,110:00,1,4,0,0,0,0,0,0,0,0,NA,NA
