season,team,team_id,full_name,roster_name,first_name,last_name,yr,pos,number,gp,gs,goals,assists,points,shots,ground_balls,turnovers,ct,freepos_shots,freepos_goals,rc,yc,draw_controls,fouls
2026,Florida St. Seminoles,234,Harper Throop,Harper Throop,Harper,Throop,Fr,D,37.0,6.0,0.0,,,0.0,,5.0,2.0,1.0,,,,,,2.0
2026,Florida St. Seminoles,234,Mary Grace Tibbs,Mary Grace Tibbs,Mary Grace,Tibbs,Jr,D,15.0,12.0,4.0,,,0.0,1.0,7.0,1.0,12.0,,,,,1.0,10.0
2026,Florida St. Seminoles,234,Hannah Toole,Hannah Toole,Hannah,Toole,Fr,ATT,18.0,11.0,1.0,1.0,5.0,6.0,3.0,5.0,9.0,,,,,,,1.0
2026,Florida St. Seminoles,234,Brogan Wiles,Brogan Wiles,Brogan,Wiles,Fr,D,3.0,3.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Florida St. Seminoles,234,Megan Kenny,Megan Kenny,Megan,Kenny,So,M,2.0,15.0,15.0,28.0,11.0,39.0,64.0,7.0,31.0,1.0,15.0,8.0,,2.0,7.0,6.0
2026,Florida St. Seminoles,234,Lydia Ward,Lydia Ward,Lydia,Ward,So,M,40.0,13.0,13.0,17.0,8.0,25.0,32.0,15.0,14.0,8.0,7.0,6.0,,,30.0,7.0
2026,Florida St. Seminoles,234,Faith Wooters,Faith Wooters,Faith,Wooters,Sr,ATT,12.0,15.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,,,,2.0,58.0,1.0
2026,Florida St. Seminoles,234,Marleigh Sanders,Marleigh Sanders,Marleigh,Sanders,Sr,ATT,8.0,5.0,1.0,1.0,,1.0,5.0,,5.0,,,,,,,
2026,Florida St. Seminoles,234,Catrina Tobin,Catrina Tobin,Catrina,Tobin,Sr,GK,36.0,14.0,9.0,,,0.0,,11.0,,2.0,,,,,,
2026,Florida St. Seminoles,234,Julia Ward,Julia Ward,Julia,Ward,So,GK,46.0,14.0,6.0,,,0.0,,8.0,1.0,3.0,,,,,,
2026,Florida St. Seminoles,234,Sienna Cassella,Sienna Cassella,Sienna,Cassella,So,M,1.0,15.0,10.0,2.0,2.0,4.0,3.0,15.0,8.0,9.0,,,,2.0,8.0,13.0
2026,Florida St. Seminoles,234,Katie McLean,Katie McLean,Katie,McLean,Sr,D,14.0,15.0,15.0,,,0.0,,17.0,9.0,6.0,,,,1.0,1.0,10.0
2026,Florida St. Seminoles,234,Kate Christos,Kate Christos,Kate,Christos,Sr,M,10.0,15.0,9.0,3.0,,3.0,5.0,12.0,6.0,4.0,1.0,,,1.0,,6.0
2026,Florida St. Seminoles,234,Reilly Hunter,Reilly Hunter,Reilly,Hunter,Sr,D,44.0,15.0,15.0,,,0.0,1.0,13.0,6.0,4.0,,,,3.0,9.0,13.0
2026,Florida St. Seminoles,234,Jordan Conversano,Jordan Conversano,Jordan,Conversano,Sr,D,25.0,6.0,1.0,,,0.0,,3.0,,3.0,,,,1.0,,5.0
2026,Florida St. Seminoles,234,Erin Schaefer,Erin Schaefer,Erin,Schaefer,Sr,D,4.0,15.0,15.0,,1.0,1.0,1.0,30.0,11.0,8.0,,,,2.0,4.0,15.0
2026,Florida St. Seminoles,234,Superia Clark,Superia Clark,Superia,Clark,Sr,D,30.0,15.0,15.0,,,0.0,,19.0,7.0,23.0,,,,1.0,,21.0
2026,Florida St. Seminoles,234,Brooke Long,Brooke Long,Brooke,Long,So,M,32.0,14.0,3.0,8.0,6.0,14.0,21.0,6.0,7.0,2.0,5.0,4.0,,1.0,,1.0
2026,Florida St. Seminoles,234,Summer Harrell,Summer Harrell,Summer,Harrell,Fr,ATT,5.0,14.0,12.0,24.0,10.0,34.0,66.0,8.0,23.0,8.0,13.0,2.0,,3.0,1.0,3.0
2026,Florida St. Seminoles,234,Lexi Smalline,Lexi Smalline,Lexi,Smalline,So,M,31.0,8.0,0.0,,,0.0,,,2.0,1.0,,,,,,
2026,Florida St. Seminoles,234,Alyssa Deacy,Alyssa Deacy,Alyssa,Deacy,Jr,M,27.0,15.0,8.0,8.0,2.0,10.0,14.0,7.0,9.0,6.0,,,,3.0,2.0,4.0
2026,Florida St. Seminoles,234,Lola Mancuso,Lola Mancuso,Lola,Mancuso,Sr,ATT,33.0,13.0,4.0,14.0,,14.0,35.0,5.0,11.0,4.0,8.0,4.0,,,1.0,5.0
2026,Florida St. Seminoles,234,Victoria Tomonto,Victoria Tomonto,Victoria,Tomonto,So,ATT,29.0,1.0,0.0,1.0,,1.0,2.0,,,,,,,,,
2026,Furman Paladins,244,Audrey Smith,Audrey Smith,Audrey,Smith,Sr,D,26.0,10.0,3.0,,,0.0,,,1.0,,,,,,5.0,
2026,Furman Paladins,244,Gabby Bergstrom,Gabby Bergstrom,Gabby,Bergstrom,Fr,M,23.0,3.0,0.0,,,0.0,,,,,,,,,,
2026,Furman Paladins,244,Melissa Dardanello,Melissa Dardanello,Melissa,Dardanello,Fr,M,35.0,1.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Furman Paladins,244,Cassie Larsen,Cassie Larsen,Cassie,Larsen,Fr,D,1.0,12.0,2.0,,,0.0,,11.0,1.0,2.0,,,,,,6.0
2026,Furman Paladins,244,Shae Insinga,Shae Insinga,Shae,Insinga,Sr,M,43.0,14.0,14.0,42.0,3.0,45.0,74.0,14.0,12.0,5.0,5.0,4.0,,3.0,6.0,6.0
2026,Furman Paladins,244,Blaine Randolph,Blaine Randolph,Blaine,Randolph,Sr,ATT,0.0,5.0,0.0,,,0.0,2.0,1.0,1.0,1.0,2.0,,,,,
2026,Furman Paladins,244,Ayla Moffitt,Ayla Moffitt,Ayla,Moffitt,Fr,M,33.0,1.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Furman Paladins,244,Isabella Robinson,Isabella Robinson,Isabella,Robinson,Fr,M,32.0,4.0,0.0,,,0.0,,,,,,,,,,
2026,Furman Paladins,244,Maddy Hartnett,Maddy Hartnett,Maddy,Hartnett,Fr,D,31.0,3.0,0.0,,,0.0,1.0,1.0,,,,,,,,1.0
2026,Furman Paladins,244,Emily Muir,Emily Muir,Emily,Muir,Fr,ATT,40.0,14.0,0.0,17.0,3.0,20.0,35.0,3.0,8.0,2.0,1.0,,,,1.0,
2026,Furman Paladins,244,Cate Noone,Cate Noone,Cate,Noone,Fr,ATT,20.0,11.0,2.0,1.0,,1.0,2.0,,4.0,2.0,,,,,19.0,
2026,Furman Paladins,244,Bella Raynish,Bella Raynish,Bella,Raynish,So,ATT,41.0,11.0,0.0,1.0,,1.0,5.0,3.0,1.0,1.0,,,,,5.0,
2026,Furman Paladins,244,Avery Adeli,Avery Adeli,Avery,Adeli,Fr,ATT,12.0,14.0,0.0,7.0,10.0,17.0,13.0,10.0,10.0,,3.0,,,,,
2026,Furman Paladins,244,Reynolds Hester,Reynolds Hester,Reynolds,Hester,Sr,ATT,14.0,14.0,10.0,16.0,28.0,44.0,36.0,5.0,26.0,1.0,6.0,4.0,,1.0,,
2026,Furman Paladins,244,Taylor Bank,Taylor Bank,Taylor,Bank,Jr,ATT,30.0,4.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,,,,,,,
2026,Furman Paladins,244,Sam Melville,Sam Melville,Sam,Melville,So,GK,88.0,11.0,8.0,,,0.0,,12.0,1.0,1.0,,,,,,
2026,Furman Paladins,244,Allie Kandel,Allie Kandel,Allie,Kandel,Jr,M,13.0,14.0,7.0,25.0,11.0,36.0,61.0,8.0,18.0,3.0,7.0,5.0,,1.0,25.0,1.0
2026,Furman Paladins,244,Lilly Dyer,Lilly Dyer,Lilly,Dyer,Jr,D,10.0,14.0,13.0,,,0.0,,26.0,3.0,16.0,,,,1.0,,14.0
2026,Furman Paladins,244,Ally Moore,Ally Moore,Ally,Moore,Jr,ATT,27.0,2.0,1.0,,,0.0,,,,,,,,,,
2026,Furman Paladins,244,Madigan Brewer,Madigan Brewer,Madigan,Brewer,Sr,GK,55.0,8.0,4.0,,,0.0,,6.0,,,,,,,,
2026,Furman Paladins,244,Lexi Elkin,Lexi Elkin,Lexi,Elkin,So,ATT,8.0,6.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Furman Paladins,244,Abby Shearer,Abby Shearer,Abby,Shearer,Sr,D,11.0,11.0,4.0,,,0.0,,9.0,,2.0,,,,,6.0,3.0
2026,Furman Paladins,244,Rachel Sbei,Rachel Sbei,Rachel,Sbei,Jr,D,16.0,12.0,11.0,,,0.0,1.0,15.0,13.0,8.0,1.0,,,1.0,1.0,7.0
2026,Furman Paladins,244,Anna Kelly,Anna Kelly,Anna,Kelly,So,M,19.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Furman Paladins,244,Zoe Milmoe,Zoe Milmoe,Zoe,Milmoe,So,D,15.0,14.0,14.0,,1.0,1.0,3.0,27.0,11.0,17.0,,,,1.0,8.0,18.0
2026,Furman Paladins,244,Sailor Henderson,Sailor Henderson,Sailor,Henderson,Jr,GK,28.0,2.0,2.0,,,0.0,,3.0,,,,,,,,
2026,Furman Paladins,244,Lily Toole,Lily Toole,Lily,Toole,So,ATT,18.0,14.0,14.0,36.0,18.0,54.0,100.0,9.0,37.0,4.0,19.0,8.0,,1.0,5.0,2.0
2026,Furman Paladins,244,Rachel Ward,Rachel Ward,Rachel,Ward,Jr,M,29.0,14.0,0.0,2.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,,,2.0,
2026,Furman Paladins,244,Caroline Smith,Caroline Smith,Caroline,Smith,So,M,21.0,14.0,3.0,9.0,,9.0,24.0,1.0,7.0,,3.0,,,2.0,14.0,
2026,Furman Paladins,244,Marin Hodor,Marin Hodor,Marin,Hodor,So,ATT,7.0,4.0,0.0,,,0.0,1.0,,4.0,,,,,,,
2026,Furman Paladins,244,Skylar Hilmer,Skylar Hilmer,Skylar,Hilmer,Sr,D,36.0,14.0,13.0,3.0,1.0,4.0,5.0,20.0,11.0,10.0,1.0,,,,35.0,9.0
2026,Furman Paladins,244,Grace Gibson,Grace Gibson,Grace,Gibson,Sr,D,4.0,14.0,14.0,,,0.0,,15.0,10.0,9.0,,,,,1.0,11.0
2026,Furman Paladins,244,Charlotte Kent,Charlotte Kent,Charlotte,Kent,So,D,24.0,14.0,14.0,,3.0,3.0,,25.0,10.0,16.0,,,,3.0,10.0,21.0
2026,Furman Paladins,244,Caroline Rudy,Caroline Rudy,Caroline,Rudy,So,D,25.0,14.0,1.0,,,0.0,,5.0,,4.0,,,,,,3.0
2026,Furman Paladins,244,Reeve Goldstein,Reeve Goldstein,Reeve,Goldstein,So,ATT,3.0,4.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,,,,,,,
2026,Furman Paladins,244,Sophia Harcus,Sophia Harcus,Sophia,Harcus,So,D,5.0,8.0,1.0,,,0.0,,2.0,,,,,,2.0,,3.0
2026,Furman Paladins,244,Lily Mosser,Lily Mosser,Lily,Mosser,So,ATT,9.0,14.0,8.0,7.0,10.0,17.0,26.0,12.0,16.0,3.0,4.0,,,,5.0,2.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Andrea Hartman,Andrea Hartman,Andrea,Hartman,Fr,D,17.0,12.0,10.0,,1.0,1.0,,10.0,8.0,10.0,,,,3.0,4.0,9.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Isabella Adler,Isabella Adler,Isabella,Adler,Fr,M,23.0,1.0,0.0,,,0.0,,,,,,,,,1.0,
2026,Gardner-Webb Runnin' Bulldogs,1092,Alexandria Starke,Alexandria Starke,Alexandria,Starke,Fr,ATT,30.0,3.0,0.0,,1.0,1.0,,,1.0,,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Hannah Patterson,Hannah Patterson,Hannah,Patterson,Fr,D,31.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Macey Shipp,Macey Shipp,Macey,Shipp,Fr,D,18.0,2.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Addi Cook,Addi Cook,Addi,Cook,Fr,ATT,14.0,11.0,8.0,15.0,4.0,19.0,37.0,9.0,10.0,2.0,4.0,1.0,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Abby Scalia,Abby Scalia,Abby,Scalia,Fr,D,6.0,10.0,7.0,,,0.0,,6.0,3.0,4.0,,,,,9.0,6.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Jazmyn Morris,Jazmyn Morris,Jazmyn,Morris,Fr,M,9.0,12.0,12.0,16.0,2.0,18.0,36.0,8.0,18.0,8.0,5.0,3.0,,2.0,12.0,3.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Ava Jordan,Ava Jordan,Ava,Jordan,Fr,D,27.0,6.0,4.0,,,0.0,,2.0,3.0,,,,,,,1.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Ava Wellard,Ava Wellard,Ava,Wellard,Fr,D,29.0,3.0,0.0,,,0.0,,1.0,2.0,,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Ella Grace Bishop,Ella Grace Bishop,Ella Grace,Bishop,So,ATT,26.0,12.0,2.0,2.0,2.0,4.0,16.0,3.0,9.0,,4.0,1.0,,,3.0,4.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Katie Westbrook,Katie Westbrook,Katie,Westbrook,So,ATT,15.0,11.0,3.0,8.0,,8.0,16.0,5.0,11.0,,4.0,1.0,,,,2.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Jonni Saluppo,Jonni Saluppo,Jonni,Saluppo,So,M,10.0,8.0,3.0,1.0,3.0,4.0,3.0,1.0,5.0,1.0,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Jules Brown,Jules Brown,Jules,Brown,So,ATT,28.0,12.0,12.0,11.0,11.0,22.0,24.0,5.0,21.0,2.0,4.0,2.0,,1.0,,1.0
2026,Gardner-Webb Runnin' Bulldogs,1092,McKensie Gehris,McKensie Gehris,McKensie,Gehris,So,M,8.0,11.0,6.0,7.0,8.0,15.0,30.0,7.0,18.0,2.0,4.0,3.0,,,3.0,3.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Emma Meyer,Emma Meyer,Emma,Meyer,Sr,D,3.0,12.0,12.0,,,0.0,,12.0,7.0,4.0,,,,3.0,4.0,10.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Holly Martindale,Holly Martindale,Holly,Martindale,Sr,D,20.0,9.0,8.0,,,0.0,2.0,13.0,10.0,13.0,,,,,1.0,4.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Emma Anderson,Emma Anderson,Emma,Anderson,So,GK,21.0,12.0,12.0,,,0.0,,62.0,18.0,9.0,,,,,1.0,1.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Summer Carpenter,Summer Carpenter,Summer,Carpenter,Jr,D,7.0,10.0,9.0,,,0.0,,13.0,6.0,10.0,,,,1.0,,6.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Emma Duchscherer,Emma Duchscherer,Emma,Duchscherer,Sr,M,13.0,12.0,12.0,12.0,7.0,19.0,36.0,10.0,16.0,9.0,5.0,,,3.0,4.0,5.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Abby Hardiman,Abby Hardiman,Abby,Hardiman,So,M,16.0,6.0,0.0,3.0,1.0,4.0,4.0,1.0,3.0,,1.0,1.0,,,,1.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Anna Wise,Anna Wise,Anna,Wise,Jr,GK,33.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Lillian Martindale,Lillian Martindale,Lillian,Martindale,Sr,ATT,22.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Gardner-Webb Runnin' Bulldogs,1092,Abby Consaul,Abby Consaul,Abby,Consaul,Jr,D,12.0,12.0,12.0,,,0.0,,15.0,7.0,21.0,,,,1.0,1.0,11.0
2026,Gardner-Webb Runnin' Bulldogs,1092,Maddie Tredway,Maddie Tredway,Maddie,Tredway,Fr,M,1.0,12.0,12.0,21.0,9.0,30.0,51.0,12.0,42.0,8.0,9.0,6.0,,2.0,87.0,7.0
2026,George Mason Patriots,248,Emily Mowbray,Emily Mowbray,Emily,Mowbray,Sr,M,14.0,10.0,0.0,8.0,2.0,10.0,17.0,4.0,6.0,3.0,2.0,1.0,,,1.0,
2026,George Mason Patriots,248,Addison Bechler,Addison Bechler,Addison,Bechler,Fr,,17.0,13.0,0.0,10.0,4.0,14.0,30.0,5.0,7.0,3.0,8.0,6.0,,,,3.0
2026,George Mason Patriots,248,Delaney Stup,Delaney Stup,Delaney,Stup,Fr,ATT,32.0,13.0,13.0,20.0,2.0,22.0,42.0,2.0,11.0,4.0,15.0,5.0,,2.0,2.0,7.0
2026,George Mason Patriots,248,Kate Carpenter,Kate Carpenter,Kate,Carpenter,Fr,,4.0,3.0,0.0,,,0.0,,1.0,1.0,,,,,,,
2026,George Mason Patriots,248,Olivia Perry,Olivia Perry,Olivia,Perry,Fr,D,24.0,13.0,13.0,,,0.0,,16.0,1.0,8.0,,,,1.0,3.0,4.0
2026,George Mason Patriots,248,Kata Buttrey,Kata Buttrey,Kata,Buttrey,Fr,M,28.0,5.0,0.0,3.0,,3.0,5.0,2.0,2.0,,2.0,1.0,,,2.0,
2026,George Mason Patriots,248,Gracie Mullen,Gracie Mullen,Gracie,Mullen,Fr,,15.0,3.0,0.0,,,0.0,,,1.0,,,,,,,
2026,George Mason Patriots,248,Ava Clark,Ava Clark,Ava,Clark,Fr,D,18.0,4.0,0.0,,,0.0,,,,,,,,,1.0,
2026,George Mason Patriots,248,Matye Riley,Matye Riley,Matye,Riley,So,M,10.0,13.0,13.0,23.0,1.0,24.0,43.0,11.0,15.0,2.0,2.0,2.0,,3.0,3.0,7.0
2026,George Mason Patriots,248,Kaitlyn Bestick,Kaitlyn Bestick,Kaitlyn,Bestick,Sr,M,2.0,13.0,13.0,29.0,5.0,34.0,56.0,19.0,13.0,7.0,11.0,9.0,,2.0,27.0,6.0
2026,George Mason Patriots,248,Avery Smith,Avery Smith,Avery,Smith,So,ATT,13.0,1.0,0.0,,,0.0,1.0,,,,,,,,,
2026,George Mason Patriots,248,Brynn Belmont,Brynn Belmont,Brynn,Belmont,Sr,ATT,3.0,9.0,0.0,,1.0,1.0,1.0,2.0,4.0,,,,,,,
2026,George Mason Patriots,248,Giselle Torain,Giselle Torain,Giselle,Torain,So,M,12.0,13.0,13.0,11.0,4.0,15.0,27.0,13.0,13.0,6.0,6.0,3.0,,,9.0,4.0
2026,George Mason Patriots,248,Kate Anders,Kate Anders,Kate,Anders,Sr,M,16.0,13.0,13.0,44.0,12.0,56.0,102.0,15.0,30.0,5.0,20.0,9.0,,5.0,49.0,11.0
2026,George Mason Patriots,248,Regan Bestick,Regan Bestick,Regan,Bestick,Sr,GK,20.0,13.0,13.0,,,0.0,,27.0,4.0,1.0,,,,,,
2026,George Mason Patriots,248,Isabella Munz,Isabella Munz,Isabella,Munz,So,ATT,34.0,13.0,13.0,,,0.0,,1.0,4.0,1.0,,,,,44.0,1.0
2026,George Mason Patriots,248,Maya Jaeger,Maya Jaeger,Maya,Jaeger,Jr,D,5.0,7.0,0.0,,,0.0,,2.0,1.0,3.0,,,,,,1.0
2026,George Mason Patriots,248,Gabby Rizzio,Gabby Rizzio,Gabby,Rizzio,Sr,D,9.0,13.0,13.0,,,0.0,,10.0,4.0,6.0,,,,3.0,1.0,5.0
2026,George Mason Patriots,248,Maddie Holloway,Maddie Holloway,Maddie,Holloway,Sr,GK,26.0,3.0,0.0,,,0.0,,1.0,,,,,,,,
2026,George Mason Patriots,248,Margaret Harmon,Margaret Harmon,Margaret,Harmon,Sr,D,29.0,12.0,1.0,,,0.0,,11.0,3.0,9.0,,,,2.0,1.0,7.0
2026,George Mason Patriots,248,Riley Ellis,Riley Ellis,Riley,Ellis,Sr,M,19.0,13.0,13.0,,27.0,27.0,10.0,8.0,18.0,4.0,2.0,,,,2.0,1.0
2026,George Mason Patriots,248,Isabella Kellogg,Isabella Kellogg,Isabella,Kellogg,Jr,M,42.0,13.0,13.0,,,0.0,,14.0,2.0,6.0,,,,1.0,,12.0
2026,George Mason Patriots,248,Emory-Grace Reed,Emory-Grace Reed,Emory-Grace,Reed,So,D,21.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,George Mason Patriots,248,Victoria Bates,Victoria Bates,Victoria,Bates,Jr,GK,33.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,George Mason Patriots,248,Hailey Zutic,Hailey Zutic,Hailey,Zutic,Sr,D,6.0,13.0,12.0,,,0.0,,3.0,3.0,5.0,,,,3.0,,14.0
2026,George Mason Patriots,248,Zuri Crumpton,Zuri Crumpton,Zuri,Crumpton,Fr,M,8.0,7.0,0.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0
2026,George Mason Patriots,248,Maddie Charland,Maddie Charland,Maddie,Charland,Sr,ATT,1.0,1.0,0.0,,,0.0,3.0,,,,,,,,,
2026,George Washington Revolutionaries,249,Gracie Burke,Gracie Burke,Gracie,Burke,Sr,ATT,25.0,13.0,13.0,,,0.0,,1.0,,,,,,,22.0,
2026,George Washington Revolutionaries,249,Maddy Breves,Maddy Breves,Maddy,Breves,So,M,24.0,6.0,0.0,,,0.0,2.0,,1.0,,,,,,,
2026,George Washington Revolutionaries,249,Mimi Walters,Mimi Walters,Mimi,Walters,So,M,17.0,13.0,13.0,5.0,3.0,8.0,15.0,10.0,7.0,4.0,3.0,,,1.0,1.0,3.0
2026,George Washington Revolutionaries,249,Sophia Levine,Sophia Levine,Sophia,Levine,So,ATT,15.0,7.0,0.0,2.0,7.0,9.0,6.0,1.0,4.0,1.0,1.0,1.0,,,,
2026,George Washington Revolutionaries,249,Mackenzie Rotay,Mackenzie Rotay,Mackenzie,Rotay,Sr,M,3.0,13.0,13.0,5.0,10.0,15.0,20.0,13.0,8.0,5.0,4.0,1.0,,,,2.0
2026,George Washington Revolutionaries,249,Merrill Klein,Merrill Klein,Merrill,Klein,Jr,ATT,6.0,13.0,13.0,,,0.0,1.0,18.0,8.0,11.0,,,,,2.0,3.0
2026,George Washington Revolutionaries,249,Mckenna Jacobs,Mckenna Jacobs,Mckenna,Jacobs,So,M,28.0,11.0,0.0,7.0,2.0,9.0,24.0,3.0,11.0,1.0,10.0,6.0,,,,
2026,George Washington Revolutionaries,249,Parker Cranz,Parker Cranz,Parker,Cranz,Sr,D,39.0,13.0,13.0,1.0,,1.0,1.0,11.0,3.0,13.0,,,,2.0,,6.0
2026,George Washington Revolutionaries,249,Sydney Jacobstein,Sydney Jacobstein,Sydney,Jacobstein,So,D,10.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,George Washington Revolutionaries,249,Ava St. Jeanos,Ava St. Jeanos,Ava,St. Jeanos,So,M,5.0,13.0,0.0,4.0,5.0,9.0,8.0,3.0,1.0,2.0,4.0,3.0,,1.0,1.0,2.0
2026,George Washington Revolutionaries,249,Olivia Chesla,Olivia Chesla,Olivia,Chesla,Jr,DM,29.0,13.0,13.0,,,0.0,,5.0,2.0,7.0,,,,,,2.0
2026,George Washington Revolutionaries,249,Sophia Im,Sophia Im,Sophia,Im,Fr,ATT,22.0,2.0,0.0,,,0.0,,1.0,,,,,,,,
2026,George Washington Revolutionaries,249,Daisen Iwan,Daisen Iwan,Daisen,Iwan,Fr,M,16.0,13.0,13.0,17.0,3.0,20.0,39.0,16.0,8.0,5.0,6.0,5.0,,2.0,43.0,2.0
2026,George Washington Revolutionaries,249,Mia Milkowski,Mia Milkowski,Mia,Milkowski,Fr,ATT,9.0,13.0,13.0,29.0,25.0,54.0,54.0,4.0,19.0,3.0,7.0,4.0,,,1.0,
2026,George Washington Revolutionaries,249,Grace Curry,Grace Curry,Grace,Curry,Sr,ATT,27.0,13.0,13.0,59.0,,59.0,97.0,9.0,10.0,4.0,5.0,4.0,,3.0,,1.0
2026,George Washington Revolutionaries,249,Caroline Tone,Caroline Tone,Caroline,Tone,Sr,D,13.0,4.0,1.0,,,0.0,,4.0,,1.0,,,,,,
2026,George Washington Revolutionaries,249,Stella Ray,Stella Ray,Stella,Ray,Sr,M,38.0,13.0,12.0,,,0.0,1.0,23.0,5.0,14.0,1.0,,,2.0,36.0,4.0
2026,George Washington Revolutionaries,249,Carleigh Callahan,Carleigh Callahan,Carleigh,Callahan,Sr,ATT,40.0,1.0,0.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,
2026,George Washington Revolutionaries,249,Gabi Greth,Gabi Greth,Gabi,Greth,So,GK,36.0,13.0,13.0,,,0.0,,18.0,2.0,2.0,,,,,,
2026,George Washington Revolutionaries,249,Emma Curry,Emma Curry,Emma,Curry,Sr,ATT,20.0,3.0,0.0,2.0,,2.0,2.0,,,,,,,,,
2026,George Washington Revolutionaries,249,Maeve O'Neil,Maeve O'Neil,Maeve,O'Neil,Fr,ATT,5.0,1.0,0.0,,,0.0,1.0,,,,,,,,,
2026,George Washington Revolutionaries,249,Margaret Pond,Margaret Pond,Margaret,Pond,Fr,M,23.0,13.0,0.0,7.0,1.0,8.0,12.0,14.0,13.0,3.0,5.0,2.0,,,7.0,2.0
2026,George Washington Revolutionaries,249,Julia Swanson,Julia Swanson,Julia,Swanson,Fr,ATT,11.0,1.0,0.0,,,0.0,2.0,,,,1.0,,,,,
2026,George Washington Revolutionaries,249,Natalie Varona,Natalie Varona,Natalie,Varona,Fr,M,19.0,12.0,0.0,2.0,,2.0,7.0,4.0,2.0,2.0,1.0,1.0,,1.0,11.0,1.0
2026,George Washington Revolutionaries,249,Parker Febo,Parker Febo,Parker,Febo,Fr,M,4.0,13.0,13.0,28.0,8.0,36.0,75.0,6.0,16.0,7.0,19.0,9.0,,,8.0,1.0
2026,George Washington Revolutionaries,249,Riley Spalik,Riley Spalik,Riley,Spalik,Fr,D,14.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,George Washington Revolutionaries,249,Emma Carmouche,Emma Carmouche,Emma,Carmouche,Fr,M,8.0,6.0,0.0,1.0,1.0,2.0,1.0,,4.0,1.0,,,,1.0,,
2026,George Washington Revolutionaries,249,Blythe Gemmill,Blythe Gemmill,Blythe,Gemmill,Fr,GK,33.0,4.0,0.0,,,0.0,,3.0,,,,,,,,
2026,Georgetown Hoyas,251,Annie McGovern,Annie McGovern,Annie,McGovern,Jr,ATT,9.0,13.0,13.0,30.0,19.0,49.0,64.0,6.0,21.0,3.0,12.0,7.0,,1.0,,
2026,Georgetown Hoyas,251,Jacqueline Jaskiewicz,Jacqueline Jaskiewicz,Jacqueline,Jaskiewicz,Sr,M,12.0,1.0,0.0,1.0,,1.0,2.0,,,,,,,,,
2026,Georgetown Hoyas,251,Cate Parsells,Cate Parsells,Cate,Parsells,Sr,M,11.0,6.0,0.0,3.0,,3.0,4.0,1.0,1.0,,,,,,1.0,
2026,Georgetown Hoyas,251,Sydney Richter,Sydney Richter,Sydney,Richter,So,M,13.0,8.0,0.0,1.0,,1.0,3.0,3.0,2.0,1.0,,,,1.0,,1.0
2026,Georgetown Hoyas,251,Christina King,Christina King,Christina,King,So,D,34.0,13.0,13.0,,,0.0,,20.0,4.0,17.0,,,,1.0,3.0,10.0
2026,Georgetown Hoyas,251,Molly Byrne,Molly Byrne,Molly,Byrne,Sr,ATT,17.0,12.0,0.0,6.0,5.0,11.0,11.0,4.0,4.0,,4.0,1.0,,,,
2026,Georgetown Hoyas,251,Molly Battaglia,Molly Battaglia,Molly,Battaglia,Sr,ATT,21.0,3.0,0.0,1.0,1.0,2.0,2.0,,,,,,,,,
