date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y,na.x,na_2.x,na_3.x,na_4.x,na_5.x,na_6.x,na.y,na_2.y,na_3.y,na_4.y,na_5.y,na_6.y
2021-02-20,Mercer Bears,"Jacksonville Savannah, Ga.",Away,FALSE,11,12,1,1,11,6,17,42,23,0,0,32,20,3,19,28,3,150,62:38,12,17,0,0,0,0,0,20,22,0.909,NA,1,12,10,22,42,29,1,0,24,15,9,9,28,3,120,62:38,11,12,0,0,0,0,0,20,24,0.833,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,Mercer Bears,Cleveland St.,Home,FALSE,10,9,NA,1,10,5,15,42,27,1,0,24,21,9,13,21,8,330,60:00,9,10,0,0,0,0,0,15,18,0.833,NA,1,9,5,14,28,19,1,0,26,22,10,8,21,6,210,60:00,10,17,0,0,0,0,0,15,19,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Mercer Bears,North Carolina,Away,FALSE,8,16,NA,1,8,3,11,39,19,2,0,29,19,6,12,28,3,120,60:00,16,17,0,0,0,0,0,16,19,0.842,NA,1,16,8,24,45,33,1,0,30,15,12,16,28,5,300,60:00,8,11,0,0,0,0,0,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,Mercer Bears,Jacksonville,Home,FALSE,6,16,NA,1,6,4,10,34,17,0,0,22,24,21,9,25,6,180,60:00,16,19,0,0,0,0,0,20,23,0.87,NA,1,16,9,25,45,35,3,0,27,27,10,16,25,3,90,60:00,6,11,0,0,0,0,0,25,30,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Mercer Bears,Utah,Home,FALSE,15,10,NA,1,15,10,25,47,25,2,0,45,16,8,18,29,7,300,60:00,10,17,0,0,0,0,0,19,20,0.95,NA,1,10,6,16,47,27,2,0,24,12,4,11,29,4,180,60:00,15,10,0,0,0,0,0,16,19,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Mercer Bears,Air Force,Away,FALSE,15,13,NA,1,15,10,25,34,24,2,0,23,12,3,16,31,4,150,60:00,13,14,0,0,0,0,0,11,16,0.688,NA,1,13,6,19,51,27,1,0,24,8,7,15,31,3,90,60:00,15,9,0,0,0,0,0,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Mercer Bears,High Point,Away,FALSE,10,16,NA,1,10,9,19,34,23,1,0,27,19,6,15,30,4,120,60:00,16,12,0,0,0,0,0,17,18,0.944,NA,1,16,8,24,48,28,2,0,27,15,10,15,30,1,30,60:00,10,13,0,0,0,0,0,21,23,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Mercer Bears,VMI,Home,FALSE,17,9,NA,1,17,9,26,43,28,1,2,42,21,5,21,30,10,570,60:00,9,11,0,0,0,0,0,19,22,0.864,NA,1,9,6,15,40,20,2,0,27,12,5,9,30,3,90,60:00,17,11,0,0,0,0,0,17,18,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-25,Mercer Bears,Richmond,Home,FALSE,8,21,NA,1,8,6,14,26,16,1,0,23,16,12,9,31,8,690,60:00,21,15,0,0,0,0,0,19,19,1,NA,1,21,14,35,55,36,6,0,36,17,9,22,31,4,180,60:00,8,8,0,0,0,0,0,14,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,Mercer Bears,Bellarmine,Away,FALSE,8,11,NA,1,8,7,15,35,21,0,0,29,24,7,20,22,4,120,60:00,11,10,0,0,0,0,0,14,17,0.824,NA,1,11,7,18,31,21,2,0,10,13,7,2,22,1,60,60:00,8,13,0,0,0,0,0,20,24,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Merrimack Warriors,Boston U.,Home,FALSE,12,15,NA,1,12,6,18,56,29,2,0,40,13,8,14,29,6,330,60:00,15,1,0,0,0,0,0,18,20,0.9,NA,1,15,8,23,35,16,1,0,30,21,7,15,29,4,180,60:00,12,17,0,0,0,0,0,20,21,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Merrimack Warriors,UMass Lowell,Away,FALSE,16,8,NA,1,16,10,26,45,30,1,1,40,22,12,17,27,2,120,60:00,8,11,0,0,0,0,0,17,24,0.708,NA,1,8,3,11,37,19,0,0,33,26,11,10,27,1,60,60:00,16,14,0,0,0,0,0,13,23,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Merrimack Warriors,Bryant,Away,FALSE,8,20,NA,1,8,7,15,23,17,0,0,26,16,11,12,32,7,330,60:00,20,21,0,0,0,0,0,17,19,0.895,NA,1,20,10,30,61,41,3,1,31,13,9,20,32,2,90,60:00,8,9,0,0,0,0,0,19,21,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Merrimack Warriors,Wagner,Home,FALSE,11,5,NA,1,11,6,17,51,32,1,0,43,13,17,11,20,4,120,60:00,5,3,0,0,0,0,0,16,18,0.889,NA,1,5,4,9,20,8,0,0,23,29,5,9,20,4,210,60:00,11,21,0,0,0,0,0,14,23,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Merrimack Warriors,Saint Joseph's,Away,FALSE,7,9,NA,1,7,3,10,28,15,2,0,28,19,8,1,19,5,270,60:00,9,13,0,0,0,0,0,19,24,0.792,NA,1,9,6,15,42,22,1,0,35,19,13,18,19,6,270,60:00,7,8,0,0,0,0,0,16,21,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Merrimack Warriors,Bryant,Home,FALSE,10,11,NA,1,10,2,12,32,23,2,0,30,21,8,11,24,2,120,60:00,11,11,0,0,0,0,0,20,22,0.909,NA,1,11,6,17,33,22,2,0,28,20,8,13,24,5,240,60:00,10,13,0,0,0,0,0,19,21,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Merrimack Warriors,LIU,Home,FALSE,14,10,NA,1,14,4,18,39,26,2,0,27,20,10,10,28,1,30,60:00,10,14,0,0,0,0,0,18,21,0.857,NA,1,10,7,17,35,24,1,0,33,18,11,18,28,4,210,60:00,14,12,0,0,0,0,0,16,19,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Merrimack Warriors,Mount St. Mary's,Away,FALSE,12,11,NA,1,12,7,19,32,23,3,0,30,17,4,19,27,2,60,60:00,11,12,0,0,0,0,0,16,19,0.842,NA,1,11,7,18,43,23,0,0,26,10,12,8,27,5,210,60:00,12,11,0,0,0,0,0,18,20,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Merrimack Warriors,Sacred Heart,Home,FALSE,14,10,NA,1,14,8,22,43,24,1,0,31,15,7,15,27,5,240,60:00,10,9,0,0,0,0,0,20,21,0.952,NA,1,10,2,12,30,19,0,0,23,15,6,12,27,8,360,60:00,14,10,0,0,0,0,0,14,16,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Merrimack Warriors,Hobart,Away,FALSE,10,14,NA,1,10,5,15,37,20,3,0,18,16,6,8,27,5,240,60:00,14,14,0,0,0,0,0,15,21,0.714,NA,1,14,10,24,50,28,0,0,34,14,10,19,27,6,300,60:00,10,10,0,0,0,0,0,14,16,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Michigan Wolverines,Maryland,Away,FALSE,9,20,NA,1,9,4,13,32,15,1,0,25,19,2,17,33,4,180,60:00,20,10,0,0,0,0,0,12,19,0.632,NA,1,20,11,31,48,30,2,0,42,12,8,16,33,3,120,60:00,9,6,0,0,0,0,0,20,22,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Michigan Wolverines,Johns Hopkins,Home,FALSE,7,14,NA,1,7,4,11,34,13,0,0,31,21,7,12,23,4,150,60:00,14,7,0,0,0,0,0,18,22,0.818,NA,1,14,10,24,33,21,4,0,28,15,8,11,23,1,60,60:00,7,6,0,0,0,0,0,20,23,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Michigan Wolverines,Rutgers,Away,FALSE,12,22,NA,1,12,7,19,44,32,4,0,30,17,3,26,39,3,180,60:00,22,10,0,0,0,0,0,9,11,0.818,NA,1,22,16,38,43,32,2,0,26,11,8,13,39,6,360,60:00,12,20,0,0,0,0,0,21,23,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-14,Michigan Wolverines,Ohio St.,Away,FALSE,10,13,NA,1,10,3,13,39,19,1,0,34,18,6,13,26,0,0,60:00,13,11,0,0,0,0,0,19,24,0.792,NA,1,13,8,21,40,24,0,0,29,14,8,13,26,2,60,60:00,10,9,0,0,0,0,0,18,20,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Michigan Wolverines,Penn St.,Home,FALSE,14,12,NA,1,14,3,17,41,25,2,0,31,10,7,17,29,3,180,60:00,12,17,0,0,0,0,0,15,19,0.789,NA,1,12,5,17,41,29,1,0,25,10,5,12,29,5,210,60:00,14,11,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Michigan Wolverines,Ohio St.,Home,FALSE,6,14,NA,1,6,4,10,32,13,0,1,24,11,8,13,24,3,120,60:00,14,12,0,0,0,0,0,12,14,0.857,NA,1,14,4,18,46,26,0,0,26,10,4,11,24,0,0,60:00,6,7,0,0,0,0,0,14,18,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-04,Michigan Wolverines,Johns Hopkins,Away,FALSE,13,10,NA,1,13,6,19,34,21,1,0,27,20,6,12,25,3,180,60:00,10,16,0,0,0,0,0,18,20,0.9,NA,1,10,8,18,38,26,2,0,35,16,9,13,25,5,330,60:00,13,8,0,0,0,0,0,14,17,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Michigan Wolverines,Maryland,Home,FALSE,12,18,NA,1,12,9,21,32,25,3,0,26,10,4,15,32,3,180,60:00,18,9,0,0,0,0,0,16,18,0.889,NA,1,18,13,31,41,27,3,0,25,8,4,17,32,3,120,60:00,12,13,0,0,0,0,0,15,17,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-16,Michigan Wolverines,Penn St.,Away,FALSE,13,14,1,1,13,9,22,45,25,2,0,29,13,11,15,30,3,120,63:57,14,7,0,0,0,0,0,18,18,1,NA,1,14,11,25,35,21,1,0,32,18,2,15,30,4,210,63:57,13,12,0,0,0,0,0,19,22,0.864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-25,Michigan Wolverines,Rutgers,Home,FALSE,12,13,NA,1,12,8,20,49,31,1,0,39,10,7,18,29,2,90,60:00,13,10,0,0,0,0,0,18,19,0.947,NA,1,13,10,23,37,23,1,0,29,12,7,11,29,5,270,60:00,12,19,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,Michigan Wolverines,Ohio St.,Away,FALSE,15,11,NA,1,15,5,20,43,25,1,0,32,17,6,13,29,1,60,60:00,11,13,0,0,0,0,0,17,21,0.81,NA,1,11,7,18,44,24,0,0,29,13,4,16,29,1,60,60:00,15,10,0,0,0,0,0,12,17,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-06,Michigan Wolverines,"Maryland University Park, Pa.",Away,FALSE,8,16,NA,1,8,3,11,32,19,0,0,25,10,1,12,27,1,60,60:00,16,11,0,0,0,0,0,16,18,0.889,NA,1,16,11,27,46,27,0,0,31,9,5,15,27,1,60,60:00,8,11,0,0,0,0,0,18,20,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Monmouth Hawks,Manhattan,Home,FALSE,8,5,NA,1,8,6,14,34,23,2,0,27,18,10,11,16,4,210,60:00,5,9,0,0,0,0,0,20,20,1,NA,1,5,2,7,25,14,2,0,24,20,8,5,16,4,210,60:00,8,15,0,0,0,0,0,20,24,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Monmouth Hawks,Siena,Away,FALSE,7,6,2,1,7,4,11,51,33,2,0,49,18,10,13,17,2,120,68:00,6,12,0,0,0,0,0,20,23,0.87,1,1,6,4,10,31,18,1,0,32,26,6,4,17,6,240,68:00,7,26,0,0,0,0,0,21,26,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Monmouth Hawks,St. Bonaventure,Home,FALSE,13,12,NA,1,13,7,20,42,25,1,0,44,15,7,24,29,4,270,60:00,12,7,0,0,0,0,0,11,11,1,NA,1,12,6,18,26,19,1,0,16,15,5,5,29,4,150,60:00,13,12,0,0,0,0,0,16,23,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-26,Monmouth Hawks,Manhattan,Away,FALSE,8,9,2,1,8,5,13,37,19,0,1,34,23,7,17,21,7,300,67:42,9,10,0,0,0,0,0,16,17,0.941,NA,1,9,6,15,37,19,2,0,14,13,9,4,21,7,300,67:42,8,11,0,0,0,0,0,23,24,0.958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Monmouth Hawks,Quinnipiac,Home,FALSE,10,8,NA,1,10,4,14,43,27,1,0,31,12,8,8,20,4,180,60:00,8,7,0,0,0,0,0,15,17,0.882,NA,1,8,3,11,31,15,2,0,29,20,5,12,20,2,120,60:00,10,17,0,0,0,0,0,14,17,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-09,Monmouth Hawks,Detroit Mercy,Home,FALSE,9,7,NA,1,9,4,13,26,20,3,0,26,19,7,11,19,3,210,60:00,7,14,0,0,0,0,0,20,24,0.833,NA,1,7,4,11,32,21,1,0,36,17,11,8,19,4,150,60:00,9,11,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-23,Monmouth Hawks,Canisius,Away,FALSE,7,8,NA,1,7,1,8,41,20,0,0,35,21,7,12,18,5,300,60:00,8,11,0,0,0,0,0,18,21,0.857,NA,1,8,6,14,33,19,2,0,23,17,8,6,18,3,120,60:00,7,13,0,0,0,0,0,25,28,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Monmouth Hawks,Siena,Home,FALSE,12,11,NA,1,12,5,17,46,34,2,0,39,14,10,18,25,3,150,60:00,11,12,0,0,0,0,0,14,19,0.737,NA,1,11,6,17,32,23,0,0,22,15,8,7,25,2,90,60:00,12,22,0,0,0,0,0,16,22,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,Monmouth Hawks,St. Bonaventure,Home,FALSE,12,5,NA,1,12,8,20,39,25,1,0,35,16,11,17,21,5,240,60:00,5,9,0,0,0,0,0,19,20,0.95,NA,1,5,4,9,24,14,1,0,23,15,10,4,21,5,300,60:00,12,13,0,0,0,0,0,21,24,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,Monmouth Hawks,Manhattan,Away,FALSE,14,9,NA,1,14,3,17,32,20,1,0,33,21,7,20,27,2,120,60:00,9,10,0,0,0,0,0,11,13,0.846,NA,1,9,6,15,28,19,0,0,17,12,7,7,27,2,90,60:00,14,6,0,0,0,0,0,12,16,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-15,Monmouth Hawks,North Carolina,Away,FALSE,4,16,NA,1,4,1,5,35,24,1,0,29,14,6,9,24,2,90,60:00,16,13,0,0,0,0,0,19,23,0.826,NA,1,16,11,27,43,29,0,0,36,15,9,15,24,4,210,60:00,4,20,0,0,0,0,0,30,31,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-17,Mount St. Mary's Mountaineers,Delaware,Home,FALSE,10,7,NA,1,10,4,14,39,27,0,0,34,12,10,13,21,3,180,60:00,7,10,0,0,0,0,0,21,22,0.955,NA,1,7,3,10,25,17,1,0,18,17,5,8,21,0,0,60:00,10,17,0,0,0,0,0,19,23,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Mount St. Mary's Mountaineers,Navy,Away,FALSE,5,8,NA,1,5,4,9,27,17,2,0,31,21,7,11,18,4,150,60:00,8,8,0,0,0,0,0,11,21,0.524,NA,1,8,3,11,32,16,2,0,27,23,8,7,18,2,150,60:00,5,12,0,0,0,0,0,21,25,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-24,Mount St. Mary's Mountaineers,Towson,Home,FALSE,5,11,NA,1,5,0,5,33,23,0,0,33,19,13,12,20,3,180,60:00,11,3,0,0,0,0,0,18,20,0.9,NA,1,11,6,17,23,14,0,0,13,26,7,8,20,2,120,60:00,5,18,0,0,0,0,0,22,26,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Mount St. Mary's Mountaineers,UMBC,Away,FALSE,7,8,1,1,7,2,9,27,15,0,0,19,22,2,9,19,1,60,64:00,8,10,0,0,0,0,0,15,21,0.714,NA,1,8,4,12,31,18,0,0,18,17,7,10,19,1,60,64:00,7,8,0,0,0,0,0,14,17,0.824,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-02,Mount St. Mary's Mountaineers,Georgetown,Home,FALSE,5,17,NA,1,5,3,8,19,12,0,0,20,27,6,14,26,3,150,60:00,17,6,0,0,0,0,0,16,21,0.762,NA,1,17,14,31,45,23,2,0,36,21,16,12,26,2,150,60:00,5,7,0,0,0,0,0,20,21,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Mount St. Mary's Mountaineers,Hobart,Away,FALSE,9,13,NA,1,9,5,14,50,25,1,0,23,11,8,8,25,5,210,60:00,13,16,0,0,0,0,0,14,17,0.824,NA,1,13,5,18,53,29,0,0,32,15,6,17,25,3,180,60:00,9,16,0,0,0,0,0,14,19,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Mount St. Mary's Mountaineers,Hobart,Home,FALSE,9,13,NA,1,9,4,13,40,22,1,0,39,13,7,6,25,10,420,60:00,13,11,0,0,0,0,0,17,19,0.895,NA,1,13,5,18,42,24,2,0,33,19,4,19,25,3,120,60:00,9,13,0,0,0,0,0,19,23,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Mount St. Mary's Mountaineers,Saint Joseph's,Away,FALSE,13,14,1,1,13,9,22,35,22,1,0,22,15,9,11,31,8,390,60:55,14,17,0,0,0,0,0,21,23,0.913,NA,1,14,8,22,55,31,2,0,41,15,6,20,31,2,90,60:55,13,9,0,0,0,0,0,17,18,0.944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-07,Mount St. Mary's Mountaineers,VMI,Away,FALSE,16,9,NA,1,16,9,25,42,25,0,0,38,17,7,17,28,2,90,60:00,9,14,0,0,0,0,0,22,29,0.759,NA,1,9,7,16,42,23,0,0,24,11,7,11,28,2,120,60:00,16,9,0,0,0,0,0,18,23,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Mount St. Mary's Mountaineers,Merrimack,Home,FALSE,11,12,NA,1,11,7,18,43,23,0,0,26,10,12,8,27,5,210,60:00,12,11,0,0,0,0,0,18,20,0.9,NA,1,12,7,19,32,23,3,0,30,17,4,19,27,2,60,60:00,11,12,0,0,0,0,0,16,19,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-14,Mount St. Mary's Mountaineers,Sacred Heart,Home,FALSE,14,12,NA,1,14,6,20,40,27,0,0,30,16,13,10,30,5,210,60:00,12,21,0,0,0,0,0,20,27,0.741,NA,1,12,7,19,51,33,1,0,37,18,5,20,30,4,240,60:00,14,13,0,0,0,0,0,18,21,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Mount St. Mary's Mountaineers,LIU,Away,FALSE,15,17,NA,1,15,10,25,40,31,2,0,37,14,11,17,36,5,300,58:51,17,9,0,0,0,0,0,14,15,0.933,NA,1,17,10,27,42,26,1,0,36,17,5,19,36,3,150,58:51,15,16,0,0,0,0,0,17,18,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-07,Mount St. Mary's Mountaineers,Wagner,Home,FALSE,20,6,NA,1,20,14,34,53,38,3,0,48,12,13,18,30,4,180,60:00,6,13,0,0,0,0,0,23,27,0.852,NA,1,6,3,9,34,19,2,0,28,22,3,12,30,4,240,60:00,20,18,0,0,0,0,0,19,25,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,NJIT Highlanders,Delaware,Home,FALSE,4,15,NA,1,4,2,6,45,13,1,0,24,11,7,12,23,7,360,60:00,15,20,0,0,0,0,0,18,18,1,NA,1,15,8,23,53,35,2,0,35,15,9,11,23,2,60,60:00,4,9,0,0,0,0,0,24,25,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,NJIT Highlanders,Lehigh,Away,FALSE,10,24,NA,1,10,5,15,34,20,3,0,29,13,5,15,37,6,270,60:00,24,14,0,0,0,0,0,11,11,1,NA,1,24,15,39,54,38,3,0,44,8,8,22,37,5,240,60:00,10,10,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,NJIT Highlanders,Binghamton,Home,FALSE,5,11,NA,1,5,3,8,30,10,1,0,30,28,9,5,18,4,210,60:00,11,13,0,0,0,0,0,21,23,0.913,NA,1,11,7,18,32,24,0,0,38,22,12,13,18,4,180,60:00,5,5,0,0,0,0,0,17,28,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-14,NJIT Highlanders,Stony Brook,Away,FALSE,4,13,NA,1,4,3,7,22,11,0,0,20,24,5,5,21,4,210,60:00,13,19,0,0,0,0,0,18,24,0.75,NA,1,13,10,23,53,32,0,0,38,13,9,16,21,2,120,60:00,4,7,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,NJIT Highlanders,Vermont,Home,FALSE,2,17,NA,1,2,1,3,25,15,1,0,17,13,7,2,22,4,240,60:00,17,22,0,0,0,0,0,11,17,0.647,NA,1,17,14,31,76,39,2,0,34,15,4,20,22,4,240,60:00,2,13,0,0,0,0,0,11,17,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,NJIT Highlanders,UMass Lowell,Away,FALSE,14,10,NA,1,14,7,21,34,22,1,0,29,18,5,16,28,4,210,60:00,10,11,0,0,0,0,0,17,21,0.81,NA,1,10,6,16,47,21,1,0,33,13,5,12,28,6,300,60:00,14,8,0,0,0,0,0,16,19,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,NJIT Highlanders,Binghamton,Away,FALSE,9,11,NA,1,9,7,16,26,22,1,0,26,19,12,2,23,1,60,60:00,11,15,0,0,0,0,0,20,25,0.8,NA,1,11,5,16,37,26,1,0,35,19,12,21,23,6,300,60:00,9,13,0,0,0,0,0,15,16,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,NJIT Highlanders,Stony Brook,Home,FALSE,8,12,NA,1,8,5,13,24,15,1,0,31,25,4,12,23,6,300,60:00,12,18,0,0,0,0,0,17,21,0.81,NA,1,12,8,20,45,30,4,0,28,14,12,11,23,7,330,60:00,8,7,0,0,0,0,0,22,24,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,NJIT Highlanders,Hartford,Away,FALSE,9,14,NA,1,9,3,12,40,20,0,0,28,20,4,17,26,3,150,60:00,14,15,0,0,0,0,0,20,20,1,NA,1,14,10,24,43,29,1,0,30,13,10,9,26,5,240,60:00,9,11,0,0,0,0,0,29,30,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,NJIT Highlanders,UAlbany,Away,FALSE,8,18,NA,1,8,3,11,34,16,0,0,36,22,6,11,30,1,60,60:00,18,14,0,0,0,0,0,18,22,0.818,NA,1,18,14,32,47,32,0,0,43,16,8,19,30,2,90,60:00,8,8,0,0,0,0,0,22,26,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,NJIT Highlanders,UMBC,Home,FALSE,6,14,NA,1,6,4,10,42,24,0,0,26,13,9,11,24,1,30,60:00,14,12,0,0,0,0,0,19,20,0.95,NA,1,14,3,17,44,26,0,0,34,12,3,13,24,1,60,60:00,6,18,0,0,0,0,0,21,22,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Navy Midshipmen,Mount St. Mary's,Home,FALSE,8,5,NA,1,8,3,11,32,16,2,0,27,23,8,7,18,2,150,60:00,5,12,0,0,0,0,0,21,25,0.84,NA,1,5,4,9,27,17,2,0,31,21,7,11,18,4,150,60:00,8,8,0,0,0,0,0,11,21,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,Navy Midshipmen,Jacksonville,Home,FALSE,13,6,NA,1,13,5,18,31,21,2,0,43,14,9,17,23,2,90,60:00,6,9,0,0,0,0,0,16,22,0.727,NA,1,6,5,11,29,15,0,0,28,20,11,6,23,4,150,60:00,13,8,0,0,0,0,0,19,21,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-28,Navy Midshipmen,Bucknell,Home,FALSE,13,10,NA,1,13,11,24,35,23,2,0,42,15,11,9,24,7,270,60:00,10,17,0,0,0,0,0,26,29,0.897,NA,1,10,5,15,47,27,2,0,38,18,6,15,24,3,180,60:00,13,10,0,0,0,0,0,19,21,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
