Date,Team,Opponent,Home / Away,Result,Home Score,Visitor Score,Overtime,Home Goals,Home Assists,Home Points,Home Shots,Home Shots on Goal,Home Ground Balls,Home Turnovers,Home Caused Turnovers,Home Faceoffs Won,Home Faceoffs Taken,Away Goals,Away Assists,Away Points,Away Shots,Away Shots on Goal,Away Groundball's,Away  Turnovers,Away  Caused Turnovers,Away  Faceoffs Won,Away  Faceoffs Taken,Home Goals Allowed,Home Saves,Away Goals Allowed,Away Saves
2024-05-27,Notre Dame,"Maryland Philadelphia, Pa.",Away,W,15,5,NA,15,10,25,42,25,30,10,11,7,24,5,5,10,35,21,33,16,5,17,24,5,16,15,10
2024-02-03,Ohio St.,Utah,Home,L,11,8,NA,11,2,13,40,18,36,22,12,14,23,8,2,10,36,18,30,17,12,9,23,8,10,11,7
2024-02-10,Ohio St.,Cleveland St.,Home,L,13,6,NA,13,6,19,54,25,42,16,5,17,23,6,2,8,33,21,23,14,7,6,23,6,15,13,12
2024-02-13,Ohio St.,Bellarmine,Home,L,10,6,NA,10,3,13,33,18,33,21,15,10,18,6,4,10,26,14,30,22,8,8,18,6,8,10,8
2024-02-17,Ohio St.,Air Force,Away,W,12,4,NA,12,4,16,36,19,29,17,10,12,20,4,4,8,26,13,17,16,8,8,20,4,9,12,7
2024-02-25,Ohio St.,Virginia,Away,L,8,14,NA,8,5,13,39,26,30,15,7,12,26,14,8,22,48,31,36,11,10,14,26,14,17,8,18
2024-03-02,Ohio St.,Cornell,Away,W,11,15,NA,11,6,17,41,24,30,21,8,18,30,15,7,22,39,26,32,13,8,12,30,15,11,11,13
2024-03-09,Ohio St.,Notre Dame,Home,L,10,13,NA,10,5,15,43,21,30,13,10,13,27,13,9,22,36,24,31,13,8,14,27,13,11,10,11
2024-03-12,Ohio St.,Detroit Mercy,Home,W,16,10,NA,16,6,22,52,31,52,13,8,22,28,10,4,14,24,15,28,16,9,6,28,10,5,16,15
2024-03-17,Ohio St.,Denver,Home,L,6,9,NA,6,4,10,34,19,30,17,11,6,19,9,4,13,35,19,24,18,5,13,19,9,10,6,13
2024-03-24,Ohio St.,Penn St.,Home,W,9,12,NA,9,6,15,40,17,35,13,6,15,25,12,5,17,37,24,30,13,6,10,25,12,12,9,8
2024-03-30,Ohio St.,Rutgers,Away,W,14,8,NA,14,8,22,44,26,41,14,7,14,26,8,6,14,34,20,24,15,5,12,26,8,12,14,12
2024-04-06,Ohio St.,Maryland,Away,W,7,8,NA,7,3,10,23,17,17,17,8,5,18,8,4,12,35,19,26,19,8,13,18,8,11,7,10
2024-04-14,Ohio St.,Johns Hopkins,Home,L,10,11,1,10,5,15,40,18,35,16,11,14,24,11,4,15,36,22,33,16,9,10,24,11,11,10,8
2024-04-20,Ohio St.,Michigan,Home,L,12,13,NA,12,7,19,39,23,41,15,14,11,29,13,4,17,36,23,42,21,8,18,29,13,10,12,11
2024-04-27,Ohio St.,Michigan,Away,L,9,15,NA,9,5,14,35,21,29,12,6,14,28,15,5,20,48,25,27,11,7,14,28,15,10,9,12
2024-02-17,Penn,Georgetown,Home,W,9,12,NA,9,5,14,36,21,18,10,5,7,24,12,9,21,40,23,30,15,4,17,24,12,11,9,12
2024-02-20,Penn,UAlbany,Home,L,11,7,NA,11,9,20,29,20,32,18,5,9,22,7,6,13,45,24,28,15,4,13,22,7,17,11,9
2024-02-24,Penn,Delaware,Home,W,11,10,NA,11,8,19,45,26,36,17,3,18,24,10,3,13,39,26,29,6,6,6,24,10,16,11,15
2024-03-01,Penn,Duke,Away,L,14,12,NA,14,10,24,42,26,32,16,8,14,29,12,6,18,47,29,33,14,11,15,29,12,17,14,12
2024-03-03,Penn,North Carolina,Away,L,9,13,NA,9,3,12,30,19,27,12,3,8,26,13,7,20,45,25,37,10,7,18,26,13,12,9,10
2024-03-09,Penn,Villanova,Away,W,11,8,NA,11,8,19,35,20,21,17,8,5,23,8,5,13,37,24,33,19,13,18,23,8,16,11,9
2024-03-16,Penn,Brown,Home,L,11,6,NA,11,6,17,29,19,22,21,6,10,22,6,4,10,43,22,34,16,9,12,22,6,16,11,8
2024-03-19,Penn,Saint Joseph's,Home,W,7,12,NA,7,5,12,36,22,27,15,10,10,23,12,4,16,43,28,25,18,4,13,23,12,16,7,15
2024-03-23,Penn,Dartmouth,Away,W,11,8,NA,11,7,18,32,20,49,25,12,11,22,8,6,14,31,18,37,24,14,11,22,8,10,11,9
2024-03-30,Penn,Cornell,Home,W,11,10,2,11,6,17,33,22,22,16,10,12,26,10,5,15,36,27,25,18,7,14,26,10,17,11,11
2024-04-06,Penn,Yale,Away,L,9,12,NA,9,7,16,33,19,16,16,3,11,25,12,6,18,50,28,38,13,4,14,25,12,16,9,10
2024-04-13,Penn,Harvard,Home,W,15,12,NA,15,13,28,45,29,31,15,2,20,30,12,5,17,38,30,22,11,8,10,30,12,18,15,14
2024-04-20,Penn,Princeton,Away,W,10,15,NA,10,4,14,46,25,35,14,9,13,29,15,7,22,56,32,38,15,8,16,29,15,17,10,15
2024-05-03,Penn,Cornell,Away,W,13,9,NA,13,5,18,35,24,28,14,1,14,26,9,5,14,45,28,33,8,10,12,26,9,19,13,11
2024-05-05,Penn,"Princeton Ithaca, N.Y.",Away,W,11,18,NA,11,3,14,31,22,28,15,6,15,33,18,9,27,57,38,41,11,12,18,33,18,20,11,11
2024-02-03,Penn St.,Colgate,Home,L,12,13,NA,12,10,22,43,25,39,25,12,19,29,13,2,15,37,20,37,21,15,10,29,13,7,12,13
2024-02-10,Penn St.,Villanova,Home,W,18,10,NA,18,10,28,37,24,35,19,12,11,32,10,4,14,45,24,35,24,7,21,32,10,14,18,6
2024-02-17,Penn St.,Stony Brook,Away,L,14,10,NA,14,8,22,39,22,44,16,6,15,28,10,9,19,38,20,29,15,7,13,28,10,10,14,8
2024-02-24,Penn St.,Navy,Away,W,13,3,NA,13,8,21,45,27,31,15,8,9,20,3,2,5,35,18,41,19,6,11,20,3,15,13,14
2024-03-02,Penn St.,Yale,Home,W,15,14,1,15,9,24,44,30,31,13,8,13,33,14,9,23,56,31,42,16,7,20,33,14,17,15,15
2024-03-09,Penn St.,Cornell,Home,L,20,9,NA,20,12,32,48,31,30,14,9,14,33,9,7,16,40,24,33,17,10,19,33,9,15,20,11
2024-03-16,Penn St.,"Marquette Springfield, Pa.",Away,W,13,7,NA,13,8,21,52,31,32,12,4,13,24,7,4,11,38,19,18,14,6,11,24,7,12,13,18
2024-03-24,Penn St.,Ohio St.,Away,W,12,9,NA,12,5,17,37,24,30,13,6,10,25,9,6,15,40,17,35,13,6,15,25,9,8,12,12
2024-03-31,Penn St.,Maryland,Home,L,11,13,NA,11,4,15,33,20,22,17,7,11,28,13,9,22,48,29,31,12,6,17,28,13,16,11,9
2024-04-06,Penn St.,Johns Hopkins,Away,W,8,9,1,8,3,11,41,24,28,17,4,10,21,9,4,13,34,25,29,9,14,11,21,9,16,8,16
2024-04-13,Penn St.,Michigan,Home,L,14,8,NA,14,9,23,43,25,20,19,6,8,25,8,2,10,54,27,22,15,8,17,25,8,19,14,11
2024-04-19,Penn St.,Rutgers,Away,W,15,9,NA,15,9,24,35,21,30,16,9,13,28,9,5,14,38,23,27,14,11,15,28,9,14,15,6
2024-04-27,Penn St.,Rutgers,Home,L,14,8,NA,14,8,22,50,32,31,10,4,17,26,8,3,11,37,26,14,9,4,9,26,8,18,14,18
2024-05-02,Penn St.,"Maryland Columbus, Ohio",Away,W,19,9,NA,19,7,26,47,27,33,10,6,11,31,9,5,14,40,20,36,11,4,20,31,9,11,19,8
2024-05-04,Penn St.,"Michigan Columbus, Ohio",Away,L,4,16,NA,4,3,7,36,16,26,18,10,5,24,16,11,27,33,22,37,25,9,19,24,16,6,4,12
2024-05-12,Penn St.,Georgetown,Away,L,9,12,NA,9,6,15,39,19,39,18,8,13,25,12,7,19,48,25,37,12,11,12,25,12,13,9,10
2024-02-18,Princeton,Monmouth,Home,L,15,5,NA,15,8,23,49,35,38,13,14,13,24,5,3,8,29,19,32,19,7,11,24,5,14,15,20
2024-02-20,Princeton,Manhattan,Home,L,15,6,NA,15,9,24,46,31,35,15,8,15,25,6,0,6,29,14,36,21,9,10,25,6,8,15,16
2024-02-24,Princeton,Maryland,Away,L,7,13,NA,7,5,12,29,17,16,13,4,3,24,13,7,20,45,33,35,13,7,21,24,13,20,7,10
2024-03-01,Princeton,North Carolina,Away,W,15,9,NA,15,11,26,45,24,42,18,10,11,28,9,5,14,44,21,38,19,8,17,28,9,12,15,9
2024-03-03,Princeton,Duke,Away,L,8,17,NA,8,5,13,40,24,33,13,6,15,28,17,7,24,47,34,28,8,10,13,28,17,17,8,16
2024-03-10,Princeton,Rutgers,Away,W,14,8,NA,14,4,18,44,30,28,17,14,10,26,8,2,10,38,23,30,20,8,16,26,8,15,14,16
2024-03-17,Princeton,Cornell,Home,L,14,15,NA,14,5,19,48,26,38,15,14,18,32,15,10,25,46,26,40,15,9,14,32,15,11,14,12
2024-03-23,Princeton,Harvard,Away,L,14,11,NA,14,8,22,54,34,36,17,5,20,29,11,7,18,32,17,18,15,6,9,29,11,6,14,20
2024-03-30,Princeton,Dartmouth,Home,L,15,5,NA,15,9,24,55,36,31,9,9,13,24,5,0,5,30,20,21,14,6,11,24,5,15,15,21
2024-04-02,Princeton,Lehigh,Home,W,12,10,NA,12,6,18,44,22,31,12,13,8,24,10,4,14,34,21,36,17,9,16,24,10,11,12,10
2024-04-13,Princeton,Brown,Away,W,12,13,NA,12,8,20,39,26,34,19,11,14,28,13,3,16,40,26,31,16,11,14,28,13,13,12,14
2024-04-20,Princeton,Penn,Home,W,15,10,NA,15,7,22,56,32,38,15,8,16,29,10,4,14,46,25,35,14,9,13,29,10,15,15,17
2024-04-27,Princeton,Yale,Away,W,15,8,NA,15,3,18,51,25,43,17,6,21,27,8,1,9,37,24,22,9,10,6,27,8,16,15,10
2024-05-03,Princeton,"Yale Ithaca, N.Y.",Away,L,14,10,NA,14,7,21,43,30,37,15,7,20,28,10,4,14,39,26,25,13,7,8,28,10,16,14,16
2024-05-05,Princeton,"Penn Ithaca, N.Y.",Away,L,18,11,NA,18,9,27,57,38,41,11,12,18,33,11,3,14,31,22,28,15,6,15,33,11,11,18,20
2024-05-11,Princeton,Maryland,Away,L,8,16,NA,8,4,12,31,19,24,19,12,7,28,16,8,24,37,25,30,19,9,21,28,16,9,8,11
2024-02-04,Providence,Holy Cross,Away,W,12,6,NA,12,7,19,39,20,35,27,3,15,21,6,2,8,32,19,24,16,12,6,21,6,13,12,8
2024-02-10,Providence,Bryant,Home,L,13,15,NA,13,9,22,30,21,28,14,8,11,32,15,9,24,53,23,40,13,8,21,32,15,8,13,8
2024-02-17,Providence,Harvard,Away,L,7,23,NA,7,4,11,29,18,26,20,6,10,31,23,12,35,43,33,43,13,11,21,31,23,10,7,11
2024-02-24,Providence,Brown,Home,W,12,11,1,12,8,20,53,30,34,13,10,11,26,11,8,19,44,22,33,20,4,15,26,11,11,12,18
2024-03-02,Providence,Fairfield,Away,W,12,14,NA,12,7,19,47,27,21,6,6,14,30,14,10,24,28,24,21,13,4,16,30,14,10,12,15
2024-03-05,Providence,Merrimack,Home,W,17,10,NA,17,13,30,47,30,35,15,4,22,31,10,6,16,39,26,26,10,6,9,31,10,16,17,13
2024-03-09,Providence,Stony Brook,Away,L,13,12,1,13,5,18,55,32,31,11,10,12,28,12,6,18,31,22,34,22,3,16,28,12,10,13,19
2024-03-13,Providence,Duke,Away,L,6,21,NA,6,2,8,29,16,26,20,8,13,31,21,14,35,40,29,41,19,10,18,31,21,8,6,10
2024-03-23,Providence,Saint Joseph's,Home,L,12,13,1,12,7,19,30,15,18,18,3,7,29,13,6,19,56,27,34,15,3,22,29,13,14,12,3
2024-03-30,Providence,Georgetown,Home,L,10,15,NA,10,3,13,26,16,25,16,6,11,29,15,12,27,38,27,34,13,8,18,29,15,12,10,6
2024-04-06,Providence,Villanova,Away,L,15,12,NA,15,10,25,36,21,33,30,10,19,31,12,10,22,50,29,39,17,20,12,31,12,17,15,6
2024-04-13,Providence,Marquette,Away,L,13,10,NA,13,7,20,38,25,32,11,10,9,27,10,8,18,34,21,32,17,4,18,27,10,11,13,12
2024-04-20,Providence,Denver,Home,L,4,7,NA,4,1,5,28,14,25,17,9,3,14,7,3,10,38,16,32,21,10,11,14,7,9,4,10
2024-04-26,Providence,St. John's (NY),Away,L,16,13,NA,16,12,28,39,28,33,14,7,14,32,13,6,19,39,22,31,18,4,18,32,13,9,16,12
2024-05-02,Providence,"Georgetown Villanova, Pa.",Away,W,13,14,1,13,7,20,44,21,30,14,5,17,31,14,9,23,41,23,33,14,8,14,31,14,9,13,8
2024-02-10,Queens (NC),VMI,Away,W,10,14,NA,10,6,16,37,19,23,22,6,13,28,14,7,21,38,23,29,22,10,15,28,14,9,10,9
2024-02-18,Queens (NC),High Point,Home,W,8,17,NA,8,3,11,28,16,20,22,2,7,27,17,14,31,57,37,39,13,9,20,27,17,20,8,8
2024-02-24,Queens (NC),Hampton,Home,L,14,7,NA,14,11,25,50,35,39,28,12,21,25,7,3,10,35,18,24,25,13,4,25,7,11,14,21
2024-02-28,Queens (NC),St. John's (NY),Home,W,8,11,NA,8,3,11,34,17,23,14,9,10,22,11,9,20,35,22,25,16,4,12,22,11,11,8,9
2024-03-16,Queens (NC),Air Force,Away,W,10,14,NA,10,6,16,27,16,24,16,8,10,27,14,11,25,42,24,34,15,8,17,27,14,10,10,6
2024-03-20,Queens (NC),Lindenwood,Home,W,8,3,NA,8,3,11,39,25,27,18,5,7,13,3,2,5,35,21,29,19,9,6,13,3,18,8,17
2024-03-23,Queens (NC),Bellarmine,Home,W,5,12,NA,5,2,7,32,20,16,15,7,7,21,12,4,16,55,34,29,18,7,14,21,12,22,5,15
2024-03-30,Queens (NC),Detroit Mercy,Away,L,7,12,NA,7,4,11,37,19,33,22,7,16,23,12,5,17,44,25,25,12,8,7,23,12,13,7,12
2024-04-06,Queens (NC),Jacksonville,Home,W,5,19,NA,5,3,8,34,17,21,16,7,9,28,19,18,37,53,30,36,18,10,19,28,19,11,5,12
2024-04-10,Queens (NC),Cleveland St.,Away,L,7,12,NA,7,2,9,39,26,26,10,7,9,21,12,7,19,41,25,40,17,4,12,21,12,13,7,19
2024-04-13,Queens (NC),Robert Morris,Away,W,13,14,1,13,6,19,49,29,23,17,7,14,28,14,9,23,41,30,44,13,13,14,28,14,16,13,16
2024-04-20,Queens (NC),Mercer,Home,W,9,10,3,9,7,16,39,21,24,22,9,6,24,10,2,12,70,28,41,20,13,18,24,10,18,9,12
2024-04-27,Queens (NC),Utah,Away,L,8,25,NA,8,5,13,32,21,26,25,4,16,37,25,14,39,57,44,49,11,16,21,37,25,19,8,13
2024-02-10,Quinnipiac,St. John's (NY),Away,L,17,11,NA,17,9,26,33,26,28,17,5,12,30,11,6,17,52,30,27,13,5,18,30,11,19,17,9
2024-02-17,Quinnipiac,Brown,Home,L,13,7,NA,13,6,19,39,22,27,16,11,12,24,7,4,11,46,22,20,13,10,12,24,7,15,13,9
2024-02-24,Quinnipiac,Bryant,Away,L,13,10,NA,13,9,22,36,21,39,13,5,8,27,10,3,13,43,28,35,17,7,19,27,10,19,13,8
2024-03-02,Quinnipiac,Merrimack,Away,L,15,12,NA,15,9,24,49,31,33,16,6,16,31,12,7,19,47,27,34,18,5,15,31,12,15,15,16
2024-03-09,Quinnipiac,Canisius,Away,W,14,7,NA,14,7,21,35,24,28,12,6,12,25,7,3,10,45,23,26,10,4,13,25,7,16,14,10
2024-03-16,Quinnipiac,Wagner,Home,L,14,8,NA,14,11,25,45,26,25,14,9,14,26,8,4,12,35,22,24,16,9,12,26,8,14,14,12
2024-03-23,Quinnipiac,Marist,Away,L,13,10,NA,13,6,19,32,23,38,20,10,12,27,10,4,14,41,21,39,17,11,15,27,10,11,13,10
2024-03-27,Quinnipiac,Manhattan,Away,W,12,15,NA,12,4,16,45,24,43,13,4,15,30,15,6,21,39,27,25,9,6,15,30,15,12,12,12
2024-03-30,Quinnipiac,Mount St. Mary's,Home,W,15,10,NA,15,4,19,42,27,24,12,4,16,29,10,4,14,35,23,20,12,7,13,29,10,13,15,12
2024-04-06,Quinnipiac,Siena,Away,W,10,13,NA,10,9,19,25,13,16,17,2,8,27,13,9,22,48,30,31,7,6,19,27,13,17,10,3
2024-04-10,Quinnipiac,Sacred Heart,Home,L,12,13,NA,12,6,18,36,24,21,13,4,9,27,13,5,18,68,35,32,13,5,18,27,13,22,12,12
2024-04-13,Quinnipiac,VMI,Home,W,13,12,NA,13,8,21,38,23,28,14,7,12,28,12,7,19,33,29,29,11,7,16,28,12,17,13,10
2024-04-20,Quinnipiac,LIU,Away,L,9,10,1,9,4,13,48,28,25,18,13,7,22,10,9,19,37,25,29,20,12,15,22,10,15,9,19
2024-04-27,Quinnipiac,Manhattan,Away,W,13,14,NA,13,9,22,34,24,33,8,5,8,30,14,9,23,46,25,31,9,3,22,30,14,11,13,11
2024-02-03,Richmond,Maryland,Home,L,11,12,2,11,6,17,36,24,26,16,6,12,29,12,7,19,36,22,27,17,8,17,29,12,10,11,13
2024-02-10,Richmond,"Robert Morris North Bethesda, Md.",Away,W,23,7,NA,23,13,36,54,36,35,13,13,16,34,7,3,10,20,14,20,23,3,18,34,7,7,23,13
2024-02-17,Richmond,Virginia,Home,L,10,14,NA,10,6,16,36,22,27,19,5,11,26,14,13,27,47,31,30,12,5,15,26,14,17,10,12
2024-02-24,Richmond,St. John's (NY),Home,L,18,2,NA,18,10,28,52,36,34,16,9,17,24,2,1,3,38,20,25,18,6,7,24,2,18,18,18
2024-03-02,Richmond,Binghamton,Home,W,19,10,NA,19,11,30,59,34,26,7,12,17,32,10,5,15,34,21,25,19,2,15,32,10,11,19,15
2024-03-08,Richmond,UMBC,Away,W,13,4,NA,13,7,20,45,27,33,15,4,13,21,4,3,7,29,19,23,14,9,8,21,4,15,13,14
2024-03-12,Richmond,Bucknell,Away,W,17,5,NA,17,11,28,31,24,32,23,9,13,26,5,1,6,35,17,35,23,15,13,26,5,12,17,7
2024-03-16,Richmond,Duke,Home,W,3,12,NA,3,2,5,30,15,20,17,5,11,19,12,8,20,44,21,23,13,7,8,19,12,9,3,12
2024-03-23,Richmond,Georgetown,Home,W,8,14,NA,8,6,14,41,22,25,11,7,12,26,14,10,24,27,24,33,18,7,14,26,14,10,8,14
2024-03-30,Richmond,St. Bonaventure,Away,W,19,8,NA,19,9,28,49,30,37,17,15,14,31,8,3,11,28,14,24,23,8,17,31,8,6,19,11
2024-04-06,Richmond,Hobart,Home,L,21,8,NA,21,13,34,52,35,60,13,15,15,31,8,6,14,33,17,32,23,4,16,31,8,9,21,14
2024-04-13,Richmond,High Point,Away,L,9,5,NA,9,4,13,29,18,33,17,12,2,17,5,2,7,42,17,27,18,12,15,17,5,12,9,9
2024-04-20,Richmond,Massachusetts,Away,L,14,12,NA,14,7,21,39,26,38,15,9,15,29,12,10,22,40,25,32,14,8,14,29,12,13,14,12
2024-04-27,Richmond,Saint Joseph's,Home,W,9,10,NA,9,4,13,33,17,28,18,10,9,21,10,8,18,38,19,25,16,13,12,21,10,9,9,8
2024-05-02,Richmond,"High Point Amherst, Mass.",Away,L,11,10,NA,11,7,18,47,22,33,14,8,8,25,10,6,16,41,20,38,21,8,17,25,10,10,11,11
2024-05-04,Richmond,"Saint Joseph's Amherst, Mass.",Away,W,13,17,NA,13,7,20,38,27,44,18,11,19,33,17,12,29,42,27,43,18,9,14,33,17,10,13,14
2024-02-10,Robert Morris,"Richmond North Bethesda, Md.",Away,L,7,23,NA,7,3,10,20,14,20,23,3,18,34,23,13,36,54,36,35,13,13,16,34,23,13,7,7
2024-02-20,Robert Morris,St. Bonaventure,Away,L,16,11,NA,16,9,25,43,30,31,18,9,18,31,11,6,17,31,23,30,21,8,13,31,11,12,16,14
2024-02-24,Robert Morris,Canisius,Home,L,8,9,1,8,4,12,40,23,25,17,10,9,20,9,2,11,36,16,26,20,10,11,20,9,7,8,15
2024-03-02,Robert Morris,Hobart,Away,W,10,15,NA,10,1,11,35,21,20,16,9,7,28,15,10,25,52,26,36,18,8,21,28,15,11,10,11
2024-03-05,Robert Morris,Virginia,Away,L,7,16,NA,7,4,11,35,23,40,23,6,10,26,16,10,26,54,33,51,20,14,16,26,16,17,7,16
2024-03-16,Robert Morris,Jacksonville,Away,L,9,13,NA,9,1,10,32,23,11,14,4,12,26,13,8,21,39,26,35,12,7,14,26,13,13,9,14
2024-03-20,Robert Morris,Detroit Mercy,Home,W,13,12,1,13,9,22,50,30,41,17,8,23,27,12,7,19,38,26,16,16,7,4,27,12,14,13,17
2024-03-23,Robert Morris,Cleveland St.,Away,L,6,13,NA,6,6,12,37,17,30,28,10,14,23,13,6,19,35,19,31,24,6,9,23,13,6,6,11
2024-03-30,Robert Morris,Mercer,Home,L,15,7,NA,15,9,24,46,31,36,16,9,18,25,7,5,12,31,18,20,19,8,7,25,7,11,15,16
2024-04-05,Robert Morris,Utah,Away,L,6,14,NA,6,3,9,32,13,32,24,8,11,23,14,9,23,49,30,36,15,15,12,23,14,16,6,7
2024-04-10,Robert Morris,Bellarmine,Away,W,12,15,NA,12,8,20,44,27,36,23,7,15,30,15,8,23,49,31,28,21,10,15,30,15,16,12,15
2024-04-13,Robert Morris,Queens (NC),Home,W,14,13,1,14,9,23,41,30,44,13,13,14,28,13,6,19,49,29,23,17,7,14,28,13,16,14,16
2024-04-20,Robert Morris,Lindenwood,Away,W,10,9,NA,10,7,17,37,24,39,22,10,17,22,9,6,15,35,24,21,13,8,5,22,9,15,10,14
2024-04-27,Robert Morris,Air Force,Home,L,11,14,NA,11,6,17,45,24,34,15,11,13,29,14,8,22,38,24,35,18,6,16,29,14,10,11,13
2024-04-30,Robert Morris,"Jacksonville USAF Academy, Colo.",Away,W,12,17,NA,12,4,16,43,27,24,12,6,16,32,17,12,29,47,25,35,17,7,16,32,17,8,12,15
2024-02-03,Rutgers,Lehigh,Home,W,14,12,NA,14,9,23,38,24,32,14,3,18,30,12,2,14,40,22,22,11,4,12,30,12,10,14,10
2024-02-10,Rutgers,Stony Brook,Away,L,16,12,NA,16,9,25,43,29,41,14,9,21,32,12,10,22,41,21,29,14,5,11,32,12,9,16,13
2024-02-17,Rutgers,Army West Point,Home,W,7,16,NA,7,2,9,28,15,23,17,5,10,27,16,9,25,42,30,36,15,7,17,27,16,14,7,8
2024-02-24,Rutgers,Loyola Maryland,Away,W,13,5,NA,13,6,19,46,27,28,11,4,15,22,5,1,6,37,20,23,12,8,7,22,5,15,13,14
2024-03-02,Rutgers,Hofstra,Home,L,13,8,NA,13,5,18,46,25,25,11,5,8,23,8,5,13,33,19,27,18,4,15,23,8,11,13,12
2024-03-05,Rutgers,Detroit Mercy,Home,L,17,5,NA,17,7,24,53,29,39,12,8,15,26,5,2,7,26,14,25,19,7,11,26,5,9,17,12
2024-03-10,Rutgers,Princeton,Home,W,8,14,NA,8,2,10,38,23,30,20,8,16,26,14,4,18,44,30,28,17,14,10,26,14,16,8,15
2024-03-16,Rutgers,Massachusetts,Home,L,10,9,NA,10,5,15,50,26,32,10,7,14,23,9,7,16,39,28,25,10,4,9,23,9,19,10,16
2024-03-24,Rutgers,Johns Hopkins,Home,W,8,13,NA,8,5,13,35,21,28,10,9,12,23,13,7,20,33,23,19,14,2,11,23,13,10,8,13
2024-03-30,Rutgers,Ohio St.,Home,W,8,14,NA,8,6,14,34,20,24,15,5,12,26,14,8,22,44,26,41,14,7,14,26,14,12,8,12
2024-04-07,Rutgers,Michigan,Away,L,9,7,NA,9,5,14,40,21,22,16,3,9,20,7,6,13,46,26,25,8,14,11,20,7,19,9,12
2024-04-13,Rutgers,Maryland,Away,L,6,11,NA,6,4,10,36,21,25,13,6,10,21,11,7,18,30,25,32,15,6,11,21,11,14,6,15
2024-04-19,Rutgers,Penn St.,Home,W,9,15,NA,9,5,14,38,23,27,14,11,15,28,15,9,24,35,21,30,16,9,13,28,15,6,9,14
2024-04-27,Rutgers,Penn St.,Away,L,8,14,NA,8,3,11,37,26,14,9,4,9,26,14,8,22,50,32,31,10,4,17,26,14,18,8,18
2024-02-04,Sacred Heart,Stony Brook,Home,L,14,17,NA,14,10,24,43,30,33,15,5,21,35,17,11,28,37,25,28,14,8,14,35,17,8,14,16
2024-02-10,Sacred Heart,Merrimack,Away,W,10,11,NA,10,7,17,51,26,31,18,4,14,24,11,5,16,37,25,23,13,9,10,24,11,14,10,16
2024-02-17,Sacred Heart,Holy Cross,Away,L,9,10,NA,9,7,16,37,21,29,19,8,9,23,10,4,14,33,21,30,22,5,14,23,10,11,9,12
2024-02-21,Sacred Heart,Fairfield,Home,L,13,9,NA,13,6,19,41,23,37,24,11,20,25,9,5,14,42,20,27,15,9,5,26,9,11,13,10
2024-02-25,Sacred Heart,Le Moyne,Home,L,15,7,NA,15,8,23,43,23,31,14,8,11,24,7,4,11,42,21,25,17,2,13,24,7,14,15,8
2024-03-02,Sacred Heart,Drexel,Away,L,6,12,NA,6,2,8,33,19,16,19,3,5,21,12,7,19,47,30,30,10,5,16,21,12,18,6,13
2024-03-09,Sacred Heart,Siena,Home,L,18,8,NA,18,9,27,46,29,30,14,6,15,30,8,3,11,40,22,28,15,3,15,30,8,14,18,11
2024-03-16,Sacred Heart,Manhattan,Home,W,14,12,NA,14,7,21,47,30,31,11,1,16,30,12,7,19,38,26,25,11,7,14,30,12,14,14,16
2024-03-23,Sacred Heart,VMI,Away,W,18,8,NA,18,6,24,53,29,33,17,7,20,29,8,5,13,32,20,23,21,9,9,29,8,12,18,11
2024-03-27,Sacred Heart,Marist,Home,L,12,7,NA,12,8,20,50,26,31,15,6,8,21,7,2,9,32,15,23,17,2,13,21,7,8,12,14
2024-03-30,Sacred Heart,LIU,Away,W,17,6,NA,17,7,24,53,27,34,16,7,16,26,6,4,10,32,16,17,14,10,10,26,6,10,17,10
2024-04-06,Sacred Heart,Wagner,Home,L,19,6,NA,19,14,33,48,27,36,14,6,19,29,6,1,7,33,22,25,13,6,10,29,6,16,19,8
2024-04-10,Sacred Heart,Quinnipiac,Away,L,13,12,NA,13,5,18,68,35,32,13,5,18,27,12,6,18,36,24,21,13,4,9,27,12,12,13,22
2024-04-13,Sacred Heart,Mount St. Mary's,Away,W,16,5,NA,16,10,26,45,23,28,14,8,12,24,5,2,7,41,14,29,15,6,12,24,5,9,16,7
2024-04-20,Sacred Heart,Canisius,Away,L,13,12,NA,13,6,19,44,25,41,18,8,12,29,12,5,17,41,18,37,22,8,17,29,12,6,13,12
2024-05-02,Sacred Heart,"Siena Riverdale, NY",Away,L,15,13,NA,15,7,22,40,24,32,19,5,14,32,13,7,20,54,32,33,9,11,18,32,13,19,15,9
2024-05-04,Sacred Heart,Manhattan,Away,W,11,5,NA,11,10,21,28,20,34,15,9,9,20,5,3,8,37,20,24,13,8,11,20,5,15,11,9
2024-05-08,Sacred Heart,UAlbany,Away,L,7,13,NA,7,5,12,36,19,30,12,6,9,23,13,5,18,36,26,38,12,5,14,23,13,13,7,12
2024-02-06,Saint Joseph's,"Boston U. Westport, Conn.",Away,W,10,14,NA,10,5,15,45,28,34,15,14,13,28,14,7,21,36,21,35,22,10,15,28,14,7,10,18
2024-02-17,Saint Joseph's,Duke,Away,W,10,19,NA,10,6,16,40,25,25,16,7,7,31,19,10,29,39,27,46,19,15,24,31,19,8,10,15
2024-02-23,Saint Joseph's,Towson,Home,W,7,15,NA,7,4,11,44,20,28,16,11,11,24,15,6,21,30,19,27,15,9,13,24,15,4,7,13
2024-03-03,Saint Joseph's,Air Force,Home,W,15,11,NA,15,9,24,35,25,28,18,7,17,29,11,7,18,34,24,31,18,7,12,29,11,13,15,10
