date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y
2020-02-29,Robert Morris Colonials,High Point,Home,FALSE,15,11,NA,1,15,10,25,40,25,1,0,42,19,12,15,29,2,120,60:00,11,11,0,0,0,0,0,18,22,0.818,NA,1,11,7,18,41,22,2,0,32,18,13,14,29,2,60,60:00,15,10,0,0,0,0,0,19,21,0.905,NA
2020-03-04,Robert Morris Colonials,Detroit Mercy,Away,FALSE,16,13,NA,1,16,10,26,42,32,1,1,35,18,13,11,32,3,150,60:00,13,9,0,0,0,0,0,18,19,0.947,NA,1,13,6,19,39,22,0,1,40,23,4,21,32,7,300,60:00,16,16,0,0,0,0,0,14,21,0.667,NA
2020-03-07,Robert Morris Colonials,Marquette,Away,FALSE,11,10,NA,1,11,7,18,42,24,0,0,33,14,9,16,25,2,90,60:00,10,7,0,0,0,0,0,15,17,0.882,NA,1,10,5,15,32,17,0,0,23,12,7,9,25,1,60,60:00,11,13,0,0,0,0,0,18,20,0.9,NA
2020-02-01,Rutgers Scarlet Knights,Quinnipiac,Home,FALSE,20,9,NA,1,20,12,32,58,36,2,1,41,19,11,20,33,3,120,60:00,9,13,0,0,0,0,0,20,23,0.87,NA,1,9,4,13,32,22,0,0,31,25,7,13,33,4,180,60:00,20,16,0,0,0,0,0,13,20,0.65,NA
2020-02-08,Rutgers Scarlet Knights,St. John's (NY),Home,FALSE,17,10,NA,1,17,7,24,48,23,1,0,23,9,9,6,31,2,120,60:00,10,14,0,0,0,0,0,23,24,0.958,NA,1,10,5,15,48,24,1,0,39,18,4,25,31,2,60,60:00,17,6,0,0,0,0,0,12,15,0.8,NA
2020-02-15,Rutgers Scarlet Knights,Army West Point,Away,FALSE,4,15,NA,1,4,3,7,36,22,1,0,20,15,5,7,22,3,90,60:00,15,6,0,0,0,0,0,15,17,0.882,NA,1,15,12,27,39,21,0,0,37,22,8,15,22,3,150,60:00,4,18,0,0,0,0,0,18,23,0.783,NA
2020-02-22,Rutgers Scarlet Knights,Loyola Maryland,Away,FALSE,10,11,NA,1,10,6,16,26,20,0,0,20,11,6,2,25,2,60,60:00,11,16,0,0,0,0,0,18,21,0.857,NA,1,11,5,16,48,27,0,0,39,15,6,23,25,2,90,60:00,10,10,0,0,0,0,0,16,16,1,NA
2020-02-29,Rutgers Scarlet Knights,Stony Brook,Home,FALSE,13,14,NA,1,13,8,21,42,21,1,0,28,14,7,10,30,6,330,60:00,14,15,0,0,0,0,0,17,22,0.773,NA,1,14,5,19,51,29,1,0,35,16,5,20,30,3,150,60:00,13,8,0,0,0,0,0,14,15,0.933,NA
2020-03-07,Rutgers Scarlet Knights,Princeton,Away,FALSE,11,16,NA,1,11,5,16,32,21,2,0,24,15,11,12,31,3,150,60:00,16,9,0,0,0,0,0,10,13,0.769,NA,1,16,6,22,37,25,1,0,38,20,9,19,31,3,150,60:00,11,10,0,0,0,0,0,16,21,0.762,NA
2020-02-09,Sacred Heart Pioneers,Hartford,Home,FALSE,14,11,NA,1,14,12,26,41,23,3,0,27,21,10,14,28,5,210,60:00,11,14,0,0,0,0,0,24,25,0.96,NA,1,11,7,18,44,25,1,0,28,15,13,14,28,5,240,60:00,14,9,0,0,0,0,0,16,20,0.8,NA
2020-02-15,Sacred Heart Pioneers,Bucknell,Away,FALSE,11,14,NA,1,11,7,18,43,28,1,0,35,25,11,12,29,1,30,60:00,14,19,0,0,0,0,0,18,29,0.621,NA,1,14,11,25,56,33,1,0,44,18,17,17,29,3,150,60:00,11,17,0,0,0,0,0,16,23,0.696,NA
2020-02-18,Sacred Heart Pioneers,Brown,Away,FALSE,7,20,NA,1,7,3,10,34,21,2,0,26,20,4,12,28,4,210,60:00,20,10,0,0,0,0,0,16,19,0.842,NA,1,20,15,35,54,30,3,0,38,16,15,16,28,4,210,60:00,7,14,0,0,0,0,0,24,26,0.923,NA
2020-02-29,Sacred Heart Pioneers,UMBC,Away,FALSE,6,13,NA,1,6,2,8,36,23,0,1,28,21,5,4,23,6,330,60:00,13,12,0,0,0,0,0,24,29,0.828,NA,1,13,8,21,44,25,3,0,40,18,12,19,23,3,90,60:00,6,17,0,0,0,0,0,23,26,0.885,NA
2020-03-03,Sacred Heart Pioneers,"Stony Brook S. Huntington, N.Y.",Away,FALSE,12,13,1,1,12,4,16,47,23,1,0,32,24,8,14,28,4,180,63:30,13,18,0,0,0,0,0,17,25,0.68,NA,1,13,9,22,48,31,1,0,42,17,9,14,28,2,90,63:30,12,11,0,0,0,0,0,14,16,0.875,1
2020-03-07,Sacred Heart Pioneers,Providence,Home,FALSE,8,14,NA,1,8,1,9,37,24,0,0,23,12,9,10,26,5,180,60:00,14,18,0,0,0,0,0,17,18,0.944,NA,1,14,6,20,46,32,3,0,35,11,10,16,26,1,30,60:00,8,16,0,0,0,0,0,20,20,1,NA
2020-02-09,Saint Joseph's Hawks,St. Bonaventure,Away,FALSE,15,8,NA,1,15,10,25,48,28,1,0,46,19,6,24,27,6,300,60:00,8,6,0,0,0,0,0,16,18,0.889,NA,1,8,4,12,34,14,2,0,18,14,6,3,27,4,210,60:00,15,13,0,0,0,0,0,18,20,0.9,NA
2020-02-15,Saint Joseph's Hawks,Penn St.,Away,FALSE,4,19,NA,1,4,3,7,30,16,1,0,23,22,5,13,27,1,30,60:00,19,12,0,0,0,0,0,15,21,0.714,NA,1,19,13,32,42,31,1,0,36,17,7,14,27,4,120,60:00,4,12,0,0,0,0,0,26,27,0.963,NA
2020-02-18,Saint Joseph's Hawks,Delaware,Home,FALSE,11,8,NA,1,11,6,17,32,20,2,0,27,18,7,14,22,3,150,60:00,8,18,0,0,0,0,0,21,22,0.955,NA,1,8,5,13,42,26,2,0,21,11,3,8,22,5,210,60:00,11,9,0,0,0,0,0,18,19,0.947,NA
2020-02-22,Saint Joseph's Hawks,Providence,Home,FALSE,10,8,NA,1,10,6,16,36,21,0,0,31,19,8,19,22,3,120,60:00,8,8,0,0,0,0,0,19,19,1,NA,1,8,5,13,34,16,2,0,22,13,8,3,22,2,90,60:00,10,11,0,0,0,0,0,24,25,0.96,NA
2020-02-29,Saint Joseph's Hawks,Monmouth,Away,FALSE,10,3,NA,1,10,7,17,35,23,0,0,43,18,11,14,16,2,90,60:00,3,12,0,0,0,0,0,22,26,0.846,NA,1,3,0,3,29,15,0,0,27,16,12,2,16,5,240,60:00,10,13,0,0,0,0,0,26,27,0.963,NA
2020-03-06,Saint Joseph's Hawks,Drexel Philadelphia,Away,FALSE,10,9,NA,1,10,5,15,35,16,0,0,32,24,5,16,23,5,180,60:00,9,20,0,0,0,0,0,23,30,0.767,NA,1,9,6,15,51,29,1,0,38,15,13,7,23,4,120,60:00,10,6,0,0,0,0,0,22,25,0.88,NA
2020-03-08,Saint Joseph's Hawks,Penn,Home,FALSE,12,13,NA,1,12,9,21,41,29,1,0,28,11,10,6,27,5,210,60:00,13,19,0,0,0,0,0,20,21,0.952,NA,1,13,9,22,54,32,0,0,44,15,6,21,27,6,330,60:00,12,17,0,0,0,0,0,14,16,0.875,NA
2020-02-08,Siena Saints,LIU,Home,FALSE,14,12,NA,1,14,5,19,49,32,1,0,34,17,14,15,30,6,270,60:00,12,12,0,0,0,0,0,22,26,0.846,NA,1,12,10,22,33,24,1,0,33,23,4,15,30,3,150,60:00,14,18,0,0,0,0,0,18,24,0.75,NA
2020-02-15,Siena Saints,Hobart,Away,FALSE,9,26,NA,1,9,9,18,40,20,1,0,22,15,6,15,38,4,210,60:00,26,17,0,0,0,0,0,13,17,0.765,NA,1,26,15,41,68,43,3,0,49,13,11,23,38,6,300,60:00,9,11,0,0,0,0,0,18,20,0.9,NA
2020-02-22,Siena Saints,UMass Lowell,Home,FALSE,15,16,NA,1,15,9,24,43,26,1,0,36,19,8,10,33,3,150,60:00,16,15,0,0,0,0,0,17,22,0.773,NA,1,16,11,27,51,31,0,0,39,17,9,23,33,4,150,60:00,15,11,0,0,0,0,0,11,15,0.733,NA
2020-02-29,Siena Saints,NJIT,Away,FALSE,12,5,NA,1,12,5,17,45,26,2,0,32,14,14,11,20,4,150,60:00,5,11,0,0,0,0,0,23,29,0.793,NA,1,5,0,5,34,16,0,0,22,22,10,9,20,3,180,60:00,12,14,0,0,0,0,0,22,24,0.917,NA
2020-03-07,Siena Saints,St. John's (NY),Away,FALSE,9,16,NA,1,9,3,12,36,18,0,0,27,26,8,17,29,5,180,60:00,16,13,0,0,0,0,0,17,25,0.68,NA,1,16,7,23,50,29,3,0,32,14,12,12,29,2,60,60:00,9,9,0,0,0,0,0,23,25,0.92,NA
2020-03-10,Siena Saints,Fairfield,Home,FALSE,12,21,NA,1,12,8,20,47,29,3,0,45,20,12,11,37,5,210,60:00,21,21,0,0,0,0,0,21,26,0.808,NA,1,21,14,35,60,42,4,0,47,23,6,26,37,5,270,60:00,12,17,0,0,0,0,0,18,25,0.72,NA
2020-02-09,St. Bonaventure Bonnies,Saint Joseph's,Home,FALSE,8,15,NA,1,8,4,12,34,14,2,0,18,14,6,3,27,4,210,60:00,15,13,0,0,0,0,0,18,20,0.9,NA,1,15,10,25,48,28,1,0,46,19,6,24,27,6,300,60:00,8,6,0,0,0,0,0,16,18,0.889,NA
2020-02-15,St. Bonaventure Bonnies,Bellarmine,Away,FALSE,5,13,NA,1,5,4,9,27,16,1,0,14,20,6,4,22,1,30,60:00,13,16,0,0,0,0,0,23,27,0.852,NA,1,13,9,22,49,29,0,0,38,19,10,18,22,1,60,60:00,5,11,0,0,0,0,0,17,23,0.739,NA
2020-02-22,St. Bonaventure Bonnies,Denver,Away,FALSE,3,16,NA,1,3,3,6,22,8,1,0,19,17,3,3,23,2,60,60:00,16,18,0,0,0,0,0,21,25,0.84,NA,1,16,9,25,47,34,0,0,39,13,8,20,23,1,60,60:00,3,5,0,0,0,0,0,16,18,0.889,NA
2020-02-23,St. Bonaventure Bonnies,"Air Force Denver, Colo.",Away,FALSE,5,11,NA,1,5,3,8,25,13,0,0,20,15,7,8,19,3,90,60:00,11,9,0,0,0,0,0,16,21,0.762,NA,1,11,7,18,35,20,2,0,41,18,4,11,19,3,120,60:00,5,8,0,0,0,0,0,18,22,0.818,NA
2020-03-02,St. Bonaventure Bonnies,High Point,Away,FALSE,8,13,NA,1,8,7,15,29,17,1,0,25,19,12,7,24,2,60,60:00,13,15,0,0,0,0,0,20,24,0.833,NA,1,13,10,23,42,28,1,1,42,17,9,17,24,5,240,60:00,8,9,0,0,0,0,0,21,21,1,NA
2020-03-04,St. Bonaventure Bonnies,Mercer,Away,FALSE,8,17,NA,1,8,1,9,29,15,0,0,7,11,5,6,30,3,270,60:00,17,6,0,0,0,0,0,4,4,1,NA,1,17,11,28,41,23,3,0,32,15,5,24,30,1,30,60:00,8,7,0,0,0,0,0,7,7,1,NA
2020-02-08,St. John's (NY) Red Storm,Rutgers,Away,FALSE,10,17,NA,1,10,5,15,48,24,1,0,39,18,4,25,31,2,60,60:00,17,6,0,0,0,0,0,12,15,0.8,NA,1,17,7,24,48,23,1,0,23,9,9,6,31,2,120,60:00,10,14,0,0,0,0,0,23,24,0.958,NA
2020-02-11,St. John's (NY) Red Storm,Stony Brook,Away,FALSE,12,13,1,1,12,5,17,50,25,2,0,32,14,9,17,29,6,240,63:52,13,14,0,0,0,0,0,21,23,0.913,NA,1,13,4,17,43,27,2,0,40,20,10,12,29,3,120,63:52,12,13,0,0,0,0,0,20,23,0.87,1
2020-02-15,St. John's (NY) Red Storm,Hartford,Home,FALSE,13,11,NA,1,13,6,19,39,21,2,0,40,24,14,15,28,3,90,59:54,11,8,0,0,0,0,0,24,26,0.923,NA,1,11,5,16,46,19,0,0,31,20,14,13,28,4,180,59:54,13,8,0,0,0,0,0,22,27,0.815,NA
2020-02-22,St. John's (NY) Red Storm,LIU,Away,FALSE,17,15,NA,1,17,12,29,50,32,6,0,28,15,3,21,35,4,150,60:00,15,12,0,0,0,0,0,15,16,0.938,NA,1,15,10,25,42,27,2,0,15,11,5,14,35,7,330,60:00,17,15,0,0,0,0,0,19,21,0.905,NA
2020-02-29,St. John's (NY) Red Storm,Michigan,Away,FALSE,11,16,NA,1,11,8,19,34,21,1,0,35,20,4,17,31,2,90,60:00,16,11,0,0,0,0,0,18,22,0.818,NA,1,16,6,22,46,27,1,0,30,17,10,14,31,2,90,60:00,11,10,0,0,0,0,0,18,19,0.947,NA
2020-03-07,St. John's (NY) Red Storm,Siena,Home,FALSE,16,9,NA,1,16,7,23,50,29,3,0,32,14,12,12,29,2,60,60:00,9,9,0,0,0,0,0,23,25,0.92,NA,1,9,3,12,36,18,0,0,27,26,8,17,29,5,180,60:00,16,13,0,0,0,0,0,17,25,0.68,NA
2020-03-10,St. John's (NY) Red Storm,Hofstra,Home,FALSE,9,19,NA,1,9,4,13,34,23,1,0,24,14,6,10,32,2,90,60:00,19,13,0,0,0,0,0,14,15,0.933,NA,1,19,13,32,46,32,1,0,33,14,5,22,32,1,30,60:00,9,14,0,0,0,0,0,14,16,0.875,NA
2020-02-11,Stony Brook Seawolves,St. John's (NY),Home,FALSE,13,12,1,1,13,4,17,43,27,2,0,40,20,10,12,29,3,120,63:52,12,13,0,0,0,0,0,20,23,0.87,1,1,12,5,17,50,25,2,0,32,14,9,17,29,6,240,63:52,13,14,0,0,0,0,0,21,23,0.913,NA
2020-02-15,Stony Brook Seawolves,Fairfield,Away,FALSE,16,18,NA,1,16,4,20,48,27,2,0,39,16,5,21,37,4,210,60:00,18,12,0,0,0,0,0,10,14,0.714,NA,1,18,12,30,45,30,3,0,39,11,9,16,37,6,300,60:00,16,11,0,0,0,0,0,14,18,0.778,NA
2020-02-22,Stony Brook Seawolves,Brown,Home,FALSE,11,10,1,1,11,5,16,41,23,1,0,32,17,6,9,24,4,180,64:00,10,22,0,0,0,0,0,20,23,0.87,1,1,10,5,15,61,32,0,0,33,14,5,15,24,4,150,64:00,11,12,0,0,0,0,0,13,15,0.867,NA
2020-02-25,Stony Brook Seawolves,Hofstra,Home,FALSE,14,11,NA,1,14,7,21,41,29,2,1,29,16,6,16,28,8,360,60:00,11,16,0,0,0,0,0,19,26,0.731,NA,1,11,8,19,50,27,3,0,27,14,4,12,28,8,360,60:00,14,15,0,0,0,0,0,19,20,0.95,NA
2020-02-29,Stony Brook Seawolves,Rutgers,Away,FALSE,14,13,NA,1,14,5,19,51,29,1,0,35,16,5,20,30,3,150,60:00,13,8,0,0,0,0,0,14,15,0.933,NA,1,13,8,21,42,21,1,0,28,14,7,10,30,6,330,60:00,14,15,0,0,0,0,0,17,22,0.773,NA
2020-03-03,Stony Brook Seawolves,"Sacred Heart S. Huntington, N.Y.",Away,FALSE,13,12,1,1,13,9,22,48,31,1,0,42,17,9,14,28,2,90,63:30,12,11,0,0,0,0,0,14,16,0.875,1,1,12,4,16,47,23,1,0,32,24,8,14,28,4,180,63:30,13,18,0,0,0,0,0,17,25,0.68,NA
2020-03-07,Stony Brook Seawolves,Bryant,Away,FALSE,11,15,NA,1,11,6,17,51,29,3,0,42,13,7,15,29,4,150,60:00,15,14,0,0,0,0,0,14,14,1,NA,1,15,7,22,42,29,1,1,29,11,7,14,29,6,330,60:00,11,18,0,0,0,0,0,17,19,0.895,NA
2020-02-07,Syracuse Orange,Colgate,Home,FALSE,21,14,NA,1,21,11,32,65,36,1,1,45,10,13,25,39,6,300,60:00,14,12,0,0,0,0,0,22,22,1,NA,1,14,6,20,45,26,3,0,30,21,7,14,39,2,120,60:00,21,15,0,0,0,0,0,15,23,0.652,NA
2020-02-15,Syracuse Orange,Binghamton,Home,FALSE,17,4,NA,1,17,10,27,55,35,0,0,50,13,12,21,25,0,0,60:00,4,11,0,0,0,0,0,19,23,0.826,NA,1,4,2,6,21,15,0,0,31,21,6,4,25,2,90,60:00,17,18,0,0,0,0,0,21,24,0.875,NA
2020-02-23,Syracuse Orange,Army West Point,Home,FALSE,9,7,NA,1,9,2,11,47,25,0,0,38,15,5,16,19,4,150,60:00,7,18,0,0,0,0,0,24,26,0.923,NA,1,7,5,12,32,25,1,0,30,14,7,3,19,1,60,60:00,9,16,0,0,0,0,0,25,29,0.862,NA
2020-02-28,Syracuse Orange,Hobart,Home,FALSE,21,13,NA,1,21,9,30,48,37,1,1,39,13,13,20,38,4,240,60:00,13,7,0,0,0,0,0,14,16,0.875,NA,1,13,7,20,40,20,3,0,35,22,6,18,38,2,90,60:00,21,16,0,0,0,0,0,19,23,0.826,NA
2020-03-07,Syracuse Orange,Johns Hopkins,Away,FALSE,15,9,NA,1,15,11,26,42,29,3,0,34,17,6,18,28,5,270,60:00,9,16,0,0,0,0,0,22,24,0.917,NA,1,9,6,15,40,25,1,0,26,14,5,10,28,5,330,60:00,15,14,0,0,0,0,0,15,18,0.833,NA
2020-02-08,Towson Tigers,Johns Hopkins,Away,FALSE,7,15,NA,1,7,5,12,34,19,1,0,28,13,8,6,26,3,90,60:00,15,15,0,0,0,0,0,22,22,1,NA,1,15,8,23,46,30,1,0,42,15,5,20,26,4,150,60:00,7,12,0,0,0,0,0,19,23,0.826,NA
2020-02-15,Towson Tigers,Mount St. Mary's,Home,FALSE,10,11,NA,1,10,3,13,37,22,0,0,14,12,2,10,24,4,180,60:00,11,4,0,0,0,0,0,15,18,0.833,NA,1,11,3,14,37,15,3,0,20,15,3,14,24,2,90,60:00,10,12,0,0,0,0,0,11,12,0.917,NA
2020-02-21,Towson Tigers,Cornell,Home,FALSE,10,17,NA,1,10,6,16,34,18,1,0,28,14,7,10,31,1,60,60:00,17,13,0,0,0,0,0,13,15,0.867,NA,1,17,8,25,48,30,0,0,40,14,9,21,31,1,60,60:00,10,8,0,0,0,0,0,17,20,0.85,NA
2020-02-26,Towson Tigers,Loyola Maryland,Away,FALSE,6,15,NA,1,6,5,11,25,16,1,0,27,19,5,9,25,4,270,60:00,15,16,0,0,0,0,0,16,22,0.727,NA,1,15,9,24,51,31,4,0,33,15,15,16,25,1,60,60:00,6,10,0,0,0,0,0,21,21,1,NA
2020-03-03,Towson Tigers,UMBC,Away,FALSE,5,10,NA,1,5,4,9,30,12,0,0,18,17,6,5,18,6,270,60:00,10,18,0,0,0,0,0,19,20,0.95,NA,1,10,4,14,43,28,2,0,31,13,6,13,18,1,60,60:00,5,7,0,0,0,0,0,17,19,0.895,NA
2020-03-07,Towson Tigers,Georgetown,Home,FALSE,4,16,NA,1,4,1,5,28,13,0,0,25,20,7,9,24,2,60,60:00,16,9,0,0,0,0,0,17,24,0.708,NA,1,16,7,23,44,25,0,0,36,16,5,15,24,1,60,60:00,4,9,0,0,0,0,0,23,23,1,NA
2020-02-15,UAlbany Great Danes,Cornell,Home,FALSE,10,19,NA,1,10,8,18,37,20,1,0,32,16,8,11,32,4,210,60:00,19,13,0,0,0,0,0,21,24,0.875,NA,1,19,7,26,50,32,0,0,49,17,7,21,32,4,210,60:00,10,10,0,0,0,0,0,21,24,0.875,NA
2020-02-22,UAlbany Great Danes,Drexel,Home,FALSE,14,13,NA,1,14,10,24,38,25,1,0,38,21,7,17,32,1,30,60:00,13,10,0,0,0,0,0,21,26,0.808,NA,1,13,6,19,46,23,0,0,50,19,8,15,32,2,60,60:00,14,11,0,0,0,0,0,24,30,0.8,NA
2020-02-29,UAlbany Great Danes,Harvard,Home,FALSE,15,14,NA,1,15,11,26,42,24,0,0,36,14,7,13,32,1,30,60:00,14,10,0,0,0,0,0,23,26,0.885,NA,1,14,7,21,32,24,1,0,47,17,9,19,32,3,150,60:00,15,9,0,0,0,0,0,17,22,0.773,NA
2020-03-03,UAlbany Great Danes,Massachusetts,Away,FALSE,12,17,NA,1,12,10,22,33,25,0,0,25,17,7,7,33,6,300,60:00,17,13,0,0,0,0,0,19,25,0.76,NA,1,17,14,31,48,30,3,0,40,17,13,26,33,7,330,60:00,12,13,0,0,0,0,0,12,13,0.923,NA
2020-03-07,UAlbany Great Danes,Maryland,Away,FALSE,13,14,NA,1,13,11,24,38,24,1,0,27,9,7,7,30,3,120,60:00,14,13,0,0,0,0,0,16,17,0.941,NA,1,14,11,25,50,27,1,0,34,17,4,23,30,6,180,60:00,13,11,0,0,0,0,0,15,19,0.789,NA
2020-02-15,UMBC Retrievers,Georgetown,Home,FALSE,8,14,NA,1,8,4,12,34,17,0,0,23,13,9,5,24,2,90,60:00,14,13,0,0,0,0,0,17,21,0.81,NA,1,14,7,21,47,27,1,0,33,15,5,19,24,5,300,60:00,8,9,0,0,0,0,0,16,17,0.941,NA
2020-02-22,UMBC Retrievers,Mount St. Mary's,Away,FALSE,9,4,NA,1,9,2,11,37,18,0,0,26,15,8,7,15,2,60,60:00,4,16,0,0,0,0,0,23,24,0.958,NA,1,4,3,7,33,20,0,0,25,13,6,8,15,6,240,60:00,9,9,0,0,0,0,0,20,22,0.909,NA
2020-02-29,UMBC Retrievers,Sacred Heart,Home,FALSE,13,6,NA,1,13,8,21,44,25,3,0,40,18,12,19,23,3,90,60:00,6,17,0,0,0,0,0,23,26,0.885,NA,1,6,2,8,36,23,0,1,28,21,5,4,23,6,330,60:00,13,12,0,0,0,0,0,24,29,0.828,NA
2020-03-03,UMBC Retrievers,Towson,Home,FALSE,10,5,NA,1,10,4,14,43,28,2,0,31,13,6,13,18,1,60,60:00,5,7,0,0,0,0,0,17,19,0.895,NA,1,5,4,9,30,12,0,0,18,17,6,5,18,6,270,60:00,10,18,0,0,0,0,0,19,20,0.95,NA
2020-03-07,UMBC Retrievers,High Point,Home,FALSE,19,13,NA,1,19,7,26,47,31,3,0,29,12,8,19,34,2,120,60:00,13,9,0,0,0,0,0,19,20,0.95,NA,1,13,6,19,30,22,0,0,28,16,6,15,34,7,360,60:00,19,12,0,0,0,0,0,19,23,0.826,NA
2020-02-08,UMass Lowell River Hawks,Quinnipiac,Home,FALSE,10,9,NA,1,10,4,14,43,20,1,0,17,12,13,3,22,9,420,60:00,9,10,0,0,0,0,0,19,22,0.864,NA,1,9,4,13,40,19,4,0,37,21,5,19,22,2,120,60:00,10,10,0,0,0,0,0,16,21,0.762,NA
2020-02-15,UMass Lowell River Hawks,Boston U.,Home,FALSE,5,13,NA,1,5,4,9,38,22,0,0,38,14,6,10,20,8,510,60:00,13,16,0,0,0,0,0,15,16,0.938,NA,1,13,6,19,47,29,3,0,29,12,7,10,20,5,240,60:00,5,17,0,0,0,0,0,21,23,0.913,NA
2020-02-18,UMass Lowell River Hawks,Holy Cross,Away,FALSE,12,13,1,1,12,8,20,34,19,3,0,29,23,12,10,27,6,240,64:00,13,7,0,0,0,0,0,21,28,0.75,NA,1,13,4,17,43,20,1,0,33,21,9,17,27,5,240,64:00,12,7,0,0,0,0,0,18,22,0.818,1
2020-02-22,UMass Lowell River Hawks,Siena,Away,FALSE,16,15,NA,1,16,11,27,51,31,0,0,39,17,9,23,33,4,150,60:00,15,11,0,0,0,0,0,11,15,0.733,NA,1,15,9,24,43,26,1,0,36,19,8,10,33,3,150,60:00,16,15,0,0,0,0,0,17,22,0.773,NA
2020-02-25,UMass Lowell River Hawks,Massachusetts,Home,FALSE,9,11,NA,1,9,8,17,38,21,0,0,29,19,4,10,24,5,210,60:00,11,14,0,0,0,0,0,18,22,0.818,NA,1,11,8,19,41,25,1,0,27,19,9,14,24,3,90,60:00,9,12,0,0,0,0,0,22,26,0.846,NA
2020-02-29,UMass Lowell River Hawks,Dartmouth,Home,FALSE,5,14,NA,1,5,4,9,33,15,1,0,23,16,2,8,21,5,240,60:00,14,5,0,0,0,0,0,14,15,0.933,NA,1,14,7,21,35,19,1,1,31,15,6,13,21,5,210,60:00,5,10,0,0,0,0,0,18,19,0.947,NA
2020-03-07,UMass Lowell River Hawks,Merrimack,Away,FALSE,8,6,NA,1,8,4,12,42,23,1,0,32,19,9,7,18,5,240,60:00,6,17,0,0,0,0,0,16,22,0.727,NA,1,6,3,9,40,23,0,0,29,18,8,11,18,4,240,60:00,8,15,0,0,0,0,0,17,20,0.85,NA
2020-02-01,Utah Utes,Bellarmine,Home,FALSE,16,10,NA,1,16,13,29,48,36,0,0,35,11,9,17,29,3,120,60:00,10,10,0,0,0,0,0,12,13,0.923,NA,1,10,4,14,35,20,0,0,21,17,3,12,29,0,0,60:00,16,20,0,0,0,0,0,11,12,0.917,NA
2020-02-08,Utah Utes,Lehigh,Away,FALSE,11,16,NA,1,11,7,18,40,23,1,0,35,17,17,11,30,8,330,60:00,16,13,0,0,0,0,0,21,24,0.875,NA,1,16,10,26,48,29,5,0,52,19,10,19,30,4,180,60:00,11,12,0,0,0,0,0,17,19,0.895,NA
2020-02-15,Utah Utes,Air Force,Home,FALSE,8,9,NA,1,8,3,11,38,23,0,0,29,17,3,11,20,1,30,60:00,9,12,0,0,0,0,0,9,12,0.75,NA,1,9,6,15,40,21,0,0,22,11,3,9,20,5,180,60:00,8,15,0,0,0,0,0,13,14,0.929,NA
2020-02-22,Utah Utes,Furman,Home,FALSE,17,9,NA,1,17,10,27,61,39,3,0,33,13,5,20,28,2,120,60:00,9,10,0,0,0,0,0,18,20,0.9,NA,1,9,6,15,34,19,1,0,28,19,6,8,28,7,300,60:00,17,22,0,0,0,0,0,17,21,0.81,NA
2020-02-29,Utah Utes,Jacksonville,Away,FALSE,15,11,NA,1,15,9,24,37,27,2,0,37,15,2,19,29,2,60,60:00,11,15,0,0,0,0,0,16,19,0.842,NA,1,11,5,16,53,26,0,0,30,7,9,10,29,3,120,60:00,15,12,0,0,0,0,0,19,19,1,NA
2020-03-07,Utah Utes,Mount St. Mary's,Away,FALSE,10,11,1,1,10,4,14,25,19,1,0,28,19,7,4,25,2,60,62:53,11,18,0,0,0,0,0,23,26,0.885,NA,1,11,4,15,51,29,1,0,38,18,8,21,25,4,180,62:53,10,9,0,0,0,0,0,16,18,0.889,1
2020-02-15,VMI Keydets,Manhattan,Away,FALSE,8,10,NA,1,8,3,11,39,22,0,0,27,13,10,9,21,1,60,60:00,10,5,0,0,0,0,0,15,18,0.833,NA,1,10,4,14,26,15,2,0,25,21,4,12,21,4,210,60:00,8,14,0,0,0,0,0,19,22,0.864,NA
2020-02-20,VMI Keydets,Lehigh,Away,FALSE,11,14,NA,1,11,6,17,26,19,1,1,35,14,12,10,28,6,240,60:00,14,9,0,0,0,0,0,13,15,0.867,NA,1,14,10,24,34,23,3,0,46,19,8,18,28,2,90,60:00,11,8,0,0,0,0,0,12,14,0.857,NA
2020-02-29,VMI Keydets,Mount St. Mary's,Away,FALSE,9,10,NA,1,9,3,12,27,12,0,0,22,22,5,12,23,6,270,60:00,10,17,0,0,0,0,0,18,22,0.818,NA,1,10,7,17,49,27,1,0,35,15,13,11,23,2,90,60:00,9,3,0,0,0,0,0,17,20,0.85,NA
2020-03-07,VMI Keydets,Richmond,Home,FALSE,4,17,NA,1,4,1,5,24,16,1,0,31,19,9,12,24,2,90,60:00,17,16,0,0,0,0,0,19,23,0.826,NA,1,17,5,22,53,33,0,0,43,17,12,12,24,2,90,60:00,4,12,0,0,0,0,0,23,25,0.92,NA
