date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,ct,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_ct,defensive_draw_controls,team_id
2019-03-09,Cornell,Columbia,Away,,12,9,,14.0,12.0,2.0,14.0,32.0,24.0,19,13.0,14,17.0,9.0,6.0,15.0,21.0,11.0,20,13.0,9,167
2019-03-11,Cornell,Marist,Away,,18,12,,18.0,18.0,9.0,27.0,39.0,29.0,13,5.0,20,17.0,12.0,3.0,15.0,25.0,18.0,15,9.0,12,167
2019-03-16,Cornell,Stony Brook,Home,,2,14,,21.0,2.0,1.0,3.0,14.0,7.0,13,5.0,10,15.0,14.0,6.0,20.0,35.0,26.0,25,13.0,7,167
2019-03-23,Cornell,Penn,Away,,10,11,,26.0,10.0,4.0,14.0,39.0,20.0,21,5.0,13,23.0,11.0,4.0,15.0,18.0,15.0,17,9.0,10,167
2019-03-27,Cornell,Binghamton,Home,,23,5,,17.0,23.0,10.0,33.0,39.0,35.0,19,11.0,20,13.0,5.0,2.0,7.0,17.0,9.0,10,6.0,9,167
2019-04-02,Cornell,Rutgers,Away,,15,7,,13.0,15.0,4.0,19.0,35.0,25.0,21,10.0,14,18.0,7.0,2.0,9.0,26.0,18.0,14,7.0,10,167
2019-04-06,Cornell,Yale,Away,,18,12,,29.0,18.0,7.0,25.0,36.0,28.0,13,7.0,15,16.0,12.0,6.0,18.0,21.0,16.0,8,4.0,17,167
2019-04-13,Cornell,Brown,Home,,10,7,,14.0,10.0,6.0,16.0,28.0,20.0,21,9.0,9,31.0,7.0,5.0,12.0,21.0,20.0,19,11.0,10,167
2019-04-16,Cornell,Syracuse,Away,,13,16,,19.0,13.0,7.0,20.0,27.0,19.0,15,4.0,17,29.0,16.0,8.0,24.0,37.0,25.0,20,10.0,14,167
2019-04-20,Cornell,Dartmouth,Away,,8,15,,27.0,8.0,4.0,12.0,20.0,16.0,15,7.0,6,17.0,15.0,5.0,20.0,44.0,28.0,14,11.0,19,167
2019-04-27,Cornell,Princeton,Home,,15,18,,16.0,15.0,3.0,18.0,29.0,25.0,12,6.0,16,17.0,18.0,6.0,24.0,31.0,27.0,13,7.0,18,167
2019-05-03,Cornell,Princeton,Home,,6,11,,12.0,6.0,,6.0,28.0,22.0,14,8.0,8,13.0,11.0,2.0,13.0,29.0,20.0,9,8.0,11,167
2019-02-15,Dartmouth,Northwestern,Away,,15,21,,32.0,15.0,6.0,21.0,42.0,31.0,22,4.0,27,30.0,21.0,9.0,30.0,41.0,31.0,31,12.0,11,172
2019-02-17,Dartmouth,Michigan,Away,,10,11,2,17.0,10.0,4.0,14.0,36.0,28.0,24,11.0,9,34.0,11.0,5.0,16.0,28.0,21.0,21,14.0,16,172
2019-02-24,Dartmouth,Binghamton,Away,,19,6,,8.0,19.0,11.0,30.0,47.0,39.0,24,11.0,19,17.0,6.0,3.0,9.0,13.0,11.0,14,6.0,8,172
2019-02-27,Dartmouth,Boston College,Away,,10,20,,29.0,10.0,1.0,11.0,30.0,22.0,18,11.0,13,16.0,20.0,13.0,33.0,34.0,26.0,16,9.0,19,172
2019-03-02,Dartmouth,Brown,Home,,15,11,,16.0,15.0,11.0,26.0,40.0,28.0,22,7.0,22,20.0,11.0,5.0,16.0,32.0,20.0,22,15.0,6,172
2019-03-17,Dartmouth,Massachusetts,Home,,19,7,,16.0,19.0,8.0,27.0,39.0,27.0,21,10.0,18,14.0,7.0,4.0,11.0,23.0,14.0,15,5.0,9,172
2019-03-22,Dartmouth,Columbia,Away,,21,2,,18.0,21.0,15.0,36.0,43.0,31.0,21,7.0,20,23.0,2.0,1.0,3.0,12.0,7.0,14,7.0,4,172
2019-03-26,Dartmouth,Hofstra,Home,,16,12,,13.0,16.0,7.0,23.0,36.0,21.0,16,8.0,18,21.0,12.0,4.0,16.0,31.0,20.0,17,9.0,12,172
2019-03-30,Dartmouth,Harvard,Home,,15,11,,17.0,15.0,8.0,23.0,35.0,23.0,14,6.0,16,12.0,11.0,4.0,15.0,30.0,19.0,11,6.0,12,172
2019-04-02,Dartmouth,UConn,Home,,18,9,,13.0,18.0,8.0,26.0,38.0,31.0,24,12.0,17,14.0,9.0,6.0,15.0,28.0,18.0,18,7.0,12,172
2019-04-06,Dartmouth,Princeton,Home,,12,14,,22.0,12.0,5.0,17.0,36.0,23.0,16,8.0,16,25.0,14.0,10.0,24.0,23.0,21.0,9,4.0,11,172
2019-04-13,Dartmouth,Penn,Away,,15,11,,31.0,15.0,8.0,23.0,32.0,25.0,18,5.0,14,20.0,11.0,7.0,18.0,34.0,25.0,23,9.0,14,172
2019-04-16,Dartmouth,Vermont,Away,,22,6,,17.0,22.0,11.0,33.0,42.0,29.0,19,16.0,20,18.0,6.0,3.0,9.0,18.0,11.0,15,10.0,10,172
2019-04-20,Dartmouth,Cornell,Home,,15,8,,17.0,15.0,5.0,20.0,44.0,28.0,14,11.0,19,27.0,8.0,4.0,12.0,20.0,16.0,15,7.0,6,172
2019-04-27,Dartmouth,Yale,Away,,23,9,,35.0,23.0,7.0,30.0,34.0,25.0,16,10.0,21,21.0,9.0,2.0,11.0,27.0,14.0,14,5.0,13,172
2019-05-03,Dartmouth,Penn,Home,,14,15,,18.0,14.0,5.0,19.0,33.0,27.0,23,7.0,18,13.0,15.0,6.0,21.0,29.0,20.0,20,7.0,13,172
2019-05-10,Dartmouth,Colorado,Home,,13,16,,27.0,13.0,9.0,22.0,41.0,28.0,16,2.0,25,22.0,16.0,4.0,20.0,31.0,23.0,16,6.0,6,172
2019-02-10,Davidson,Winthrop,Away,,12,4,,28.0,12.0,6.0,18.0,26.0,23.0,19,15.0,13,22.0,4.0,3.0,7.0,18.0,10.0,18,13.0,5,173
2019-02-16,Davidson,Furman,Home,,13,8,,7.0,13.0,6.0,19.0,28.0,24.0,17,9.0,13,8.0,8.0,5.0,13.0,20.0,14.0,15,4.0,10,173
2019-02-23,Davidson,Gardner-Webb,Away,,22,6,,6.0,22.0,12.0,34.0,41.0,30.0,20,7.0,15,15.0,6.0,1.0,7.0,15.0,12.0,25,8.0,12,173
2019-02-27,Davidson,Elon,Home,,11,10,,11.0,11.0,5.0,16.0,28.0,24.0,12,4.0,12,4.0,10.0,2.0,12.0,25.0,19.0,10,6.0,11,173
2019-03-03,Davidson,Old Dominion,Home,,18,6,,17.0,18.0,8.0,26.0,48.0,33.0,19,9.0,23,37.0,6.0,2.0,8.0,18.0,15.0,18,5.0,3,173
2019-03-07,Davidson,Mercer,Away,,10,7,,13.0,10.0,4.0,14.0,28.0,21.0,21,5.0,13,9.0,7.0,2.0,9.0,24.0,13.0,24,15.0,6,173
2019-03-14,Davidson,William & Mary,Home,,8,9,,18.0,8.0,4.0,12.0,39.0,28.0,23,7.0,10,18.0,9.0,1.0,10.0,18.0,17.0,20,2.0,8,173
2019-03-18,Davidson,Duke,Away,,8,17,,33.0,8.0,3.0,11.0,17.0,14.0,12,5.0,5,11.0,17.0,5.0,22.0,40.0,30.0,27,10.0,22,173
2019-03-22,Davidson,Massachusetts,Home,,9,20,,14.0,9.0,3.0,12.0,20.0,16.0,13,4.0,16,25.0,20.0,6.0,26.0,35.0,27.0,20,4.0,15,173
2019-03-24,Davidson,George Washington,Home,,11,12,,26.0,11.0,5.0,16.0,34.0,21.0,16,6.0,18,27.0,12.0,5.0,17.0,26.0,18.0,17,7.0,7,173
2019-03-29,Davidson,La Salle,Away,,12,3,,21.0,12.0,7.0,19.0,28.0,22.0,21,12.0,11,21.0,3.0,2.0,5.0,15.0,8.0,22,15.0,5,173
2019-03-31,Davidson,Duquesne,Home,,16,20,,28.0,16.0,11.0,27.0,29.0,24.0,13,10.0,25,26.0,20.0,9.0,29.0,40.0,31.0,30,12.0,12,173
2019-04-05,Davidson,George Mason,Home,,7,11,,20.0,7.0,5.0,12.0,25.0,18.0,15,7.0,10,18.0,11.0,6.0,17.0,26.0,21.0,16,7.0,10,173
2019-04-07,Davidson,Saint Joseph's,Away,,12,19,,23.0,12.0,5.0,17.0,26.0,19.0,16,7.0,19,26.0,19.0,11.0,30.0,42.0,36.0,22,13.0,14,173
2019-04-12,Davidson,Richmond,Away,,11,18,,24.0,11.0,6.0,17.0,19.0,18.0,14,5.0,21,30.0,18.0,5.0,23.0,32.0,27.0,29,19.0,10,173
2019-04-14,Davidson,VCU,Away,,15,16,1,38.0,15.0,9.0,24.0,31.0,23.0,21,13.0,18,39.0,16.0,4.0,20.0,31.0,27.0,20,13.0,15,173
2019-04-20,Davidson,St. Bonaventure,Home,,21,2,,16.0,21.0,10.0,31.0,40.0,29.0,16,7.0,18,26.0,2.0,,2.0,9.0,6.0,12,7.0,7,173
2019-02-08,Delaware,Temple,Away,,7,4,,10.0,7.0,5.0,12.0,23.0,13.0,17,4.0,9,10.0,4.0,3.0,7.0,29.0,24.0,29,10.0,4,180
2019-02-16,Delaware,Penn,Home,,4,15,,16.0,4.0,1.0,5.0,16.0,13.0,15,8.0,9,10.0,15.0,8.0,23.0,27.0,21.0,20,12.0,12,180
2019-02-23,Delaware,Rutgers,Home,,11,12,1,14.0,11.0,4.0,15.0,28.0,24.0,18,13.0,14,14.0,12.0,8.0,20.0,24.0,21.0,14,6.0,11,180
2019-02-26,Delaware,La Salle,Away,,11,8,,,11.0,5.0,16.0,23.0,19.0,16,15.0,9,,8.0,7.0,15.0,16.0,12.0,18,11.0,11,180
2019-03-02,Delaware,Georgetown,Home,,11,15,,13.0,11.0,8.0,19.0,19.0,16.0,13,11.0,13,14.0,15.0,11.0,26.0,24.0,23.0,15,13.0,15,180
2019-03-09,Delaware,Coastal Carolina,Home,,10,14,,23.0,10.0,5.0,15.0,27.0,20.0,16,14.0,17,15.0,14.0,6.0,20.0,24.0,21.0,19,9.0,9,180
2019-03-13,Delaware,George Mason,Home,,16,8,,25.0,16.0,9.0,25.0,39.0,30.0,24,13.0,11,20.0,8.0,2.0,10.0,20.0,17.0,17,6.0,15,180
2019-03-16,Delaware,Saint Joseph's,Away,,7,9,,31.0,7.0,5.0,12.0,29.0,21.0,19,10.0,15,43.0,9.0,6.0,15.0,20.0,14.0,21,17.0,3,180
2019-03-23,Delaware,UConn,Away,,17,9,,11.0,17.0,10.0,27.0,30.0,26.0,18,4.0,13,9.0,9.0,8.0,17.0,24.0,18.0,18,1.0,15,180
2019-03-27,Delaware,Oregon,Home,,18,8,,19.0,18.0,12.0,30.0,37.0,27.0,21,13.0,18,19.0,8.0,1.0,9.0,17.0,13.0,19,10.0,10,180
2019-03-31,Delaware,Louisville,Away,,9,8,,21.0,9.0,3.0,12.0,26.0,22.0,24,10.0,13,34.0,8.0,1.0,9.0,21.0,16.0,17,9.0,6,180
2019-04-05,Delaware,James Madison,Home,,3,10,,16.0,3.0,1.0,4.0,26.0,18.0,23,15.0,3,14.0,10.0,7.0,17.0,21.0,15.0,10,7.0,12,180
2019-04-12,Delaware,William & Mary,Away,,11,12,1,33.0,11.0,2.0,13.0,31.0,25.0,21,9.0,11,34.0,12.0,7.0,19.0,21.0,16.0,14,7.0,14,180
2019-04-14,Delaware,Elon,Away,,8,9,,25.0,8.0,5.0,13.0,31.0,24.0,17,10.0,6,21.0,9.0,7.0,16.0,25.0,16.0,11,7.0,13,180
2019-04-19,Delaware,Drexel,Away,,13,11,,13.0,13.0,5.0,18.0,23.0,18.0,12,5.0,10,12.0,11.0,3.0,14.0,23.0,20.0,8,7.0,16,180
2019-04-21,Delaware,Hofstra,Home,,8,14,,17.0,8.0,5.0,13.0,21.0,17.0,10,5.0,8,20.0,14.0,11.0,25.0,30.0,22.0,11,5.0,16,180
2019-04-27,Delaware,Towson,Home,,14,17,,32.0,14.0,11.0,25.0,24.0,22.0,11,4.0,13,20.0,17.0,9.0,26.0,36.0,28.0,19,11.0,20,180
2019-02-24,Delaware St.,East Carolina,Home,,2,16,,3.0,2.0,1.0,3.0,6.0,5.0,6,2.0,7,9.0,16.0,7.0,23.0,25.0,21.0,9,3.0,10,178
2019-03-06,Delaware St.,Gardner-Webb,Away,,2,19,,9.0,2.0,,2.0,4.0,2.0,6,1.0,8,4.0,19.0,14.0,33.0,32.0,24.0,39,14.0,13,178
2019-03-08,Delaware St.,Presbyterian,Away,,6,16,,16.0,6.0,2.0,8.0,20.0,16.0,18,8.0,17,11.0,16.0,9.0,25.0,29.0,24.0,22,10.0,8,178
2019-03-18,Delaware St.,Hartford,Home,,2,20,,1.0,2.0,,2.0,19.0,11.0,2,3.0,7,1.0,20.0,9.0,29.0,36.0,28.0,5,5.0,12,178
2019-03-22,Delaware St.,Howard,Home,,14,11,,2.0,14.0,3.0,17.0,30.0,22.0,4,1.0,17,4.0,11.0,3.0,14.0,24.0,16.0,9,5.0,5,178
2019-03-29,Delaware St.,Kent St.,Away,,6,21,,5.0,6.0,3.0,9.0,13.0,10.0,12,9.0,13,4.0,21.0,8.0,29.0,35.0,27.0,22,17.0,16,178
2019-04-05,Delaware St.,Central Mich.,Home,,1,19,,,1.0,,1.0,8.0,6.0,6,4.0,6,1.0,19.0,12.0,31.0,28.0,25.0,14,5.0,13,178
2019-04-07,Delaware St.,Detroit Mercy,Home,,5,20,,3.0,5.0,1.0,6.0,10.0,8.0,5,1.0,8,7.0,20.0,10.0,30.0,39.0,32.0,10,3.0,17,178
2019-04-13,Delaware St.,Stetson,Home,,1,21,,3.0,1.0,,1.0,7.0,5.0,6,2.0,6,7.0,21.0,16.0,37.0,31.0,26.0,12,7.0,15,178
2019-04-18,Delaware St.,Furman,Away,,1,19,,5.0,1.0,,1.0,5.0,5.0,10,4.0,8,4.0,19.0,11.0,30.0,38.0,30.0,23,13.0,12,178
2019-04-20,Delaware St.,Wofford,Away,,6,19,,19.0,6.0,,6.0,15.0,11.0,15,6.0,11,18.0,19.0,10.0,29.0,37.0,31.0,17,17.0,15,178
2019-04-27,Delaware St.,Mercer,Away,,2,23,,5.0,2.0,1.0,3.0,4.0,3.0,7,5.0,5,3.0,23.0,16.0,39.0,40.0,31.0,27,13.0,22,178
2019-02-08,Denver,Stanford,Away,,8,7,,9.0,8.0,7.0,15.0,25.0,13.0,27,10.0,7,10.0,7.0,6.0,13.0,20.0,14.0,24,12.0,10,183
2019-02-10,Denver,California,Away,,13,4,,22.0,13.0,7.0,20.0,35.0,26.0,18,12.0,6,24.0,4.0,1.0,5.0,13.0,9.0,8,3.0,13,183
2019-02-16,Denver,Louisville,Home,,18,2,,12.0,18.0,11.0,29.0,32.0,27.0,23,11.0,11,19.0,2.0,1.0,3.0,14.0,8.0,12,7.0,11,183
2019-02-24,Denver,Stony Brook,Home,,11,7,,22.0,11.0,9.0,20.0,29.0,23.0,22,16.0,8,22.0,7.0,3.0,10.0,27.0,18.0,17,9.0,12,183
2019-02-26,Denver,Michigan,Home,,10,12,,24.0,10.0,6.0,16.0,21.0,14.0,9,5.0,13,16.0,12.0,6.0,18.0,33.0,20.0,16,7.0,11,183
2019-03-08,Denver,Fairfield,Away,,20,4,,27.0,20.0,11.0,31.0,35.0,25.0,19,8.0,14,19.0,4.0,1.0,5.0,9.0,6.0,11,6.0,9,183
2019-03-10,Denver,Harvard,Away,,17,6,,15.0,17.0,8.0,25.0,41.0,28.0,16,12.0,19,27.0,6.0,2.0,8.0,20.0,11.0,19,8.0,5,183
2019-03-15,Denver,Gardner-Webb,Away,,20,2,,1.0,20.0,15.0,35.0,36.0,29.0,26,15.0,20,12.0,2.0,,2.0,8.0,4.0,22,5.0,3,183
2019-03-17,Denver,Virginia Tech,Away,,14,15,1,39.0,14.0,10.0,24.0,30.0,23.0,13,8.0,14,28.0,15.0,7.0,22.0,28.0,19.0,15,7.0,17,183
2019-03-26,Denver,Colorado,Away,,9,7,,17.0,9.0,7.0,16.0,28.0,21.0,22,13.0,11,11.0,7.0,2.0,9.0,20.0,14.0,16,12.0,7,183
2019-03-30,Denver,Old Dominion,Home,,20,1,,20.0,20.0,16.0,36.0,30.0,25.0,12,9.0,17,18.0,1.0,,1.0,10.0,6.0,14,6.0,5,183
2019-04-06,Denver,Georgetown,Away,,12,9,,20.0,12.0,6.0,18.0,24.0,19.0,16,9.0,14,11.0,9.0,6.0,15.0,24.0,19.0,19,15.0,9,183
2019-04-13,Denver,Butler,Away,,16,5,,6.0,16.0,13.0,29.0,39.0,31.0,19,16.0,10,5.0,5.0,1.0,6.0,12.0,10.0,5,3.0,13,183
2019-04-19,Denver,Marquette,Home,,21,11,,32.0,21.0,6.0,27.0,33.0,26.0,20,16.0,14,21.0,11.0,5.0,16.0,20.0,14.0,12,8.0,20,183
2019-04-26,Denver,Villanova,Away,,14,8,,31.0,14.0,8.0,22.0,39.0,24.0,19,6.0,14,21.0,8.0,3.0,11.0,24.0,15.0,15,5.0,10,183
2019-05-02,Denver,Villanova,Home,,15,5,,18.0,15.0,9.0,24.0,31.0,27.0,24,9.0,9,24.0,5.0,4.0,9.0,18.0,9.0,25,9.0,13,183
2019-05-04,Denver,Georgetown,Home,,8,9,2,28.0,8.0,3.0,11.0,26.0,16.0,14,6.0,13,27.0,9.0,4.0,13.0,25.0,16.0,20,9.0,7,183
2019-05-10,Denver,Southern California,Home,,11,10,1,24.0,11.0,7.0,18.0,21.0,17.0,13,9.0,10,16.0,10.0,5.0,15.0,23.0,17.0,17,10.0,13,183
2019-05-12,Denver,Michigan,Away,,9,5,,22.0,9.0,5.0,14.0,29.0,20.0,23,10.0,9,15.0,5.0,2.0,7.0,19.0,11.0,12,8.0,7,183
2019-05-18,Denver,Maryland,Away,,8,17,,23.0,8.0,3.0,11.0,29.0,16.0,18,6.0,9,20.0,17.0,10.0,27.0,32.0,26.0,19,13.0,18,183
2019-02-10,Detroit Mercy,Ohio St.,Away,,5,19,,19.0,5.0,2.0,7.0,17.0,15.0,33,17.0,8,8.0,19.0,12.0,31.0,38.0,29.0,41,24.0,16,184
2019-02-17,Detroit Mercy,Marquette,Away,,9,22,,20.0,9.0,3.0,12.0,30.0,18.0,19,7.0,13,30.0,22.0,14.0,36.0,40.0,31.0,20,13.0,19,184
2019-02-19,Detroit Mercy,Butler,Home,,17,13,,31.0,17.0,7.0,24.0,37.0,26.0,21,11.0,21,27.0,13.0,6.0,19.0,28.0,24.0,30,13.0,11,184
2019-02-24,Detroit Mercy,Cincinnati,Away,,8,18,,27.0,8.0,2.0,10.0,25.0,22.0,26,9.0,11,16.0,18.0,6.0,24.0,30.0,22.0,31,13.0,17,184
2019-03-03,Detroit Mercy,Duquesne,Away,,9,23,,31.0,9.0,7.0,16.0,27.0,18.0,19,8.0,15,23.0,23.0,13.0,36.0,47.0,37.0,29,16.0,19,184
2019-03-13,Detroit Mercy,American,Home,,8,9,1,28.0,8.0,2.0,10.0,22.0,12.0,24,14.0,8,25.0,9.0,4.0,13.0,31.0,22.0,23,10.0,12,184
2019-03-16,Detroit Mercy,Kent St.,Home,,16,12,,25.0,16.0,10.0,26.0,36.0,30.0,27,15.0,14,26.0,12.0,4.0,16.0,25.0,21.0,27,9.0,16,184
2019-03-23,Detroit Mercy,Saint Francis,Away,,19,12,,30.0,19.0,7.0,26.0,43.0,29.0,32,9.0,19,29.0,12.0,10.0,22.0,27.0,23.0,27,9.0,14,184
2019-03-29,Detroit Mercy,Mercer,Away,,11,21,,18.0,11.0,3.0,14.0,24.0,20.0,14,10.0,14,18.0,21.0,11.0,32.0,48.0,35.0,29,18.0,20,184
2019-03-31,Detroit Mercy,Kennesaw St.,Away,,15,22,,28.0,15.0,3.0,18.0,29.0,23.0,16,11.0,12,20.0,22.0,8.0,30.0,32.0,25.0,14,11.0,27,184
2019-04-05,Detroit Mercy,Howard,Away,,23,0,,23.0,23.0,10.0,33.0,31.0,30.0,19,16.0,17,19.0,,,,7.0,3.0,6,5.0,8,184
2019-04-07,Detroit Mercy,Delaware St.,Away,,20,5,,7.0,20.0,10.0,30.0,39.0,32.0,10,3.0,17,3.0,5.0,1.0,6.0,10.0,8.0,5,1.0,8,184
2019-04-12,Detroit Mercy,Furman,Home,,14,12,,25.0,14.0,8.0,22.0,30.0,22.0,18,8.0,18,21.0,12.0,5.0,17.0,33.0,21.0,21,12.0,10,184
2019-04-14,Detroit Mercy,Wofford,Home,,17,8,,19.0,17.0,6.0,23.0,40.0,27.0,29,14.0,14,27.0,8.0,2.0,10.0,20.0,13.0,19,7.0,12,184
2019-04-20,Detroit Mercy,Coastal Carolina,Home,,3,8,,25.0,3.0,,3.0,16.0,10.0,17,9.0,7,16.0,8.0,4.0,12.0,30.0,19.0,16,8.0,6,184
2019-04-23,Detroit Mercy,Michigan,Home,,7,14,,19.0,7.0,,7.0,15.0,12.0,24,14.0,8,8.0,14.0,3.0,17.0,40.0,24.0,25,17.0,17,184
2019-04-27,Detroit Mercy,Central Mich.,Away,,10,9,,19.0,10.0,2.0,12.0,36.0,27.0,18,5.0,14,8.0,9.0,5.0,14.0,29.0,19.0,20,4.0,7,184
2019-05-02,Detroit Mercy,Furman,Away,,8,12,,21.0,8.0,3.0,11.0,28.0,19.0,16,6.0,10,29.0,12.0,6.0,18.0,27.0,17.0,13,8.0,12,184
2019-02-10,Drexel,Johns Hopkins,Home,,9,17,,18.0,9.0,2.0,11.0,17.0,14.0,18,11.0,10,27.0,17.0,8.0,25.0,39.0,26.0,19,14.0,18,191
2019-02-16,Drexel,Iona,Away,,11,7,,19.0,11.0,7.0,18.0,29.0,22.0,12,5.0,9,29.0,7.0,2.0,9.0,26.0,20.0,9,7.0,11,191
2019-02-23,Drexel,Georgetown,Away,,5,16,,13.0,5.0,5.0,10.0,17.0,12.0,3,1.0,7,10.0,16.0,10.0,26.0,36.0,28.0,10,6.0,16,191
2019-03-02,Drexel,Rutgers,Home,,18,12,,5.0,18.0,8.0,26.0,27.0,22.0,15,6.0,16,10.0,12.0,3.0,15.0,42.0,27.0,19,6.0,14,191
2019-03-05,Drexel,Penn,Away,,10,12,,17.0,10.0,4.0,14.0,23.0,13.0,16,7.0,7,12.0,12.0,7.0,19.0,32.0,25.0,15,9.0,17,191
2019-03-09,Drexel,Villanova,Home,,9,13,,13.0,9.0,2.0,11.0,19.0,17.0,12,5.0,6,16.0,13.0,10.0,23.0,26.0,21.0,9,5.0,18,191
2019-03-12,Drexel,Manhattan,Away,,13,7,,9.0,13.0,5.0,18.0,42.0,21.0,29,10.0,15,20.0,7.0,3.0,10.0,18.0,12.0,12,2.0,7,191
2019-03-16,Drexel,UMBC,Away,,10,6,,22.0,10.0,,10.0,30.0,25.0,18,5.0,10,21.0,6.0,2.0,8.0,33.0,20.0,26,4.0,8,191
2019-03-23,Drexel,Central Conn. St.,Home,,22,4,,9.0,22.0,10.0,32.0,37.0,28.0,12,6.0,20,17.0,4.0,,4.0,9.0,8.0,11,7.0,7,191
2019-03-30,Drexel,Robert Morris,Home,,10,13,,12.0,10.0,4.0,14.0,26.0,21.0,12,6.0,11,13.0,13.0,7.0,20.0,34.0,27.0,18,9.0,13,191
2019-04-05,Drexel,Elon,Away,,11,13,,17.0,11.0,3.0,14.0,27.0,22.0,15,10.0,17,17.0,13.0,4.0,17.0,28.0,20.0,20,11.0,10,191
2019-04-07,Drexel,William & Mary,Away,,15,13,,24.0,15.0,3.0,18.0,28.0,22.0,15,5.0,19,24.0,13.0,3.0,16.0,28.0,23.0,16,10.0,11,191
2019-04-12,Drexel,James Madison,Home,,9,19,,13.0,9.0,3.0,12.0,22.0,13.0,9,6.0,8,13.0,19.0,2.0,21.0,30.0,25.0,10,7.0,21,191
2019-04-19,Drexel,Delaware,Home,,11,13,,12.0,11.0,3.0,14.0,23.0,20.0,8,7.0,16,13.0,13.0,5.0,18.0,23.0,18.0,12,5.0,10,191
2019-04-21,Drexel,Towson,Away,,10,12,,17.0,10.0,3.0,13.0,27.0,20.0,17,9.0,12,24.0,12.0,2.0,14.0,29.0,24.0,20,12.0,12,191
2019-04-27,Drexel,Hofstra,Home,,11,19,,15.0,11.0,4.0,15.0,30.0,24.0,12,4.0,16,15.0,19.0,13.0,32.0,39.0,30.0,6,1.0,16,191
2019-02-09,Duke,Villanova,Home,,19,9,,17.0,19.0,9.0,28.0,32.0,26.0,20,12.0,19,24.0,9.0,7.0,16.0,22.0,15.0,17,11.0,11,193
2019-02-13,Duke,Presbyterian,Home,,20,0,,10.0,20.0,12.0,32.0,38.0,35.0,28,10.0,17,4.0,,,,3.0,3.0,11,6.0,4,193
2019-02-17,Duke,Northwestern,Away,,20,21,,41.0,20.0,7.0,27.0,40.0,27.0,13,3.0,26,28.0,21.0,3.0,24.0,35.0,31.0,19,11.0,17,193
2019-02-23,Duke,Virginia Tech,Home,,11,10,1,29.0,11.0,4.0,15.0,22.0,20.0,16,12.0,11,26.0,10.0,1.0,11.0,35.0,20.0,17,7.0,12,193
2019-03-01,Duke,William & Mary,Home,,19,3,,11.0,19.0,10.0,29.0,31.0,26.0,22,15.0,16,23.0,3.0,1.0,4.0,9.0,7.0,13,5.0,8,193
2019-03-03,Duke,Elon,Away,,18,5,,18.0,18.0,8.0,26.0,25.0,22.0,16,9.0,21,15.0,5.0,1.0,6.0,17.0,10.0,15,8.0,6,193
2019-03-10,Duke,Louisville,Away,,11,10,3,18.0,11.0,1.0,12.0,32.0,18.0,23,5.0,19,23.0,10.0,3.0,13.0,28.0,22.0,19,15.0,7,193
2019-03-16,Duke,Penn,Away,,9,10,,22.0,9.0,1.0,10.0,28.0,18.0,11,5.0,12,20.0,10.0,5.0,15.0,28.0,19.0,17,8.0,9,193
2019-03-18,Duke,Davidson,Home,,17,8,,11.0,17.0,5.0,22.0,40.0,30.0,27,10.0,22,33.0,8.0,3.0,11.0,17.0,14.0,12,5.0,5,193
2019-03-23,Duke,Virginia,Away,,12,17,,18.0,12.0,5.0,17.0,28.0,21.0,5,4.0,20,16.0,17.0,6.0,23.0,36.0,23.0,10,5.0,11,193
2019-03-26,Duke,Campbell,Away,,21,4,,12.0,21.0,8.0,29.0,45.0,38.0,19,10.0,18,23.0,4.0,1.0,5.0,13.0,11.0,13,5.0,7,193
2019-03-30,Duke,Syracuse,Home,,14,15,,23.0,14.0,7.0,21.0,29.0,20.0,9,7.0,21,36.0,15.0,6.0,21.0,26.0,22.0,16,9.0,10,193
2019-04-06,Duke,Boston College,Away,,12,20,,27.0,12.0,3.0,15.0,19.0,15.0,13,8.0,18,30.0,20.0,10.0,30.0,39.0,30.0,21,11.0,16,193
2019-04-09,Duke,East Carolina,Away,,22,9,,11.0,22.0,7.0,29.0,39.0,29.0,16,11.0,25,10.0,9.0,3.0,12.0,16.0,9.0,9,3.0,7,193
2019-04-14,Duke,Notre Dame,Home,,7,15,,36.0,7.0,,7.0,18.0,14.0,11,5.0,7,24.0,15.0,8.0,23.0,44.0,31.0,18,9.0,16,193
2019-04-20,Duke,North Carolina,Home,,5,19,,22.0,5.0,,5.0,17.0,10.0,10,6.0,16,19.0,19.0,8.0,27.0,36.0,29.0,20,10.0,10,193
2019-04-24,Duke,Notre Dame,Home,,14,13,,17.0,14.0,3.0,17.0,26.0,22.0,13,7.0,14,33.0,13.0,3.0,16.0,30.0,22.0,12,6.0,15,193
2019-04-27,Duke,North Carolina,Home,,11,16,,14.0,11.0,1.0,12.0,32.0,23.0,15,5.0,20,22.0,16.0,9.0,25.0,29.0,24.0,19,11.0,9,193
2019-05-05,Duke,VCU,Home,,26,13,,21.0,26.0,9.0,35.0,39.0,35.0,18,10.0,34,41.0,13.0,1.0,14.0,23.0,20.0,21,10.0,6,193
2019-02-10,Duquesne,Longwood,Home,,22,9,,18.0,22.0,9.0,31.0,54.0,40.0,31,19.0,19,29.0,9.0,7.0,16.0,17.0,12.0,18,10.0,12,194
