date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,ct,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_ct,defensive_draw_controls,team_id
2019-03-23,Southern California,California,Home,,19,7,,20.0,19.0,4.0,23.0,36.0,25.0,14,11.0,17,21.0,7.0,3.0,10.0,16.0,12.0,12,4.0,10,657
2019-03-25,Southern California,Stanford,Home,,10,9,,20.0,10.0,4.0,14.0,35.0,24.0,18,10.0,9,18.0,9.0,4.0,13.0,30.0,26.0,17,6.0,12,657
2019-03-29,Southern California,California,Away,,16,4,,11.0,16.0,8.0,24.0,34.0,25.0,16,5.0,10,24.0,4.0,1.0,5.0,20.0,14.0,11,4.0,11,657
2019-03-31,Southern California,Stanford,Away,,11,10,2,12.0,11.0,6.0,17.0,27.0,17.0,29,13.0,9,7.0,10.0,8.0,18.0,22.0,18.0,24,11.0,15,657
2019-04-05,Southern California,Colorado,Home,,8,9,,18.0,8.0,4.0,12.0,27.0,19.0,30,14.0,10,12.0,9.0,4.0,13.0,22.0,17.0,18,5.0,9,657
2019-04-07,Southern California,Oregon,Home,,16,0,,22.0,16.0,8.0,24.0,47.0,33.0,24,16.0,14,14.0,,,,13.0,8.0,17,2.0,4,657
2019-04-14,Southern California,Stony Brook,Away,,10,12,,27.0,10.0,3.0,13.0,26.0,21.0,18,10.0,14,20.0,12.0,10.0,22.0,24.0,18.0,18,12.0,9,657
2019-04-20,Southern California,Arizona St.,Home,,16,10,,18.0,16.0,5.0,21.0,44.0,32.0,23,12.0,20,24.0,10.0,4.0,14.0,27.0,21.0,24,6.0,8,657
2019-04-26,Southern California,California,Home,,16,5,,16.0,16.0,8.0,24.0,39.0,28.0,19,9.0,16,22.0,5.0,3.0,8.0,14.0,9.0,10,5.0,6,657
2019-04-28,Southern California,Colorado,Home,,12,3,,12.0,12.0,6.0,18.0,34.0,21.0,21,8.0,11,16.0,3.0,2.0,5.0,20.0,14.0,19,9.0,6,657
2019-05-10,Southern California,Denver,Home,,10,11,1,16.0,10.0,5.0,15.0,23.0,17.0,17,10.0,13,24.0,11.0,7.0,18.0,21.0,17.0,13,9.0,10,657
2019-02-10,St. Bonaventure,Lafayette,Home,,1,18,,21.0,1.0,,1.0,20.0,14.0,15,4.0,8,16.0,18.0,3.0,21.0,32.0,28.0,22,11.0,10,596
2019-02-15,St. Bonaventure,Niagara,Away,,2,17,,16.0,2.0,,2.0,13.0,10.0,20,2.0,4,22.0,17.0,,17.0,33.0,25.0,25,7.0,15,596
2019-03-01,St. Bonaventure,Butler,Away,,8,10,,9.0,8.0,4.0,12.0,22.0,17.0,18,8.0,9,13.0,10.0,4.0,14.0,20.0,15.0,17,9.0,11,596
2019-03-03,St. Bonaventure,Kent St.,Away,,18,10,,13.0,18.0,12.0,30.0,35.0,24.0,17,13.0,18,22.0,10.0,5.0,15.0,20.0,15.0,11,12.0,12,596
2019-03-07,St. Bonaventure,Kennesaw St.,Away,,14,21,,23.0,14.0,2.0,16.0,27.0,22.0,11,2.0,17,20.0,21.0,9.0,30.0,36.0,28.0,13,6.0,20,596
2019-03-10,St. Bonaventure,Mercer,Away,,6,19,,19.0,6.0,5.0,11.0,18.0,14.0,17,4.0,7,13.0,19.0,8.0,27.0,49.0,31.0,15,13.0,20,596
2019-03-16,St. Bonaventure,Robert Morris,Home,,9,18,,20.0,9.0,6.0,15.0,24.0,16.0,22,9.0,10,18.0,18.0,12.0,30.0,45.0,37.0,17,8.0,17,596
2019-03-19,St. Bonaventure,Siena,Home,,6,18,,16.0,6.0,1.0,7.0,18.0,14.0,21,15.0,6,18.0,18.0,11.0,29.0,33.0,25.0,23,11.0,16,596
2019-03-21,St. Bonaventure,Saint Joseph's,Home,,4,17,,15.0,4.0,3.0,7.0,12.0,7.0,14,8.0,7,14.0,17.0,10.0,27.0,29.0,26.0,24,10.0,15,596
2019-03-24,St. Bonaventure,Richmond,Away,,3,19,,13.0,3.0,2.0,5.0,13.0,10.0,9,4.0,8,20.0,19.0,9.0,28.0,38.0,29.0,17,10.0,16,596
2019-03-29,St. Bonaventure,George Washington,Away,,5,16,,10.0,5.0,1.0,6.0,17.0,11.0,10,7.0,11,16.0,16.0,6.0,22.0,35.0,27.0,22,9.0,12,596
2019-03-31,St. Bonaventure,George Mason,Away,,5,19,,18.0,5.0,2.0,7.0,16.0,13.0,15,4.0,9,21.0,19.0,6.0,25.0,39.0,28.0,22,8.0,17,596
2019-04-05,St. Bonaventure,La Salle,Home,,8,14,,21.0,8.0,,8.0,25.0,17.0,21,10.0,10,15.0,14.0,5.0,19.0,29.0,22.0,13,11.0,14,596
2019-04-07,St. Bonaventure,Massachusetts,Home,,8,19,,16.0,8.0,3.0,11.0,25.0,18.0,22,5.0,5,13.0,19.0,7.0,26.0,43.0,38.0,20,8.0,23,596
2019-04-12,St. Bonaventure,VCU,Away,,5,17,,25.0,5.0,2.0,7.0,17.0,14.0,11,7.0,11,23.0,17.0,10.0,27.0,36.0,28.0,12,11.0,13,596
2019-04-14,St. Bonaventure,Duquesne,Home,,5,18,,23.0,5.0,2.0,7.0,18.0,10.0,36,13.0,9,29.0,18.0,6.0,24.0,33.0,24.0,29,21.0,16,596
2019-04-20,St. Bonaventure,Davidson,Away,,2,21,,26.0,2.0,,2.0,9.0,6.0,12,7.0,7,16.0,21.0,10.0,31.0,40.0,29.0,16,7.0,18,596
2019-02-08,Stanford,Denver,Home,,7,8,,10.0,7.0,6.0,13.0,20.0,14.0,24,12.0,10,9.0,8.0,7.0,15.0,25.0,13.0,27,10.0,7,674
2019-02-21,Stanford,Fresno St.,Home,,17,7,,9.0,17.0,7.0,24.0,43.0,33.0,25,8.0,17,3.0,7.0,2.0,9.0,20.0,17.0,17,4.0,9,674
2019-02-24,Stanford,UC Davis,Home,,19,10,,11.0,19.0,7.0,26.0,31.0,25.0,18,8.0,20,7.0,10.0,5.0,15.0,23.0,17.0,17,9.0,10,674
2019-03-01,Stanford,UAlbany,Away,,16,13,,29.0,16.0,8.0,24.0,37.0,24.0,21,9.0,19,21.0,13.0,6.0,19.0,31.0,23.0,21,11.0,12,674
2019-03-03,Stanford,Stony Brook,Away,,15,12,,15.0,15.0,8.0,23.0,28.0,20.0,21,1.0,13,12.0,12.0,7.0,19.0,28.0,24.0,21,5.0,15,674
2019-03-08,Stanford,Colorado,Home,,13,20,,14.0,13.0,8.0,21.0,33.0,27.0,23,9.0,17,9.0,20.0,3.0,23.0,38.0,34.0,21,8.0,18,674
2019-03-10,Stanford,Oregon,Home,,15,8,,8.0,15.0,8.0,23.0,37.0,27.0,18,8.0,16,9.0,8.0,1.0,9.0,29.0,20.0,19,6.0,7,674
2019-03-16,Stanford,California,Away,,13,11,,20.0,13.0,4.0,17.0,29.0,22.0,22,5.0,10,23.0,11.0,3.0,14.0,33.0,20.0,19,9.0,15,674
2019-03-23,Stanford,Arizona St.,Away,,15,4,,8.0,15.0,9.0,24.0,46.0,30.0,31,8.0,13,16.0,4.0,3.0,7.0,21.0,12.0,18,10.0,8,674
2019-03-25,Stanford,Southern California,Away,,9,10,,18.0,9.0,4.0,13.0,30.0,26.0,17,6.0,12,20.0,10.0,4.0,14.0,35.0,24.0,18,10.0,9,674
2019-03-29,Stanford,Arizona St.,Home,,14,5,,7.0,14.0,4.0,18.0,27.0,22.0,25,9.0,14,9.0,5.0,3.0,8.0,17.0,11.0,21,6.0,7,674
2019-03-31,Stanford,Southern California,Home,,10,11,2,7.0,10.0,8.0,18.0,22.0,18.0,24,11.0,15,12.0,11.0,6.0,17.0,27.0,17.0,29,13.0,9,674
2019-04-04,Stanford,San Diego St.,Home,,18,9,,16.0,18.0,7.0,25.0,28.0,24.0,25,12.0,17,8.0,9.0,2.0,11.0,25.0,18.0,25,6.0,12,674
2019-04-12,Stanford,Colorado,Away,,13,12,1,22.0,13.0,5.0,18.0,30.0,24.0,12,5.0,16,25.0,12.0,6.0,18.0,24.0,20.0,13,10.0,11,674
2019-04-14,Stanford,Oregon,Away,,18,12,,19.0,18.0,6.0,24.0,42.0,33.0,23,10.0,26,28.0,12.0,6.0,18.0,25.0,21.0,24,8.0,6,674
2019-04-19,Stanford,California,Home,,17,6,,11.0,17.0,8.0,25.0,28.0,24.0,15,9.0,11,7.0,6.0,1.0,7.0,22.0,13.0,16,4.0,13,674
2019-04-25,Stanford,Oregon,Home,,17,6,,17.0,17.0,12.0,29.0,47.0,38.0,22,16.0,19,19.0,6.0,3.0,9.0,13.0,10.0,16,5.0,5,674
2019-04-26,Stanford,Colorado,Home,,9,16,,26.0,9.0,4.0,13.0,27.0,21.0,16,7.0,19,23.0,16.0,5.0,21.0,29.0,23.0,19,7.0,8,674
2019-05-10,Stanford,Notre Dame,Home,,9,15,,31.0,9.0,2.0,11.0,28.0,22.0,22,12.0,7,15.0,15.0,7.0,22.0,33.0,20.0,23,11.0,18,674
2019-02-10,Stetson,Quinnipiac,Home,,13,14,2,21.0,13.0,7.0,20.0,30.0,26.0,25,13.0,16,28.0,14.0,6.0,20.0,31.0,24.0,24,12.0,14,678
2019-02-16,Stetson,Monmouth,Home,,11,16,,29.0,11.0,5.0,16.0,25.0,17.0,26,13.0,13,36.0,16.0,6.0,22.0,40.0,32.0,31,14.0,15,678
2019-02-24,Stetson,Arizona St.,Away,,3,11,,15.0,3.0,2.0,5.0,13.0,9.0,23,3.0,9,15.0,11.0,5.0,16.0,27.0,21.0,32,13.0,7,678
2019-03-03,Stetson,Fresno St.,Home,,11,19,,33.0,11.0,5.0,16.0,29.0,24.0,20,7.0,19,34.0,19.0,8.0,27.0,33.0,26.0,23,4.0,13,678
2019-03-10,Stetson,Marquette,Home,,8,19,,31.0,8.0,5.0,13.0,24.0,15.0,14,10.0,9,25.0,19.0,8.0,27.0,31.0,24.0,19,9.0,17,678
2019-03-17,Stetson,Bryant,Home,,13,19,,31.0,13.0,9.0,22.0,33.0,28.0,21,6.0,19,30.0,19.0,10.0,29.0,38.0,26.0,24,6.0,15,678
2019-03-24,Stetson,Liberty,Away,,6,21,,43.0,6.0,4.0,10.0,16.0,11.0,8,7.0,8,29.0,21.0,13.0,34.0,34.0,27.0,15,8.0,19,678
2019-03-29,Stetson,Furman,Home,,13,15,,35.0,13.0,9.0,22.0,36.0,25.0,21,12.0,12,35.0,15.0,8.0,23.0,32.0,27.0,24,6.0,17,678
2019-03-31,Stetson,Wofford,Home,,21,9,,39.0,21.0,13.0,34.0,42.0,35.0,27,6.0,20,26.0,9.0,1.0,10.0,16.0,15.0,15,5.0,11,678
2019-04-05,Stetson,Kent St.,Home,,17,7,,29.0,17.0,14.0,31.0,30.0,22.0,27,11.0,11,26.0,7.0,4.0,11.0,26.0,17.0,25,7.0,13,678
2019-04-07,Stetson,Coastal Carolina,Home,,11,18,,41.0,11.0,9.0,20.0,21.0,18.0,18,6.0,15,29.0,18.0,9.0,27.0,36.0,30.0,22,7.0,16,678
2019-04-12,Stetson,Howard,Away,,20,4,,10.0,20.0,18.0,38.0,38.0,37.0,14,10.0,20,12.0,4.0,,4.0,8.0,6.0,10,5.0,4,678
2019-04-13,Stetson,Delaware St.,Away,,21,1,,7.0,21.0,16.0,37.0,31.0,26.0,12,7.0,15,3.0,1.0,,1.0,7.0,5.0,6,2.0,6,678
2019-04-18,Stetson,Mercer,Away,,13,20,,23.0,13.0,9.0,22.0,26.0,22.0,18,10.0,12,15.0,20.0,8.0,28.0,44.0,35.0,24,12.0,23,678
2019-04-20,Stetson,Kennesaw St.,Away,,6,15,,36.0,6.0,3.0,9.0,19.0,13.0,13,7.0,9,9.0,15.0,5.0,20.0,35.0,27.0,22,11.0,14,678
2019-04-25,Stetson,Cincinnati,Home,,10,17,,26.0,10.0,9.0,19.0,21.0,14.0,26,6.0,15,27.0,17.0,7.0,24.0,41.0,30.0,29,11.0,14,678
2019-04-28,Stetson,Jacksonville,Home,,3,22,,31.0,3.0,2.0,5.0,9.0,6.0,13,5.0,12,22.0,22.0,8.0,30.0,35.0,28.0,21,12.0,14,678
2019-02-22,Stony Brook,Colorado,Away,,15,5,,28.0,15.0,9.0,24.0,36.0,28.0,22,10.0,13,20.0,5.0,3.0,8.0,26.0,19.0,21,11.0,9,683
2019-02-24,Stony Brook,Denver,Away,,7,11,,22.0,7.0,3.0,10.0,27.0,18.0,17,9.0,12,22.0,11.0,9.0,20.0,29.0,23.0,22,16.0,8,683
2019-03-01,Stony Brook,Towson,Away,,14,8,,22.0,14.0,10.0,24.0,32.0,25.0,18,8.0,11,13.0,8.0,4.0,12.0,20.0,16.0,12,11.0,13,683
2019-03-03,Stony Brook,Stanford,Home,,12,15,,12.0,12.0,7.0,19.0,28.0,24.0,21,5.0,15,15.0,15.0,8.0,23.0,28.0,20.0,21,1.0,13,683
2019-03-09,Stony Brook,Princeton,Away,,14,15,,18.0,14.0,6.0,20.0,35.0,27.0,19,4.0,14,18.0,15.0,9.0,24.0,29.0,20.0,15,8.0,17,683
2019-03-13,Stony Brook,UMBC,Away,,16,5,,15.0,16.0,7.0,23.0,37.0,31.0,10,8.0,13,17.0,5.0,4.0,9.0,15.0,13.0,14,4.0,10,683
2019-03-16,Stony Brook,Cornell,Away,,14,2,,15.0,14.0,6.0,20.0,35.0,26.0,25,13.0,7,21.0,2.0,1.0,3.0,14.0,7.0,13,5.0,10,683
2019-03-23,Stony Brook,Florida,Home,,10,11,,16.0,10.0,3.0,13.0,31.0,25.0,14,7.0,10,19.0,11.0,4.0,15.0,23.0,15.0,16,11.0,13,683
2019-03-30,Stony Brook,UMass Lowell,Home,,20,3,,12.0,20.0,10.0,30.0,33.0,28.0,17,7.0,12,14.0,3.0,2.0,5.0,15.0,10.0,10,1.0,12,683
2019-04-03,Stony Brook,Hartford,Home,,21,4,,14.0,21.0,14.0,35.0,41.0,31.0,23,9.0,19,13.0,4.0,2.0,6.0,16.0,9.0,11,3.0,8,683
2019-04-06,Stony Brook,Vermont,Away,,17,2,,11.0,17.0,9.0,26.0,34.0,27.0,18,15.0,12,21.0,2.0,,2.0,9.0,5.0,10,8.0,9,683
2019-04-09,Stony Brook,Johns Hopkins,Away,,12,9,,36.0,12.0,7.0,19.0,33.0,24.0,14,10.0,12,31.0,9.0,7.0,16.0,21.0,16.0,17,6.0,11,683
2019-04-12,Stony Brook,UAlbany,Home,,17,9,,19.0,17.0,9.0,26.0,37.0,29.0,9,7.0,22,27.0,9.0,8.0,17.0,21.0,17.0,12,3.0,6,683
2019-04-14,Stony Brook,Southern California,Home,,12,10,,20.0,12.0,10.0,22.0,24.0,18.0,18,12.0,9,27.0,10.0,3.0,13.0,26.0,21.0,18,10.0,14,683
2019-04-19,Stony Brook,Binghamton,Home,,20,4,,6.0,20.0,12.0,32.0,37.0,28.0,16,4.0,16,19.0,4.0,2.0,6.0,8.0,7.0,10,4.0,9,683
2019-04-23,Stony Brook,Penn St.,Away,,16,11,,21.0,16.0,6.0,22.0,29.0,23.0,8,6.0,17,8.0,11.0,5.0,16.0,29.0,22.0,12,8.0,11,683
2019-04-28,Stony Brook,New Hampshire,Away,,17,5,,,17.0,9.0,26.0,30.0,27.0,12,6.0,19,,5.0,2.0,7.0,7.0,6.0,8,4.0,5,683
2019-05-02,Stony Brook,UMBC,Home,,17,5,,13.0,17.0,8.0,25.0,35.0,27.0,25,12.0,15,13.0,5.0,2.0,7.0,16.0,9.0,10,6.0,9,683
2019-05-04,Stony Brook,UAlbany,Home,,21,7,,31.0,21.0,7.0,28.0,32.0,28.0,17,9.0,20,23.0,7.0,5.0,12.0,17.0,13.0,10,8.0,10,683
2019-05-10,Stony Brook,James Madison,Home,,10,9,1,14.0,10.0,6.0,16.0,26.0,21.0,18,7.0,6,11.0,9.0,5.0,14.0,24.0,21.0,17,5.0,15,683
2019-05-12,Stony Brook,Maryland,Away,,8,17,,19.0,8.0,3.0,11.0,23.0,15.0,11,10.0,14,10.0,17.0,9.0,26.0,26.0,22.0,18,12.0,13,683
2019-02-08,Syracuse,UConn,Home,,18,6,,20.0,18.0,13.0,31.0,27.0,24.0,20,15.0,16,9.0,6.0,1.0,7.0,13.0,11.0,15,4.0,9,688
2019-02-12,Syracuse,Binghamton,Home,,15,5,,38.0,15.0,5.0,20.0,40.0,28.0,34,20.0,12,18.0,5.0,2.0,7.0,12.0,10.0,19,4.0,9,688
2019-02-16,Syracuse,Boston College,Home,,12,14,,25.0,12.0,5.0,17.0,29.0,24.0,16,6.0,10,19.0,14.0,9.0,23.0,36.0,25.0,21,6.0,18,688
2019-02-18,Syracuse,Coastal Carolina,Home,,18,5,,21.0,18.0,5.0,23.0,33.0,24.0,26,12.0,18,22.0,5.0,5.0,10.0,11.0,9.0,17,8.0,7,688
2019-02-24,Syracuse,Northwestern,Home,,15,14,1,39.0,15.0,5.0,20.0,42.0,29.0,30,13.0,11,24.0,14.0,6.0,20.0,36.0,23.0,28,9.0,20,688
2019-02-27,Syracuse,Loyola Maryland,Home,,15,11,,28.0,15.0,8.0,23.0,30.0,25.0,22,9.0,16,37.0,11.0,8.0,19.0,23.0,19.0,19,6.0,12,688
2019-03-02,Syracuse,Virginia,Home,,16,11,,29.0,16.0,8.0,24.0,31.0,21.0,21,15.0,13,23.0,11.0,6.0,17.0,25.0,17.0,24,5.0,16,688
2019-03-09,Syracuse,Maryland,Away,,11,12,1,32.0,11.0,6.0,17.0,27.0,23.0,14,10.0,8,20.0,12.0,6.0,18.0,27.0,22.0,10,6.0,18,688
2019-03-13,Syracuse,Florida,Away,,14,13,,24.0,14.0,4.0,18.0,24.0,22.0,19,4.0,16,24.0,13.0,6.0,19.0,38.0,25.0,29,9.0,13,688
2019-03-17,Syracuse,Louisville,Away,,14,7,,19.0,14.0,9.0,23.0,27.0,20.0,19,7.0,15,21.0,7.0,4.0,11.0,19.0,17.0,19,9.0,6,688
2019-03-19,Syracuse,Harvard,Home,,15,6,,21.0,15.0,7.0,22.0,31.0,22.0,11,7.0,16,23.0,6.0,3.0,9.0,24.0,15.0,11,3.0,6,688
2019-03-24,Syracuse,Notre Dame,Home,,10,9,,22.0,10.0,5.0,15.0,24.0,18.0,18,10.0,10,24.0,9.0,4.0,13.0,26.0,20.0,18,12.0,11,688
2019-03-27,Syracuse,UAlbany,Home,,19,7,,26.0,19.0,9.0,28.0,33.0,26.0,19,14.0,20,32.0,7.0,5.0,12.0,10.0,10.0,13,8.0,7,688
2019-03-30,Syracuse,Duke,Away,,15,14,,36.0,15.0,6.0,21.0,26.0,22.0,16,9.0,10,23.0,14.0,7.0,21.0,29.0,20.0,9,7.0,21,688
2019-04-03,Syracuse,Virginia Tech,Home,,14,13,,25.0,14.0,10.0,24.0,26.0,20.0,16,6.0,16,23.0,13.0,7.0,20.0,27.0,20.0,18,11.0,13,688
2019-04-13,Syracuse,North Carolina,Away,,5,11,,24.0,5.0,3.0,8.0,25.0,17.0,15,8.0,10,20.0,11.0,8.0,19.0,29.0,16.0,14,11.0,8,688
2019-04-16,Syracuse,Cornell,Home,,16,13,,29.0,16.0,8.0,24.0,37.0,25.0,20,10.0,14,19.0,13.0,7.0,20.0,27.0,19.0,15,4.0,17,688
2019-04-24,Syracuse,Virginia,Home,,12,10,,35.0,12.0,3.0,15.0,31.0,21.0,15,4.0,15,25.0,10.0,4.0,14.0,24.0,19.0,14,7.0,8,688
2019-04-26,Syracuse,Boston College,Away,,13,14,,26.0,13.0,6.0,19.0,18.0,16.0,12,6.0,18,22.0,14.0,7.0,21.0,32.0,22.0,22,13.0,11,688
2019-05-12,Syracuse,Georgetown,Home,,14,8,,21.0,14.0,9.0,23.0,27.0,19.0,19,8.0,10,29.0,8.0,6.0,14.0,24.0,16.0,15,9.0,14,688
2019-05-18,Syracuse,Northwestern,Home,,14,18,,33.0,14.0,3.0,17.0,24.0,22.0,12,5.0,16,23.0,18.0,4.0,22.0,33.0,24.0,14,5.0,17,688
2019-02-08,Temple,Delaware,Home,,4,7,,10.0,4.0,3.0,7.0,29.0,24.0,29,10.0,4,10.0,7.0,5.0,12.0,23.0,13.0,17,4.0,9,690
2019-02-13,Temple,Rutgers,Away,,12,10,,13.0,12.0,5.0,17.0,25.0,18.0,16,6.0,16,21.0,10.0,4.0,14.0,22.0,13.0,19,11.0,8,690
2019-02-16,Temple,Princeton,Away,,7,16,,12.0,7.0,2.0,9.0,22.0,18.0,10,8.0,11,10.0,16.0,6.0,22.0,30.0,24.0,20,18.0,14,690
2019-02-21,Temple,Saint Joseph's,Away,,8,17,,19.0,8.0,2.0,10.0,19.0,14.0,13,11.0,18,31.0,17.0,12.0,29.0,35.0,30.0,22,10.0,9,690
2019-02-26,Temple,Lafayette,Home,,10,13,,19.0,10.0,2.0,12.0,32.0,23.0,21,12.0,12,15.0,13.0,4.0,17.0,28.0,19.0,17,9.0,13,690
2019-03-05,Temple,La Salle,Away,,13,10,,11.0,13.0,3.0,16.0,35.0,28.0,17,15.0,14,36.0,10.0,4.0,14.0,23.0,17.0,16,9.0,11,690
2019-03-09,Temple,UMBC,Away,,16,12,,15.0,16.0,5.0,21.0,32.0,25.0,27,10.0,12,18.0,12.0,5.0,17.0,22.0,16.0,16,4.0,18,690
2019-03-12,Temple,Boston U.,Home,,9,12,,8.0,9.0,3.0,12.0,40.0,26.0,16,6.0,16,27.0,12.0,4.0,16.0,30.0,19.0,20,4.0,7,690
2019-03-16,Temple,James Madison,Away,,10,16,,15.0,10.0,6.0,16.0,25.0,20.0,30,13.0,10,19.0,16.0,11.0,27.0,35.0,26.0,27,18.0,18,690
2019-03-23,Temple,Jacksonville,Home,,5,7,,14.0,5.0,1.0,6.0,25.0,18.0,25,14.0,7,28.0,7.0,2.0,9.0,28.0,15.0,25,10.0,7,690
2019-03-30,Temple,Florida,Home,,8,15,,14.0,8.0,3.0,11.0,31.0,20.0,14,7.0,10,24.0,15.0,7.0,22.0,33.0,28.0,15,4.0,15,690
2019-04-06,Temple,UConn,Away,,17,13,,10.0,17.0,8.0,25.0,34.0,28.0,9,10.0,13,22.0,13.0,6.0,19.0,28.0,23.0,8,4.0,18,690
2019-04-13,Temple,Cincinnati,Away,,9,12,,11.0,9.0,4.0,13.0,18.0,15.0,24,8.0,8,10.0,12.0,7.0,19.0,39.0,26.0,34,15.0,15,690
2019-04-17,Temple,Villanova,Home,,8,13,,15.0,8.0,3.0,11.0,23.0,17.0,22,13.0,7,19.0,13.0,10.0,23.0,30.0,18.0,16,8.0,16,690
2019-04-20,Temple,East Carolina,Home,,18,5,,19.0,18.0,7.0,25.0,35.0,23.0,15,8.0,16,14.0,5.0,1.0,6.0,22.0,12.0,14,4.0,8,690
2019-04-27,Temple,Vanderbilt,Away,,11,6,,12.0,11.0,6.0,17.0,23.0,15.0,26,7.0,7,14.0,6.0,2.0,8.0,26.0,21.0,24,14.0,12,690
2019-05-02,Temple,Cincinnati,Away,,9,13,,21.0,9.0,4.0,13.0,23.0,17.0,24,9.0,12,21.0,13.0,3.0,16.0,30.0,23.0,33,10.0,12,690
2019-02-09,Towson,Penn St.,Away,,7,13,,16.0,7.0,3.0,10.0,22.0,15.0,9,14.0,11,12.0,13.0,9.0,22.0,35.0,28.0,9,14.0,11,711
2019-02-16,Towson,Georgetown,Away,,7,10,,15.0,7.0,3.0,10.0,21.0,15.0,13,15.0,5,14.0,10.0,7.0,17.0,25.0,17.0,12,12.0,14,711
2019-02-23,Towson,Navy,Away,,13,14,,28.0,13.0,4.0,17.0,24.0,16.0,16,10.0,10,20.0,14.0,8.0,22.0,29.0,18.0,21,9.0,18,711
2019-03-01,Towson,Stony Brook,Home,,8,14,,13.0,8.0,4.0,12.0,20.0,16.0,12,11.0,13,22.0,14.0,10.0,24.0,32.0,25.0,18,8.0,11,711
2019-03-06,Towson,Loyola Maryland,Home,,6,12,,26.0,6.0,1.0,7.0,30.0,21.0,16,10.0,14,25.0,12.0,8.0,20.0,26.0,18.0,19,9.0,6,711
2019-03-10,Towson,Michigan,Away,,11,12,,15.0,11.0,2.0,13.0,19.0,16.0,21,10.0,10,26.0,12.0,3.0,15.0,37.0,26.0,21,13.0,15,711
2019-03-13,Towson,Saint Joseph's,Home,,17,9,,26.0,17.0,7.0,24.0,36.0,27.0,29,16.0,14,20.0,9.0,3.0,12.0,25.0,19.0,19,9.0,13,711
2019-03-20,Towson,High Point,Away,,8,12,,10.0,8.0,3.0,11.0,26.0,18.0,16,7.0,15,17.0,12.0,6.0,18.0,34.0,26.0,17,8.0,8,711
2019-03-30,Towson,Yale,Home,,15,13,,27.0,15.0,5.0,20.0,32.0,22.0,12,16.0,9,17.0,13.0,7.0,20.0,25.0,19.0,5,3.0,21,711
2019-04-02,Towson,Johns Hopkins,Home,,3,10,,37.0,3.0,,3.0,16.0,8.0,18,19.0,5,19.0,10.0,5.0,15.0,29.0,21.0,19,19.0,10,711
2019-04-07,Towson,James Madison,Away,,7,11,,24.0,7.0,4.0,11.0,29.0,17.0,26,12.0,6,13.0,11.0,5.0,16.0,30.0,18.0,16,7.0,14,711
2019-04-12,Towson,Elon,Home,,16,4,,13.0,16.0,4.0,20.0,37.0,25.0,13,5.0,15,17.0,4.0,,4.0,25.0,10.0,9,6.0,7,711
2019-04-14,Towson,William & Mary,Home,,22,12,,30.0,22.0,4.0,26.0,37.0,28.0,20,12.0,18,27.0,12.0,5.0,17.0,22.0,18.0,13,6.0,17,711
2019-04-19,Towson,Hofstra,Away,,13,12,,42.0,13.0,4.0,17.0,29.0,22.0,18,5.0,8,31.0,12.0,5.0,17.0,37.0,25.0,15,3.0,18,711
2019-04-21,Towson,Drexel,Home,,12,10,,24.0,12.0,2.0,14.0,29.0,24.0,20,12.0,12,17.0,10.0,3.0,13.0,27.0,20.0,17,9.0,12,711
2019-04-27,Towson,Delaware,Away,,17,14,,20.0,17.0,9.0,26.0,36.0,28.0,19,11.0,20,32.0,14.0,11.0,25.0,24.0,22.0,11,4.0,13,711
2019-05-03,Towson,Hofstra,Home,,8,11,,27.0,8.0,4.0,12.0,37.0,21.0,17,10.0,5,29.0,11.0,7.0,18.0,21.0,16.0,13,3.0,16,711
2019-02-16,UAlbany,Yale,Home,,15,13,,23.0,15.0,5.0,20.0,31.0,23.0,19,12.0,11,26.0,13.0,9.0,22.0,24.0,23.0,11,8.0,19,14
2019-02-23,UAlbany,Bucknell,Home,,18,9,,32.0,18.0,7.0,25.0,40.0,28.0,22,8.0,12,33.0,9.0,4.0,13.0,22.0,20.0,16,5.0,16,14
2019-02-26,UAlbany,Bryant,Home,,21,11,,12.0,21.0,9.0,30.0,41.0,32.0,22,9.0,13,19.0,11.0,5.0,16.0,22.0,18.0,5,2.0,20,14
2019-03-01,UAlbany,Stanford,Home,,13,16,,21.0,13.0,6.0,19.0,31.0,23.0,21,11.0,12,29.0,16.0,8.0,24.0,37.0,24.0,21,9.0,19,14
2019-03-09,UAlbany,Penn St.,Away,,9,11,,18.0,9.0,5.0,14.0,26.0,17.0,18,7.0,10,12.0,11.0,3.0,14.0,30.0,20.0,17,8.0,11,14
2019-03-13,UAlbany,UConn,Away,,9,10,,17.0,9.0,5.0,14.0,29.0,22.0,15,4.0,11,21.0,10.0,3.0,13.0,29.0,20.0,19,3.0,10,14
2019-03-16,UAlbany,Siena,Home,,14,8,,18.0,14.0,8.0,22.0,33.0,28.0,16,13.0,15,20.0,8.0,4.0,12.0,19.0,12.0,16,9.0,8,14
2019-03-19,UAlbany,Boston College,Away,,9,17,,19.0,9.0,5.0,14.0,25.0,23.0,10,4.0,9,24.0,17.0,9.0,26.0,44.0,29.0,12,7.0,19,14
