Season,Team,Jersey Number,Full Name,Roster Name,First Name,Last Name,Year,Position,Games Played,Games Started,g,gs_2,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,goals_allowed,GAA,Saves,Save Percentage,rc,yc,clears,att,clear_pct,otg,NCAA id
2023,Hampton Pirates,8,Andre Myers,"Myers, Andre",Andre,Myers,Sr,ATT,11,11,11,11,9,5,14,29,0.31,21,0.724,1,1,0,18,8,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2331987
2023,Hampton Pirates,10,Craig Williams,"Williams, Craig",Craig,Williams,Fr,M,10,2,10,2,2,0,2,11,0.182,4,0.364,0,0,0,3,3,0,0,0,0,1,120,0,0,,0,0,0,0,0,0,0,0,0,0,2828460
2023,Hampton Pirates,16,Myles Johnson,"Johnson, Myles",Myles,Johnson,Fr,LSM,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828409
2023,Hampton Pirates,0,Ellison Burt-Murray,"Burt-Murray, Ellison",Ellison,Burt-Murray,Jr,ATT,10,10,10,10,19,13,32,58,0.328,38,0.655,0,3,0,14,28,10,0,0,0,3,90,0,0,,0,0,0,0,0,0,0,0,0,0,2464683
2023,Hampton Pirates,27,Xavier Salley,"Salley, Xavier",Xavier,Salley,Jr,ATT,10,6,10,6,4,2,6,24,0.167,12,0.5,0,0,0,7,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682216
2023,Hampton Pirates,42,Paxtin Powell,"Powell, Paxtin",Paxtin,Powell,Sr,GK,10,10,10,10,0,0,0,0,0,0,0,0,0,0,11,8,3,0,0,0,1,60,10,10,490:44,139,16.995,100,0.418,0,0,0,0,0,0,1989439
2023,Hampton Pirates,19,Taylor Whitt,"Whitt, Taylor",Taylor,Whitt,So,D,9,9,9,9,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,3,120,0,0,,0,0,0,0,0,0,0,0,0,0,2682208
2023,Hampton Pirates,5,Demarieh Wesley,"Wesley, Demarieh",Demarieh,Wesley,Jr,D,9,6,9,6,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682236
2023,Hampton Pirates,6,Elijah Reaves,"Reaves, Elijah",Elijah,Reaves,Jr,M,9,0,9,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682215
2023,Hampton Pirates,3,Jayden Price,"Price, Jayden",Jayden,Price,Jr,M,9,0,9,0,1,0,1,6,0.167,3,0.5,0,0,0,11,8,4,0,0,0,4,240,0,0,,0,0,0,0,0,0,0,0,0,0,2682198
2023,Hampton Pirates,23,Dylan Robinson,"Robinson, Dylan",Dylan,Robinson,So,M,8,0,8,0,1,1,2,8,0.125,3,0.375,0,0,0,3,7,1,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2682207
2023,Hampton Pirates,2,Jordan Brown,"Brown, Jordan",Jordan,Brown,Sr,ATT,8,2,8,2,6,1,7,17,0.353,15,0.882,0,1,0,8,2,1,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2145435
2023,Hampton Pirates,9,Nathan Turner,"Turner, Nathan",Nathan,Turner,Sr,M,8,0,8,0,0,0,0,1,0,0,0,0,0,0,8,3,1,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2331988
2023,Hampton Pirates,34,A.J. Knox,"Knox, A.J.",A.J.,Knox,Sr,ATT,7,3,7,3,3,2,5,15,0.2,10,0.667,0,0,0,3,13,1,0,0,0,2,120,0,0,,0,0,0,0,0,0,0,0,0,0,2354269
2023,Hampton Pirates,14,David Sadasivam,"Sadasivam, David",David,Sadasivam,Fr,GK,6,1,6,1,0,1,1,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,6,1,169:16,39,13.824,35,0.473,0,0,0,0,0,0,2828413
2023,Hampton Pirates,15,Kimoni Greene,"Greene, Kimoni",Kimoni,Greene,Jr,M,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682050
2023,Hampton Pirates,47,Kevin Wallace,"Wallace, Kevin",Kevin,Wallace,Fr,M,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828446
2023,Hampton Pirates,30,Miles Fawcett,"Fawcett, Miles",Miles,Fawcett,Sr,ATT,6,3,6,3,6,3,9,21,0.286,15,0.714,0,0,0,3,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2332007
2023,Hampton Pirates,36,Canyon Steverson,"Steverson, Canyon",Canyon,Steverson,Fr,M,6,0,6,0,0,1,1,9,0,4,0.444,0,0,0,2,4,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828435
2023,Hampton Pirates,13,Marcus Greene,"Greene, Marcus",Marcus,Greene,Jr,M,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2682210
2023,Hampton Pirates,35,Amar'e Ford,"Ford, Amar'e",Amar'e,Ford,Fr,D,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2828371
2023,Hampton Pirates,46,David Jackson,"Jackson, David",David,Jackson,Fr,M,4,0,4,0,1,0,1,3,0.333,2,0.667,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828408
2023,Hampton Pirates,21,Owen James,"James, Owen",Owen,James,Jr,D,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682213
2023,Hampton Pirates,7,William Bass,"Bass, William",William,Bass,Sr,D,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2332008
2023,Hampton Pirates,26,Joshua Hughes,"Hughes, Joshua",Joshua,Hughes,Fr,M,3,0,3,0,0,0,0,4,0,2,0.5,0,0,0,0,1,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828419
2023,Hampton Pirates,25,Ian Harvey-Thomas,"Harvey-Thomas, Ian",Ian,Harvey-Thomas,Sr,D,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2828374
2023,Hampton Pirates,29,Julian Robinson,"Robinson, Julian",Julian,Robinson,Fr,M,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828428
2023,Hampton Pirates,17,CJ Hyacinth,"Hyacinth, CJ",CJ,Hyacinth,So,M,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682206
2023,Hampton Pirates,22,Ian Fisher,"Fisher, Ian",Ian,Fisher,Sr,D,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2145432
2023,Hampton Pirates,37,Selassie Richardson,"Richardson, Selassie",Selassie,Richardson,Jr,M,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828412
2023,Hampton Pirates,39,Mason Howard,"Howard, Mason",Mason,Howard,Fr,FO,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2828376
2023,Hampton Pirates,12,Miles Shaw,"Shaw, Miles",Miles,Shaw,So,D,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682049
2023,Hampton Pirates,28,Ryan Dallas,"Dallas, Ryan",Ryan,Dallas,Jr,D,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682205
2023,Hampton Pirates,20,Jacob Wilkerson,"Wilkerson, Jacob",Jacob,Wilkerson,So,GK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682209
2023,Hampton Pirates,44,Wilmer Leon IV,"Leon IV, Wilmer",Wilmer,Leon IV,Jr,D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2682214
2023,Harvard Crimson,29,Matt Barraco,"Barraco, Matt",Matt,Barraco,Fr,FO,9,0,9,0,0,0,0,1,0,1,1,0,0,0,10,4,0,34,76,0.447,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2799426
2023,Harvard Crimson,53,Logan Ip,"Ip, Logan",Logan,Ip,Fr,M,9,0,9,0,3,5,8,17,0.176,12,0.706,0,0,0,7,5,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2799414
2023,Harvard Crimson,8,Charlie Muller,"Muller, Charlie",Charlie,Muller,Fr,D,9,8,9,8,0,1,1,0,0,0,0,0,0,0,19,1,7,0,0,0,2,180,0,0,,0,0,0,0,0,0,0,0,0,0,2799386
2023,Harvard Crimson,41,Andrew Perry,"Perry, Andrew",Andrew,Perry,So,M,9,9,9,9,11,7,18,43,0.256,18,0.419,0,3,0,6,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652502
2023,Harvard Crimson,46,Martin Nelson,"Nelson, Martin",Martin,Nelson,So,D,9,7,9,7,0,0,0,1,0,1,1,0,0,0,21,2,4,0,0,0,3,180,0,0,,0,0,0,0,0,0,0,0,0,0,2652501
2023,Harvard Crimson,37,Joe Dowling,"Dowling, Joe",Joe,Dowling,So,ATT,9,0,9,0,8,5,13,15,0.533,12,0.8,0,4,0,3,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652495
2023,Harvard Crimson,24,Andrew DeGennaro,"DeGennaro, Andrew",Andrew,DeGennaro,So,M,9,0,9,0,0,0,0,3,0,1,0.333,0,0,0,36,1,4,84,190,0.442,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2652487
2023,Harvard Crimson,14,Collin Bergstrom,"Bergstrom, Collin",Collin,Bergstrom,So,D,9,9,9,9,0,0,0,0,0,0,0,0,0,0,14,2,7,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2652486
2023,Harvard Crimson,13,Owen Gaffney,"Gaffney, Owen",Owen,Gaffney,So,ATT,9,9,9,9,12,9,21,63,0.19,33,0.524,0,3,0,16,12,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652475
2023,Harvard Crimson,10,Ray Dearth,"Dearth, Ray",Ray,Dearth,So,M,9,0,9,0,2,0,2,4,0.5,2,0.5,1,0,0,10,1,6,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2652474
2023,Harvard Crimson,27,Miles Botkiss,"Botkiss, Miles",Miles,Botkiss,So,ATT,9,8,9,8,12,6,18,49,0.245,32,0.653,1,3,0,7,5,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652470
2023,Harvard Crimson,34,Thomas Martinson,"Martinson, Thomas",Thomas,Martinson,So,D,9,3,9,3,0,0,0,1,0,0,0,0,0,0,7,2,3,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2652468
2023,Harvard Crimson,7,Sam King,"King, Sam",Sam,King,So,ATT,9,9,9,9,22,21,43,71,0.31,33,0.465,1,1,0,28,11,5,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,1,2652467
2023,Harvard Crimson,21,Greg Campisi,"Campisi, Greg",Greg,Campisi,Jr,LSM,9,0,9,0,0,0,0,2,0,1,0.5,0,0,0,19,4,11,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2303159
2023,Harvard Crimson,11,Christian Barnard,"Barnard, Christian",Christian,Barnard,Jr,GK,9,9,9,9,2,0,2,4,0.5,3,0.75,1,0,0,31,5,0,0,0,0,0,0,9,8,505:05,105,12.473,95,0.475,0,0,0,0,0,0,2303158
2023,Harvard Crimson,38,Chase Yager,"Yager, Chase",Chase,Yager,Sr,SSDM,9,0,9,0,1,1,2,6,0.167,2,0.333,0,0,0,23,4,11,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2151319
2023,Harvard Crimson,6,Hayden Cheek,"Cheek, Hayden",Hayden,Cheek,Sr,ATT,9,9,9,9,16,3,19,42,0.381,27,0.643,0,4,0,17,10,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2121322
2023,Harvard Crimson,26,Teddy Malone,"Malone, Teddy",Teddy,Malone,Fr,ATT,8,7,8,7,16,5,21,41,0.39,27,0.659,0,0,0,6,10,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2799387
2023,Harvard Crimson,9,Andrew O'Berry,"O'Berry, Andrew",Andrew,O'Berry,So,M,8,0,8,0,1,3,4,3,0.333,1,0.333,0,0,0,11,2,2,0,0,0,4,210,0,0,,0,0,0,0,0,0,0,0,0,0,2652469
2023,Harvard Crimson,3,Nick Loring,"Loring, Nick",Nick,Loring,Sr,M,8,1,8,1,7,4,11,20,0.35,13,0.65,0,0,0,4,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2121268
2023,Harvard Crimson,23,Isaiah Dawson,"Dawson, Isaiah",Isaiah,Dawson,Sr,M,8,0,8,0,1,1,2,8,0.125,3,0.375,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2121230
2023,Harvard Crimson,39,Owen Guest,"Guest, Owen",Owen,Guest,Fr,M,8,0,8,0,0,0,0,1,0,1,1,0,0,0,5,1,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2799410
2023,Harvard Crimson,49,John Aurandt IV,"Aurandt IV, John",John,Aurandt IV,Fr,ATT,7,1,7,1,3,1,4,12,0.25,7,0.583,0,0,0,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2799413
2023,Harvard Crimson,33,Vince Cresci,"Cresci, Vince",Vince,Cresci,So,LSM,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652492
2023,Harvard Crimson,45,Chase Strupp,"Strupp, Chase",Chase,Strupp,Sr,D,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2121301
2023,Harvard Crimson,22,Tommy Joyce,"Joyce, Tommy",Tommy,Joyce,Sr,D,6,0,6,0,0,0,0,1,0,1,1,0,0,0,8,5,0,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2121265
2023,Harvard Crimson,43,Lucas Hilsenrath,"Hilsenrath, Lucas",Lucas,Hilsenrath,So,ATT,5,0,5,0,1,3,4,6,0.167,4,0.667,0,0,0,6,5,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652498
2023,Harvard Crimson,52,Sean Jordan,"Jordan, Sean",Sean,Jordan,Fr,LSM,5,0,5,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2799397
2023,Harvard Crimson,2,Joey Graham,"Graham, Joey",Joey,Graham,So,ATT,3,1,3,1,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652497
2023,Harvard Crimson,25,Mark Stephens,"Stephens, Mark",Mark,Stephens,Jr,M,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2303163
2023,Harvard Crimson,42,Griffin Pokorny,"Pokorny, Griffin",Griffin,Pokorny,Fr,M,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2799411
2023,Harvard Crimson,55,Francisco Cortes,"Cortes, Francisco",Francisco,Cortes,Fr,M,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2799416
2023,Harvard Crimson,1,Graham Blake,"Blake, Graham",Graham,Blake,Jr,ATT,2,0,2,0,1,0,1,3,0.333,2,0.667,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2303143
2023,Harvard Crimson,36,Jake Brownley,"Brownley, Jake",Jake,Brownley,So,D,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652472
2023,Harvard Crimson,32,Jack Bill,"Bill, Jack",Jack,Bill,Sr,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2837628
2023,Harvard Crimson,5,Bryn Evans,"Evans, Bryn",Bryn,Evans,Sr,M,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1983453
2023,Harvard Crimson,20,Zach Hobbes,"Hobbes, Zach",Zach,Hobbes,Sr,M,2,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2121237
2023,Harvard Crimson,28,Ollie Hollo,"Hollo, Ollie",Ollie,Hollo,Sr,LSM,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2121261
2023,Harvard Crimson,31,Fred Asare-Konadu,"Asare-Konadu, Fred",Fred,Asare-Konadu,Jr,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2354397
2023,Harvard Crimson,47,Max Ewald,"Ewald, Max",Max,Ewald,So,D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652496
2023,Harvard Crimson,44,George Alvarez,"Alvarez, George",George,Alvarez,So,GK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2652465
2023,Harvard Crimson,35,Adam Blind,"Blind, Adam",Adam,Blind,Fr,GK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41:20,10,14.516,7,0.412,0,0,0,0,0,0,2799440
2023,High Point Panthers,13,Jack Vanoverbeke,"Vanoverbeke, Jack",Jack,Vanoverbeke,Jr,ATT,12,12,12,12,27,24,51,88,0.307,46,0.523,1,3,0,22,27,2,0,0,0,2,60,0,0,,0,0,0,0,0,0,0,0,0,0,2479680
2023,High Point Panthers,7,Alex Albertson,"Albertson, Alex",Alex,Albertson,Sr,M,12,8,12,8,0,0,0,1,0,0,0,0,0,0,6,3,4,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2479676
2023,High Point Panthers,28,Jaxson Lamb,"Lamb, Jaxson",Jaxson,Lamb,Sr,M,12,12,12,12,16,5,21,37,0.432,24,0.649,0,1,0,3,11,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2324338
2023,High Point Panthers,9,Nick Rizzo,"Rizzo, Nick",Nick,Rizzo,Jr,M,12,4,12,4,14,12,26,61,0.23,34,0.557,0,0,0,8,12,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2479701
2023,High Point Panthers,55,Brayden Mayea,"Mayea, Brayden",Brayden,Mayea,Jr,ATT,12,12,12,12,31,13,44,70,0.443,42,0.6,4,1,0,41,13,14,1,1,1,10,600,0,0,,0,0,0,0,0,0,0,0,0,0,2479707
2023,High Point Panthers,17,Jack Sawyer,"Sawyer, Jack",Jack,Sawyer,Jr,ATT,12,0,12,0,11,7,18,55,0.2,29,0.527,2,0,0,5,14,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2669479
2023,High Point Panthers,4,Grant Ammann,"Ammann, Grant",Grant,Ammann,Sr,D,12,12,12,12,1,0,1,10,0.1,5,0.5,0,0,0,40,8,24,0,0,0,4,180,0,0,,0,0,0,0,0,0,0,0,0,0,1992588
2023,High Point Panthers,46,Peter St.Geme,"St.Geme, Peter",Peter,St.Geme,Sr,M,12,0,12,0,0,1,1,2,0,1,0.5,0,0,0,21,5,12,0,0,0,6,300,0,0,,0,0,0,0,0,0,0,0,0,0,1994250
2023,High Point Panthers,26,Michael Ippolito,"Ippolito, Michael",Michael,Ippolito,Sr,ATT,12,12,12,12,18,8,26,56,0.321,30,0.536,0,3,0,14,18,2,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2118982
2023,High Point Panthers,60,Zack Brenfleck,"Brenfleck, Zack",Zack,Brenfleck,So,D,12,11,12,11,0,0,0,0,0,0,0,0,0,0,14,4,8,0,0,0,2,60,0,0,,0,0,0,0,0,0,0,0,0,0,2669466
2023,High Point Panthers,20,Hunter Vines,"Vines, Hunter",Hunter,Vines,Sr,M,12,12,12,12,8,15,23,38,0.211,22,0.579,0,0,0,8,12,2,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2119013
2023,High Point Panthers,29,Henry Mudlaff,"Mudlaff, Henry",Henry,Mudlaff,Sr,M,12,0,12,0,2,1,3,8,0.25,4,0.5,0,0,0,30,5,5,0,0,0,3,240,0,0,,0,0,0,0,0,0,0,0,0,0,2306249
2023,High Point Panthers,53,Collin Hoben,"Hoben, Collin",Collin,Hoben,Sr,FO,12,0,12,0,2,0,2,5,0.4,3,0.6,0,0,0,89,5,2,157,286,0.549,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2324213
2023,High Point Panthers,40,Parker Green,"Green, Parker",Parker,Green,Sr,GK,12,12,12,12,0,0,0,0,0,0,0,0,0,0,26,10,6,0,0,0,0,0,12,12,611:29,133,13.05,107,0.446,0,0,0,0,0,0,2324226
2023,High Point Panthers,16,Tyler Baird,"Baird, Tyler",Tyler,Baird,Sr,M,12,1,12,1,0,1,1,3,0,1,0.333,0,0,0,8,5,4,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2324230
2023,High Point Panthers,25,Spalding Hall,"Hall, Spalding",Spalding,Hall,So,M,11,0,11,0,0,0,0,1,0,1,1,0,0,0,6,1,2,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2669456
2023,High Point Panthers,23,Nick Murphy,"Murphy, Nick",Nick,Murphy,Sr,M,11,0,11,0,9,2,11,21,0.429,14,0.667,0,3,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2324222
2023,High Point Panthers,14,CONOR GUILTINAN,"GUILTINAN, CONOR",CONOR,GUILTINAN,Jr,D,11,2,11,2,1,1,2,1,1,1,1,0,0,0,5,0,8,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2487529
2023,High Point Panthers,15,Colin Cooke,"Cooke, Colin",Colin,Cooke,Jr,M,11,8,11,8,9,5,14,33,0.273,16,0.485,0,0,0,3,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2479697
2023,High Point Panthers,31,Jakob Joy,"Joy, Jakob",Jakob,Joy,Jr,D,11,1,11,1,0,0,0,0,0,0,0,0,0,0,8,1,4,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2479691
2023,High Point Panthers,43,Luca Accardo,"Accardo, Luca",Luca,Accardo,Fr,FO,11,0,11,0,1,1,2,1,1,1,1,0,0,0,14,1,1,24,49,0.49,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2798931
2023,High Point Panthers,37,Isiah Moran-Weekes,"Moran-Weekes, Isiah",Isiah,Moran-Weekes,So,ATT,10,0,10,0,10,0,10,20,0.5,14,0.7,0,0,0,6,4,4,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2669434
2023,High Point Panthers,65,Weston Benson,"Benson, Weston",Weston,Benson,Fr,D,9,0,9,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2798938
2023,High Point Panthers,62,Miles Blenman,"Blenman, Miles",Miles,Blenman,So,DM,9,0,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2669467
2023,High Point Panthers,6,Daniel Jones,"Jones, Daniel",Daniel,Jones,So,M,9,0,9,0,0,0,0,5,0,1,0.2,0,0,0,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2669468
2023,High Point Panthers,1,Jack Simon,"Simon, Jack",Jack,Simon,Sr,D,8,0,8,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2324255
2023,High Point Panthers,56,Ethan Slusher,"Slusher, Ethan",Ethan,Slusher,Fr,ATT,8,1,8,1,2,0,2,4,0.5,2,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2798935
2023,High Point Panthers,38,Quentin McComas,"McComas, Quentin",Quentin,McComas,Sr,DM,8,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2324201
2023,High Point Panthers,73,Brice Richins,"Richins, Brice",Brice,Richins,Fr,D,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2798943
2023,High Point Panthers,22,Ryan Summy,"Summy, Ryan",Ryan,Summy,Sr,M,7,0,7,0,1,0,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2324254
2023,High Point Panthers,24,Matt Lee,"Lee, Matt",Matt,Lee,Sr,M,7,0,7,0,1,1,2,7,0.143,4,0.571,0,0,0,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2324318
2023,High Point Panthers,19,Trevor Dick,"Dick, Trevor",Trevor,Dick,So,D,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2669455
2023,High Point Panthers,36,Matt Lutzel,"Lutzel, Matt",Matt,Lutzel,Fr,ATT,6,0,6,0,1,0,1,5,0.2,2,0.4,0,0,0,3,2,0,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2798929
2023,High Point Panthers,76,Collin Rovere,"Rovere, Collin",Collin,Rovere,Fr,M,6,0,6,0,1,0,1,7,0.143,4,0.571,0,0,0,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2798946
